,heuristic_name,num_nodes,proportion_of_defender_nodes_per_round,proportion_of_nodes_on_fire_initial,mean_num_nodes_saved
2090,highest_degree_allocation,9,0.01,0.05,3.6
2091,highest_degree_allocation,9,0.02,0.05,4.1
2092,highest_degree_allocation,9,0.03,0.05,3.8
2093,highest_degree_allocation,9,0.04,0.05,4.1
2094,highest_degree_allocation,9,0.05,0.05,3.45
2095,highest_degree_allocation,9,0.06,0.05,2.1
2096,highest_degree_allocation,9,0.07,0.05,3.55
2097,highest_degree_allocation,9,0.08,0.05,3.65
2098,highest_degree_allocation,9,0.09,0.05,2.85
2099,highest_degree_allocation,9,0.1,0.05,3.85
2100,highest_degree_allocation,9,0.01,0.06,3.25
2101,highest_degree_allocation,9,0.02,0.06,3.85
2102,highest_degree_allocation,9,0.03,0.06,3.85
2103,highest_degree_allocation,9,0.04,0.06,3.6
2104,highest_degree_allocation,9,0.05,0.06,3.0
2105,highest_degree_allocation,9,0.06,0.06,3.65
2106,highest_degree_allocation,9,0.07,0.06,3.45
2107,highest_degree_allocation,9,0.08,0.06,3.0
2108,highest_degree_allocation,9,0.09,0.06,3.5
2109,highest_degree_allocation,9,0.1,0.06,3.8
2110,highest_degree_allocation,9,0.01,0.07,2.5
2111,highest_degree_allocation,9,0.02,0.07,3.4
2112,highest_degree_allocation,9,0.03,0.07,3.75
2113,highest_degree_allocation,9,0.04,0.07,3.8
2114,highest_degree_allocation,9,0.05,0.07,3.05
2115,highest_degree_allocation,9,0.06,0.07,3.2
2116,highest_degree_allocation,9,0.07,0.07,3.1
2117,highest_degree_allocation,9,0.08,0.07,3.9
2118,highest_degree_allocation,9,0.09,0.07,3.85
2119,highest_degree_allocation,9,0.1,0.07,3.2
2120,highest_degree_allocation,9,0.01,0.08,3.25
2121,highest_degree_allocation,9,0.02,0.08,2.6
2122,highest_degree_allocation,9,0.03,0.08,3.1
2123,highest_degree_allocation,9,0.04,0.08,3.25
2124,highest_degree_allocation,9,0.05,0.08,3.45
2125,highest_degree_allocation,9,0.06,0.08,3.05
2126,highest_degree_allocation,9,0.07,0.08,3.25
2127,highest_degree_allocation,9,0.08,0.08,3.7
2128,highest_degree_allocation,9,0.09,0.08,3.65
2129,highest_degree_allocation,9,0.1,0.08,3.8
2130,highest_degree_allocation,9,0.01,0.09,2.55
2131,highest_degree_allocation,9,0.02,0.09,3.35
2132,highest_degree_allocation,9,0.03,0.09,4.25
2133,highest_degree_allocation,9,0.04,0.09,3.7
2134,highest_degree_allocation,9,0.05,0.09,3.7
2135,highest_degree_allocation,9,0.06,0.09,3.65
2136,highest_degree_allocation,9,0.07,0.09,3.45
2137,highest_degree_allocation,9,0.08,0.09,3.3
2138,highest_degree_allocation,9,0.09,0.09,3.35
2139,highest_degree_allocation,9,0.1,0.09,3.45
2140,highest_degree_allocation,9,0.01,0.1,2.95
2141,highest_degree_allocation,9,0.02,0.1,2.9
2142,highest_degree_allocation,9,0.03,0.1,3.4
2143,highest_degree_allocation,9,0.04,0.1,3.8
2144,highest_degree_allocation,9,0.05,0.1,2.6
2145,highest_degree_allocation,9,0.06,0.1,3.3
2146,highest_degree_allocation,9,0.07,0.1,2.95
2147,highest_degree_allocation,9,0.08,0.1,2.85
2148,highest_degree_allocation,9,0.09,0.1,3.4
2149,highest_degree_allocation,9,0.1,0.1,3.2
2150,highest_degree_allocation,9,0.01,0.11,2.8
2151,highest_degree_allocation,9,0.02,0.11,3.4
2152,highest_degree_allocation,9,0.03,0.11,2.7
2153,highest_degree_allocation,9,0.04,0.11,3.2
2154,highest_degree_allocation,9,0.05,0.11,3.25
2155,highest_degree_allocation,9,0.06,0.11,3.1
2156,highest_degree_allocation,9,0.07,0.11,2.8
2157,highest_degree_allocation,9,0.08,0.11,3.05
2158,highest_degree_allocation,9,0.09,0.11,3.3
2159,highest_degree_allocation,9,0.1,0.11,3.8
2160,highest_degree_allocation,9,0.01,0.12,2.4
2161,highest_degree_allocation,9,0.02,0.12,2.45
2162,highest_degree_allocation,9,0.03,0.12,2.2
2163,highest_degree_allocation,9,0.04,0.12,2.5
2164,highest_degree_allocation,9,0.05,0.12,2.6
2165,highest_degree_allocation,9,0.06,0.12,2.5
2166,highest_degree_allocation,9,0.07,0.12,1.85
2167,highest_degree_allocation,9,0.08,0.12,3.05
2168,highest_degree_allocation,9,0.09,0.12,2.1
2169,highest_degree_allocation,9,0.1,0.12,2.35
2170,highest_degree_allocation,9,0.01,0.13,2.5
2171,highest_degree_allocation,9,0.02,0.13,2.3
2172,highest_degree_allocation,9,0.03,0.13,2.35
2173,highest_degree_allocation,9,0.04,0.13,1.95
2174,highest_degree_allocation,9,0.05,0.13,2.4
2175,highest_degree_allocation,9,0.06,0.13,2.65
2176,highest_degree_allocation,9,0.07,0.13,2.55
2177,highest_degree_allocation,9,0.08,0.13,2.25
2178,highest_degree_allocation,9,0.09,0.13,2.0
2179,highest_degree_allocation,9,0.1,0.13,2.55
2180,highest_degree_allocation,9,0.01,0.14,2.0
2181,highest_degree_allocation,9,0.02,0.14,2.3
2182,highest_degree_allocation,9,0.03,0.14,2.6
2183,highest_degree_allocation,9,0.04,0.14,2.4
2184,highest_degree_allocation,9,0.05,0.14,2.3
2185,highest_degree_allocation,9,0.06,0.14,2.25
2186,highest_degree_allocation,9,0.07,0.14,2.7
2187,highest_degree_allocation,9,0.08,0.14,2.3
2188,highest_degree_allocation,9,0.09,0.14,2.5
2189,highest_degree_allocation,9,0.1,0.14,2.05
2190,highest_degree_allocation,9,0.01,0.15,2.05
2191,highest_degree_allocation,9,0.02,0.15,2.6
2192,highest_degree_allocation,9,0.03,0.15,2.4
2193,highest_degree_allocation,9,0.04,0.15,2.3
2194,highest_degree_allocation,9,0.05,0.15,2.1
2195,highest_degree_allocation,9,0.06,0.15,1.75
2196,highest_degree_allocation,9,0.07,0.15,2.2
2197,highest_degree_allocation,9,0.08,0.15,2.85
2198,highest_degree_allocation,9,0.09,0.15,2.7
2199,highest_degree_allocation,9,0.1,0.15,2.7
2200,highest_degree_allocation,10,0.01,0.05,3.45
2201,highest_degree_allocation,10,0.02,0.05,2.9
2202,highest_degree_allocation,10,0.03,0.05,2.65
2203,highest_degree_allocation,10,0.04,0.05,3.85
2204,highest_degree_allocation,10,0.05,0.05,3.6
2205,highest_degree_allocation,10,0.06,0.05,3.85
2206,highest_degree_allocation,10,0.07,0.05,2.95
2207,highest_degree_allocation,10,0.08,0.05,3.3
2208,highest_degree_allocation,10,0.09,0.05,3.2
2209,highest_degree_allocation,10,0.1,0.05,3.55
2210,highest_degree_allocation,10,0.01,0.06,3.85
2211,highest_degree_allocation,10,0.02,0.06,2.9
2212,highest_degree_allocation,10,0.03,0.06,3.1
2213,highest_degree_allocation,10,0.04,0.06,2.9
2214,highest_degree_allocation,10,0.05,0.06,3.7
2215,highest_degree_allocation,10,0.06,0.06,3.1
2216,highest_degree_allocation,10,0.07,0.06,3.0
2217,highest_degree_allocation,10,0.08,0.06,3.05
2218,highest_degree_allocation,10,0.09,0.06,2.65
2219,highest_degree_allocation,10,0.1,0.06,3.5
2220,highest_degree_allocation,10,0.01,0.07,3.2
2221,highest_degree_allocation,10,0.02,0.07,4.0
2222,highest_degree_allocation,10,0.03,0.07,3.8
2223,highest_degree_allocation,10,0.04,0.07,3.45
2224,highest_degree_allocation,10,0.05,0.07,2.9
2225,highest_degree_allocation,10,0.06,0.07,3.65
2226,highest_degree_allocation,10,0.07,0.07,3.3
2227,highest_degree_allocation,10,0.08,0.07,4.1
2228,highest_degree_allocation,10,0.09,0.07,3.9
2229,highest_degree_allocation,10,0.1,0.07,3.65
2230,highest_degree_allocation,10,0.01,0.08,2.85
2231,highest_degree_allocation,10,0.02,0.08,3.35
2232,highest_degree_allocation,10,0.03,0.08,3.45
2233,highest_degree_allocation,10,0.04,0.08,3.3
2234,highest_degree_allocation,10,0.05,0.08,3.7
2235,highest_degree_allocation,10,0.06,0.08,2.95
2236,highest_degree_allocation,10,0.07,0.08,3.8
2237,highest_degree_allocation,10,0.08,0.08,2.85
2238,highest_degree_allocation,10,0.09,0.08,3.75
2239,highest_degree_allocation,10,0.1,0.08,3.15
2240,highest_degree_allocation,10,0.01,0.09,3.0
2241,highest_degree_allocation,10,0.02,0.09,3.2
2242,highest_degree_allocation,10,0.03,0.09,2.5
2243,highest_degree_allocation,10,0.04,0.09,3.25
2244,highest_degree_allocation,10,0.05,0.09,3.45
2245,highest_degree_allocation,10,0.06,0.09,3.25
2246,highest_degree_allocation,10,0.07,0.09,2.7
2247,highest_degree_allocation,10,0.08,0.09,3.4
2248,highest_degree_allocation,10,0.09,0.09,3.65
2249,highest_degree_allocation,10,0.1,0.09,3.35
2250,highest_degree_allocation,10,0.01,0.1,3.4
2251,highest_degree_allocation,10,0.02,0.1,3.0
2252,highest_degree_allocation,10,0.03,0.1,3.2
2253,highest_degree_allocation,10,0.04,0.1,3.15
2254,highest_degree_allocation,10,0.05,0.1,3.4
2255,highest_degree_allocation,10,0.06,0.1,3.45
2256,highest_degree_allocation,10,0.07,0.1,2.95
2257,highest_degree_allocation,10,0.08,0.1,3.1
2258,highest_degree_allocation,10,0.09,0.1,3.35
2259,highest_degree_allocation,10,0.1,0.1,2.75
2260,highest_degree_allocation,10,0.01,0.11,2.55
2261,highest_degree_allocation,10,0.02,0.11,2.2
2262,highest_degree_allocation,10,0.03,0.11,2.2
2263,highest_degree_allocation,10,0.04,0.11,2.25
2264,highest_degree_allocation,10,0.05,0.11,2.35
2265,highest_degree_allocation,10,0.06,0.11,2.35
2266,highest_degree_allocation,10,0.07,0.11,2.5
2267,highest_degree_allocation,10,0.08,0.11,2.2
2268,highest_degree_allocation,10,0.09,0.11,2.6
2269,highest_degree_allocation,10,0.1,0.11,2.25
2270,highest_degree_allocation,10,0.01,0.12,2.25
2271,highest_degree_allocation,10,0.02,0.12,2.95
2272,highest_degree_allocation,10,0.03,0.12,2.6
2273,highest_degree_allocation,10,0.04,0.12,1.9
2274,highest_degree_allocation,10,0.05,0.12,2.5
2275,highest_degree_allocation,10,0.06,0.12,3.05
2276,highest_degree_allocation,10,0.07,0.12,2.95
2277,highest_degree_allocation,10,0.08,0.12,2.4
2278,highest_degree_allocation,10,0.09,0.12,2.55
2279,highest_degree_allocation,10,0.1,0.12,2.95
2280,highest_degree_allocation,10,0.01,0.13,2.55
2281,highest_degree_allocation,10,0.02,0.13,2.8
2282,highest_degree_allocation,10,0.03,0.13,2.25
2283,highest_degree_allocation,10,0.04,0.13,2.1
2284,highest_degree_allocation,10,0.05,0.13,3.2
2285,highest_degree_allocation,10,0.06,0.13,2.3
2286,highest_degree_allocation,10,0.07,0.13,2.05
2287,highest_degree_allocation,10,0.08,0.13,2.25
2288,highest_degree_allocation,10,0.09,0.13,2.55
2289,highest_degree_allocation,10,0.1,0.13,3.05
2290,highest_degree_allocation,10,0.01,0.14,2.5
2291,highest_degree_allocation,10,0.02,0.14,2.45
2292,highest_degree_allocation,10,0.03,0.14,2.25
2293,highest_degree_allocation,10,0.04,0.14,2.6
2294,highest_degree_allocation,10,0.05,0.14,2.0
2295,highest_degree_allocation,10,0.06,0.14,2.8
2296,highest_degree_allocation,10,0.07,0.14,2.3
2297,highest_degree_allocation,10,0.08,0.14,2.3
2298,highest_degree_allocation,10,0.09,0.14,2.45
2299,highest_degree_allocation,10,0.1,0.14,1.95
2300,highest_degree_allocation,10,0.01,0.15,2.25
2301,highest_degree_allocation,10,0.02,0.15,2.45
2302,highest_degree_allocation,10,0.03,0.15,2.4
2303,highest_degree_allocation,10,0.04,0.15,2.5
2304,highest_degree_allocation,10,0.05,0.15,2.7
2305,highest_degree_allocation,10,0.06,0.15,2.8
2306,highest_degree_allocation,10,0.07,0.15,2.65
2307,highest_degree_allocation,10,0.08,0.15,2.3
2308,highest_degree_allocation,10,0.09,0.15,2.65
2309,highest_degree_allocation,10,0.1,0.15,2.3
2310,highest_degree_allocation,11,0.01,0.05,2.9
2311,highest_degree_allocation,11,0.02,0.05,4.15
2312,highest_degree_allocation,11,0.03,0.05,2.85
2313,highest_degree_allocation,11,0.04,0.05,3.15
2314,highest_degree_allocation,11,0.05,0.05,3.7
2315,highest_degree_allocation,11,0.06,0.05,3.7
2316,highest_degree_allocation,11,0.07,0.05,2.5
2317,highest_degree_allocation,11,0.08,0.05,3.25
2318,highest_degree_allocation,11,0.09,0.05,3.85
2319,highest_degree_allocation,11,0.1,0.05,5.45
2320,highest_degree_allocation,11,0.01,0.06,3.45
2321,highest_degree_allocation,11,0.02,0.06,3.3
2322,highest_degree_allocation,11,0.03,0.06,3.15
2323,highest_degree_allocation,11,0.04,0.06,2.75
2324,highest_degree_allocation,11,0.05,0.06,3.85
2325,highest_degree_allocation,11,0.06,0.06,3.45
2326,highest_degree_allocation,11,0.07,0.06,2.95
2327,highest_degree_allocation,11,0.08,0.06,2.85
2328,highest_degree_allocation,11,0.09,0.06,2.95
2329,highest_degree_allocation,11,0.1,0.06,4.95
2330,highest_degree_allocation,11,0.01,0.07,3.4
2331,highest_degree_allocation,11,0.02,0.07,2.9
2332,highest_degree_allocation,11,0.03,0.07,3.65
2333,highest_degree_allocation,11,0.04,0.07,3.05
2334,highest_degree_allocation,11,0.05,0.07,2.95
2335,highest_degree_allocation,11,0.06,0.07,3.9
2336,highest_degree_allocation,11,0.07,0.07,3.45
2337,highest_degree_allocation,11,0.08,0.07,2.35
2338,highest_degree_allocation,11,0.09,0.07,3.35
2339,highest_degree_allocation,11,0.1,0.07,4.85
2340,highest_degree_allocation,11,0.01,0.08,3.25
2341,highest_degree_allocation,11,0.02,0.08,3.15
2342,highest_degree_allocation,11,0.03,0.08,3.25
2343,highest_degree_allocation,11,0.04,0.08,3.9
2344,highest_degree_allocation,11,0.05,0.08,4.0
2345,highest_degree_allocation,11,0.06,0.08,4.0
2346,highest_degree_allocation,11,0.07,0.08,3.5
2347,highest_degree_allocation,11,0.08,0.08,4.0
2348,highest_degree_allocation,11,0.09,0.08,3.5
2349,highest_degree_allocation,11,0.1,0.08,4.95
2350,highest_degree_allocation,11,0.01,0.09,3.2
2351,highest_degree_allocation,11,0.02,0.09,2.85
2352,highest_degree_allocation,11,0.03,0.09,3.4
2353,highest_degree_allocation,11,0.04,0.09,3.3
2354,highest_degree_allocation,11,0.05,0.09,3.2
2355,highest_degree_allocation,11,0.06,0.09,3.2
2356,highest_degree_allocation,11,0.07,0.09,3.85
2357,highest_degree_allocation,11,0.08,0.09,4.2
2358,highest_degree_allocation,11,0.09,0.09,3.75
2359,highest_degree_allocation,11,0.1,0.09,5.25
2360,highest_degree_allocation,11,0.01,0.1,2.5
2361,highest_degree_allocation,11,0.02,0.1,2.45
2362,highest_degree_allocation,11,0.03,0.1,2.8
2363,highest_degree_allocation,11,0.04,0.1,2.4
2364,highest_degree_allocation,11,0.05,0.1,2.55
2365,highest_degree_allocation,11,0.06,0.1,3.15
2366,highest_degree_allocation,11,0.07,0.1,2.3
2367,highest_degree_allocation,11,0.08,0.1,2.0
2368,highest_degree_allocation,11,0.09,0.1,2.45
2369,highest_degree_allocation,11,0.1,0.1,4.25
2370,highest_degree_allocation,11,0.01,0.11,2.6
2371,highest_degree_allocation,11,0.02,0.11,1.95
2372,highest_degree_allocation,11,0.03,0.11,2.7
2373,highest_degree_allocation,11,0.04,0.11,2.6
2374,highest_degree_allocation,11,0.05,0.11,2.0
2375,highest_degree_allocation,11,0.06,0.11,3.15
2376,highest_degree_allocation,11,0.07,0.11,2.85
2377,highest_degree_allocation,11,0.08,0.11,2.5
2378,highest_degree_allocation,11,0.09,0.11,2.65
2379,highest_degree_allocation,11,0.1,0.11,3.7
2380,highest_degree_allocation,11,0.01,0.12,2.45
2381,highest_degree_allocation,11,0.02,0.12,3.0
2382,highest_degree_allocation,11,0.03,0.12,2.6
2383,highest_degree_allocation,11,0.04,0.12,2.75
2384,highest_degree_allocation,11,0.05,0.12,2.0
2385,highest_degree_allocation,11,0.06,0.12,2.6
2386,highest_degree_allocation,11,0.07,0.12,2.7
2387,highest_degree_allocation,11,0.08,0.12,2.65
2388,highest_degree_allocation,11,0.09,0.12,2.7
2389,highest_degree_allocation,11,0.1,0.12,3.35
2390,highest_degree_allocation,11,0.01,0.13,2.1
2391,highest_degree_allocation,11,0.02,0.13,2.65
2392,highest_degree_allocation,11,0.03,0.13,2.35
2393,highest_degree_allocation,11,0.04,0.13,2.1
2394,highest_degree_allocation,11,0.05,0.13,2.4
2395,highest_degree_allocation,11,0.06,0.13,2.75
2396,highest_degree_allocation,11,0.07,0.13,2.5
2397,highest_degree_allocation,11,0.08,0.13,2.7
2398,highest_degree_allocation,11,0.09,0.13,2.25
2399,highest_degree_allocation,11,0.1,0.13,4.2
2400,highest_degree_allocation,11,0.01,0.14,2.5
2401,highest_degree_allocation,11,0.02,0.14,1.65
2402,highest_degree_allocation,11,0.03,0.14,2.35
2403,highest_degree_allocation,11,0.04,0.14,2.2
2404,highest_degree_allocation,11,0.05,0.14,2.7
2405,highest_degree_allocation,11,0.06,0.14,2.1
2406,highest_degree_allocation,11,0.07,0.14,2.8
2407,highest_degree_allocation,11,0.08,0.14,3.05
2408,highest_degree_allocation,11,0.09,0.14,2.5
2409,highest_degree_allocation,11,0.1,0.14,4.2
2410,highest_degree_allocation,11,0.01,0.15,1.95
2411,highest_degree_allocation,11,0.02,0.15,1.85
2412,highest_degree_allocation,11,0.03,0.15,2.7
2413,highest_degree_allocation,11,0.04,0.15,2.1
2414,highest_degree_allocation,11,0.05,0.15,2.7
2415,highest_degree_allocation,11,0.06,0.15,2.65
2416,highest_degree_allocation,11,0.07,0.15,2.45
2417,highest_degree_allocation,11,0.08,0.15,2.95
2418,highest_degree_allocation,11,0.09,0.15,2.95
2419,highest_degree_allocation,11,0.1,0.15,4.1
2420,highest_degree_allocation,12,0.01,0.05,3.7
2421,highest_degree_allocation,12,0.02,0.05,3.65
2422,highest_degree_allocation,12,0.03,0.05,3.7
2423,highest_degree_allocation,12,0.04,0.05,2.35
2424,highest_degree_allocation,12,0.05,0.05,2.4
2425,highest_degree_allocation,12,0.06,0.05,3.1
2426,highest_degree_allocation,12,0.07,0.05,4.45
2427,highest_degree_allocation,12,0.08,0.05,3.8
2428,highest_degree_allocation,12,0.09,0.05,5.4
2429,highest_degree_allocation,12,0.1,0.05,6.15
2430,highest_degree_allocation,12,0.01,0.06,3.35
2431,highest_degree_allocation,12,0.02,0.06,2.45
2432,highest_degree_allocation,12,0.03,0.06,3.25
2433,highest_degree_allocation,12,0.04,0.06,2.8
2434,highest_degree_allocation,12,0.05,0.06,2.45
2435,highest_degree_allocation,12,0.06,0.06,3.35
2436,highest_degree_allocation,12,0.07,0.06,3.0
2437,highest_degree_allocation,12,0.08,0.06,3.45
2438,highest_degree_allocation,12,0.09,0.06,4.95
2439,highest_degree_allocation,12,0.1,0.06,5.3
2440,highest_degree_allocation,12,0.01,0.07,3.4
2441,highest_degree_allocation,12,0.02,0.07,3.3
2442,highest_degree_allocation,12,0.03,0.07,4.05
2443,highest_degree_allocation,12,0.04,0.07,3.55
2444,highest_degree_allocation,12,0.05,0.07,2.95
2445,highest_degree_allocation,12,0.06,0.07,2.75
2446,highest_degree_allocation,12,0.07,0.07,2.65
2447,highest_degree_allocation,12,0.08,0.07,3.45
2448,highest_degree_allocation,12,0.09,0.07,6.25
2449,highest_degree_allocation,12,0.1,0.07,4.15
2450,highest_degree_allocation,12,0.01,0.08,3.0
2451,highest_degree_allocation,12,0.02,0.08,3.15
2452,highest_degree_allocation,12,0.03,0.08,3.75
2453,highest_degree_allocation,12,0.04,0.08,3.0
2454,highest_degree_allocation,12,0.05,0.08,3.6
2455,highest_degree_allocation,12,0.06,0.08,2.5
2456,highest_degree_allocation,12,0.07,0.08,3.6
2457,highest_degree_allocation,12,0.08,0.08,4.45
2458,highest_degree_allocation,12,0.09,0.08,4.55
2459,highest_degree_allocation,12,0.1,0.08,5.15
2460,highest_degree_allocation,12,0.01,0.09,2.05
2461,highest_degree_allocation,12,0.02,0.09,2.4
2462,highest_degree_allocation,12,0.03,0.09,2.4
2463,highest_degree_allocation,12,0.04,0.09,1.95
2464,highest_degree_allocation,12,0.05,0.09,2.05
2465,highest_degree_allocation,12,0.06,0.09,2.7
2466,highest_degree_allocation,12,0.07,0.09,2.3
2467,highest_degree_allocation,12,0.08,0.09,2.75
2468,highest_degree_allocation,12,0.09,0.09,5.2
2469,highest_degree_allocation,12,0.1,0.09,4.1
2470,highest_degree_allocation,12,0.01,0.1,2.35
2471,highest_degree_allocation,12,0.02,0.1,2.5
2472,highest_degree_allocation,12,0.03,0.1,2.1
2473,highest_degree_allocation,12,0.04,0.1,2.4
2474,highest_degree_allocation,12,0.05,0.1,2.4
2475,highest_degree_allocation,12,0.06,0.1,2.05
2476,highest_degree_allocation,12,0.07,0.1,2.25
2477,highest_degree_allocation,12,0.08,0.1,3.0
2478,highest_degree_allocation,12,0.09,0.1,3.8
2479,highest_degree_allocation,12,0.1,0.1,4.2
2480,highest_degree_allocation,12,0.01,0.11,2.8
2481,highest_degree_allocation,12,0.02,0.11,1.8
2482,highest_degree_allocation,12,0.03,0.11,2.4
2483,highest_degree_allocation,12,0.04,0.11,2.3
2484,highest_degree_allocation,12,0.05,0.11,3.4
2485,highest_degree_allocation,12,0.06,0.11,2.55
2486,highest_degree_allocation,12,0.07,0.11,2.8
2487,highest_degree_allocation,12,0.08,0.11,2.15
2488,highest_degree_allocation,12,0.09,0.11,4.4
2489,highest_degree_allocation,12,0.1,0.11,3.65
2490,highest_degree_allocation,12,0.01,0.12,2.25
2491,highest_degree_allocation,12,0.02,0.12,2.0
2492,highest_degree_allocation,12,0.03,0.12,2.8
2493,highest_degree_allocation,12,0.04,0.12,2.3
2494,highest_degree_allocation,12,0.05,0.12,2.4
2495,highest_degree_allocation,12,0.06,0.12,2.4
2496,highest_degree_allocation,12,0.07,0.12,2.7
2497,highest_degree_allocation,12,0.08,0.12,2.35
2498,highest_degree_allocation,12,0.09,0.12,4.25
2499,highest_degree_allocation,12,0.1,0.12,4.1
2500,highest_degree_allocation,12,0.01,0.13,2.55
2501,highest_degree_allocation,12,0.02,0.13,2.1
2502,highest_degree_allocation,12,0.03,0.13,3.2
2503,highest_degree_allocation,12,0.04,0.13,2.4
2504,highest_degree_allocation,12,0.05,0.13,3.05
2505,highest_degree_allocation,12,0.06,0.13,3.15
2506,highest_degree_allocation,12,0.07,0.13,2.5
2507,highest_degree_allocation,12,0.08,0.13,2.0
2508,highest_degree_allocation,12,0.09,0.13,4.45
2509,highest_degree_allocation,12,0.1,0.13,3.85
2510,highest_degree_allocation,12,0.01,0.14,2.6
2511,highest_degree_allocation,12,0.02,0.14,2.6
2512,highest_degree_allocation,12,0.03,0.14,2.2
2513,highest_degree_allocation,12,0.04,0.14,2.4
2514,highest_degree_allocation,12,0.05,0.14,2.7
2515,highest_degree_allocation,12,0.06,0.14,2.25
2516,highest_degree_allocation,12,0.07,0.14,2.65
2517,highest_degree_allocation,12,0.08,0.14,3.15
2518,highest_degree_allocation,12,0.09,0.14,4.2
2519,highest_degree_allocation,12,0.1,0.14,4.5
2520,highest_degree_allocation,12,0.01,0.15,2.25
2521,highest_degree_allocation,12,0.02,0.15,2.65
2522,highest_degree_allocation,12,0.03,0.15,2.25
2523,highest_degree_allocation,12,0.04,0.15,1.85
2524,highest_degree_allocation,12,0.05,0.15,2.2
2525,highest_degree_allocation,12,0.06,0.15,2.85
2526,highest_degree_allocation,12,0.07,0.15,2.45
2527,highest_degree_allocation,12,0.08,0.15,2.75
2528,highest_degree_allocation,12,0.09,0.15,3.75
2529,highest_degree_allocation,12,0.1,0.15,4.45
2530,highest_degree_allocation,13,0.01,0.05,2.4
2531,highest_degree_allocation,13,0.02,0.05,3.4
2532,highest_degree_allocation,13,0.03,0.05,2.85
2533,highest_degree_allocation,13,0.04,0.05,2.6
2534,highest_degree_allocation,13,0.05,0.05,3.35
2535,highest_degree_allocation,13,0.06,0.05,3.45
2536,highest_degree_allocation,13,0.07,0.05,2.9
2537,highest_degree_allocation,13,0.08,0.05,5.8
2538,highest_degree_allocation,13,0.09,0.05,4.9
2539,highest_degree_allocation,13,0.1,0.05,4.95
2540,highest_degree_allocation,13,0.01,0.06,2.75
2541,highest_degree_allocation,13,0.02,0.06,3.0
2542,highest_degree_allocation,13,0.03,0.06,2.8
2543,highest_degree_allocation,13,0.04,0.06,2.85
2544,highest_degree_allocation,13,0.05,0.06,4.7
2545,highest_degree_allocation,13,0.06,0.06,3.05
2546,highest_degree_allocation,13,0.07,0.06,2.7
2547,highest_degree_allocation,13,0.08,0.06,5.5
2548,highest_degree_allocation,13,0.09,0.06,5.3
2549,highest_degree_allocation,13,0.1,0.06,4.75
2550,highest_degree_allocation,13,0.01,0.07,2.55
2551,highest_degree_allocation,13,0.02,0.07,3.6
2552,highest_degree_allocation,13,0.03,0.07,2.6
2553,highest_degree_allocation,13,0.04,0.07,3.1
2554,highest_degree_allocation,13,0.05,0.07,2.2
2555,highest_degree_allocation,13,0.06,0.07,2.8
2556,highest_degree_allocation,13,0.07,0.07,2.7
2557,highest_degree_allocation,13,0.08,0.07,6.2
2558,highest_degree_allocation,13,0.09,0.07,6.6
2559,highest_degree_allocation,13,0.1,0.07,5.8
2560,highest_degree_allocation,13,0.01,0.08,2.25
2561,highest_degree_allocation,13,0.02,0.08,3.2
2562,highest_degree_allocation,13,0.03,0.08,2.95
2563,highest_degree_allocation,13,0.04,0.08,2.55
2564,highest_degree_allocation,13,0.05,0.08,2.05
2565,highest_degree_allocation,13,0.06,0.08,2.1
2566,highest_degree_allocation,13,0.07,0.08,2.35
2567,highest_degree_allocation,13,0.08,0.08,4.8
2568,highest_degree_allocation,13,0.09,0.08,3.55
2569,highest_degree_allocation,13,0.1,0.08,4.55
2570,highest_degree_allocation,13,0.01,0.09,2.15
2571,highest_degree_allocation,13,0.02,0.09,2.05
2572,highest_degree_allocation,13,0.03,0.09,2.4
2573,highest_degree_allocation,13,0.04,0.09,2.55
2574,highest_degree_allocation,13,0.05,0.09,2.25
2575,highest_degree_allocation,13,0.06,0.09,1.95
2576,highest_degree_allocation,13,0.07,0.09,2.65
2577,highest_degree_allocation,13,0.08,0.09,4.05
2578,highest_degree_allocation,13,0.09,0.09,4.7
2579,highest_degree_allocation,13,0.1,0.09,4.7
2580,highest_degree_allocation,13,0.01,0.1,2.4
2581,highest_degree_allocation,13,0.02,0.1,2.2
2582,highest_degree_allocation,13,0.03,0.1,2.55
2583,highest_degree_allocation,13,0.04,0.1,2.0
2584,highest_degree_allocation,13,0.05,0.1,2.15
2585,highest_degree_allocation,13,0.06,0.1,2.75
2586,highest_degree_allocation,13,0.07,0.1,2.5
2587,highest_degree_allocation,13,0.08,0.1,4.1
2588,highest_degree_allocation,13,0.09,0.1,3.85
2589,highest_degree_allocation,13,0.1,0.1,3.7
2590,highest_degree_allocation,13,0.01,0.11,2.35
2591,highest_degree_allocation,13,0.02,0.11,2.65
2592,highest_degree_allocation,13,0.03,0.11,2.25
2593,highest_degree_allocation,13,0.04,0.11,2.9
2594,highest_degree_allocation,13,0.05,0.11,2.95
2595,highest_degree_allocation,13,0.06,0.11,2.6
2596,highest_degree_allocation,13,0.07,0.11,2.0
2597,highest_degree_allocation,13,0.08,0.11,4.15
2598,highest_degree_allocation,13,0.09,0.11,4.2
2599,highest_degree_allocation,13,0.1,0.11,3.8
2600,highest_degree_allocation,13,0.01,0.12,2.0
2601,highest_degree_allocation,13,0.02,0.12,2.15
2602,highest_degree_allocation,13,0.03,0.12,2.25
2603,highest_degree_allocation,13,0.04,0.12,2.65
2604,highest_degree_allocation,13,0.05,0.12,1.8
2605,highest_degree_allocation,13,0.06,0.12,2.2
