,heuristic_name,num_nodes,proportion_of_defender_nodes_per_round,proportion_of_nodes_on_fire_initial,mean_num_nodes_saved
5245,adjacent_to_nodes_on_fire,7,0.06,0.12,3.3
5246,adjacent_to_nodes_on_fire,7,0.07,0.12,3.45
5247,adjacent_to_nodes_on_fire,7,0.08,0.12,3.2
5248,adjacent_to_nodes_on_fire,7,0.09,0.12,2.8
5249,adjacent_to_nodes_on_fire,7,0.1,0.12,3.25
5250,adjacent_to_nodes_on_fire,7,0.01,0.13,2.9
5251,adjacent_to_nodes_on_fire,7,0.02,0.13,3.1
5252,adjacent_to_nodes_on_fire,7,0.03,0.13,4.15
5253,adjacent_to_nodes_on_fire,7,0.04,0.13,3.25
5254,adjacent_to_nodes_on_fire,7,0.05,0.13,2.65
5255,adjacent_to_nodes_on_fire,7,0.06,0.13,3.3
5256,adjacent_to_nodes_on_fire,7,0.07,0.13,3.2
5257,adjacent_to_nodes_on_fire,7,0.08,0.13,3.9
5258,adjacent_to_nodes_on_fire,7,0.09,0.13,3.4
5259,adjacent_to_nodes_on_fire,7,0.1,0.13,3.3
5260,adjacent_to_nodes_on_fire,7,0.01,0.14,2.85
5261,adjacent_to_nodes_on_fire,7,0.02,0.14,2.95
5262,adjacent_to_nodes_on_fire,7,0.03,0.14,3.4
5263,adjacent_to_nodes_on_fire,7,0.04,0.14,3.6
5264,adjacent_to_nodes_on_fire,7,0.05,0.14,2.95
5265,adjacent_to_nodes_on_fire,7,0.06,0.14,3.2
5266,adjacent_to_nodes_on_fire,7,0.07,0.14,2.8
5267,adjacent_to_nodes_on_fire,7,0.08,0.14,3.05
5268,adjacent_to_nodes_on_fire,7,0.09,0.14,3.55
5269,adjacent_to_nodes_on_fire,7,0.1,0.14,3.05
5270,adjacent_to_nodes_on_fire,7,0.01,0.15,2.3
5271,adjacent_to_nodes_on_fire,7,0.02,0.15,2.15
5272,adjacent_to_nodes_on_fire,7,0.03,0.15,2.35
5273,adjacent_to_nodes_on_fire,7,0.04,0.15,2.4
5274,adjacent_to_nodes_on_fire,7,0.05,0.15,2.3
5275,adjacent_to_nodes_on_fire,7,0.06,0.15,2.35
5276,adjacent_to_nodes_on_fire,7,0.07,0.15,2.05
5277,adjacent_to_nodes_on_fire,7,0.08,0.15,2.1
5278,adjacent_to_nodes_on_fire,7,0.09,0.15,1.85
5279,adjacent_to_nodes_on_fire,7,0.1,0.15,2.45
5280,adjacent_to_nodes_on_fire,8,0.01,0.05,3.6
5281,adjacent_to_nodes_on_fire,8,0.02,0.05,3.85
5282,adjacent_to_nodes_on_fire,8,0.03,0.05,3.4
5283,adjacent_to_nodes_on_fire,8,0.04,0.05,2.85
5284,adjacent_to_nodes_on_fire,8,0.05,0.05,3.45
5285,adjacent_to_nodes_on_fire,8,0.06,0.05,3.65
5286,adjacent_to_nodes_on_fire,8,0.07,0.05,3.95
5287,adjacent_to_nodes_on_fire,8,0.08,0.05,3.6
5288,adjacent_to_nodes_on_fire,8,0.09,0.05,3.4
5289,adjacent_to_nodes_on_fire,8,0.1,0.05,3.65
5290,adjacent_to_nodes_on_fire,8,0.01,0.06,4.2
5291,adjacent_to_nodes_on_fire,8,0.02,0.06,3.1
5292,adjacent_to_nodes_on_fire,8,0.03,0.06,3.0
5293,adjacent_to_nodes_on_fire,8,0.04,0.06,3.9
5294,adjacent_to_nodes_on_fire,8,0.05,0.06,4.15
5295,adjacent_to_nodes_on_fire,8,0.06,0.06,3.4
5296,adjacent_to_nodes_on_fire,8,0.07,0.06,2.9
5297,adjacent_to_nodes_on_fire,8,0.08,0.06,3.35
5298,adjacent_to_nodes_on_fire,8,0.09,0.06,3.7
5299,adjacent_to_nodes_on_fire,8,0.1,0.06,2.45
5300,adjacent_to_nodes_on_fire,8,0.01,0.07,3.45
5301,adjacent_to_nodes_on_fire,8,0.02,0.07,4.85
5302,adjacent_to_nodes_on_fire,8,0.03,0.07,3.45
5303,adjacent_to_nodes_on_fire,8,0.04,0.07,3.5
5304,adjacent_to_nodes_on_fire,8,0.05,0.07,3.0
5305,adjacent_to_nodes_on_fire,8,0.06,0.07,3.6
5306,adjacent_to_nodes_on_fire,8,0.07,0.07,3.25
5307,adjacent_to_nodes_on_fire,8,0.08,0.07,4.15
5308,adjacent_to_nodes_on_fire,8,0.09,0.07,2.9
5309,adjacent_to_nodes_on_fire,8,0.1,0.07,3.05
5310,adjacent_to_nodes_on_fire,8,0.01,0.08,4.15
5311,adjacent_to_nodes_on_fire,8,0.02,0.08,3.35
5312,adjacent_to_nodes_on_fire,8,0.03,0.08,3.5
5313,adjacent_to_nodes_on_fire,8,0.04,0.08,3.4
5314,adjacent_to_nodes_on_fire,8,0.05,0.08,3.6
5315,adjacent_to_nodes_on_fire,8,0.06,0.08,3.95
5316,adjacent_to_nodes_on_fire,8,0.07,0.08,4.05
5317,adjacent_to_nodes_on_fire,8,0.08,0.08,4.15
5318,adjacent_to_nodes_on_fire,8,0.09,0.08,2.9
5319,adjacent_to_nodes_on_fire,8,0.1,0.08,3.0
5320,adjacent_to_nodes_on_fire,8,0.01,0.09,3.45
5321,adjacent_to_nodes_on_fire,8,0.02,0.09,3.65
5322,adjacent_to_nodes_on_fire,8,0.03,0.09,2.7
5323,adjacent_to_nodes_on_fire,8,0.04,0.09,3.0
5324,adjacent_to_nodes_on_fire,8,0.05,0.09,3.4
5325,adjacent_to_nodes_on_fire,8,0.06,0.09,2.9
5326,adjacent_to_nodes_on_fire,8,0.07,0.09,3.25
5327,adjacent_to_nodes_on_fire,8,0.08,0.09,3.5
5328,adjacent_to_nodes_on_fire,8,0.09,0.09,3.8
5329,adjacent_to_nodes_on_fire,8,0.1,0.09,3.45
5330,adjacent_to_nodes_on_fire,8,0.01,0.1,4.0
5331,adjacent_to_nodes_on_fire,8,0.02,0.1,2.8
5332,adjacent_to_nodes_on_fire,8,0.03,0.1,3.1
5333,adjacent_to_nodes_on_fire,8,0.04,0.1,3.25
5334,adjacent_to_nodes_on_fire,8,0.05,0.1,4.0
5335,adjacent_to_nodes_on_fire,8,0.06,0.1,2.75
5336,adjacent_to_nodes_on_fire,8,0.07,0.1,3.2
5337,adjacent_to_nodes_on_fire,8,0.08,0.1,2.9
5338,adjacent_to_nodes_on_fire,8,0.09,0.1,3.0
5339,adjacent_to_nodes_on_fire,8,0.1,0.1,3.4
5340,adjacent_to_nodes_on_fire,8,0.01,0.11,3.45
5341,adjacent_to_nodes_on_fire,8,0.02,0.11,4.05
5342,adjacent_to_nodes_on_fire,8,0.03,0.11,2.95
5343,adjacent_to_nodes_on_fire,8,0.04,0.11,2.7
5344,adjacent_to_nodes_on_fire,8,0.05,0.11,3.65
5345,adjacent_to_nodes_on_fire,8,0.06,0.11,3.1
5346,adjacent_to_nodes_on_fire,8,0.07,0.11,3.15
5347,adjacent_to_nodes_on_fire,8,0.08,0.11,3.15
5348,adjacent_to_nodes_on_fire,8,0.09,0.11,3.3
5349,adjacent_to_nodes_on_fire,8,0.1,0.11,2.85
5350,adjacent_to_nodes_on_fire,8,0.01,0.12,3.35
5351,adjacent_to_nodes_on_fire,8,0.02,0.12,3.65
5352,adjacent_to_nodes_on_fire,8,0.03,0.12,2.95
5353,adjacent_to_nodes_on_fire,8,0.04,0.12,3.45
5354,adjacent_to_nodes_on_fire,8,0.05,0.12,3.75
5355,adjacent_to_nodes_on_fire,8,0.06,0.12,2.85
5356,adjacent_to_nodes_on_fire,8,0.07,0.12,2.7
5357,adjacent_to_nodes_on_fire,8,0.08,0.12,3.55
5358,adjacent_to_nodes_on_fire,8,0.09,0.12,3.35
5359,adjacent_to_nodes_on_fire,8,0.1,0.12,2.95
5360,adjacent_to_nodes_on_fire,8,0.01,0.13,2.35
5361,adjacent_to_nodes_on_fire,8,0.02,0.13,2.7
5362,adjacent_to_nodes_on_fire,8,0.03,0.13,2.2
5363,adjacent_to_nodes_on_fire,8,0.04,0.13,2.35
5364,adjacent_to_nodes_on_fire,8,0.05,0.13,3.0
5365,adjacent_to_nodes_on_fire,8,0.06,0.13,2.7
5366,adjacent_to_nodes_on_fire,8,0.07,0.13,2.35
5367,adjacent_to_nodes_on_fire,8,0.08,0.13,2.2
5368,adjacent_to_nodes_on_fire,8,0.09,0.13,2.55
5369,adjacent_to_nodes_on_fire,8,0.1,0.13,2.2
5370,adjacent_to_nodes_on_fire,8,0.01,0.14,2.35
5371,adjacent_to_nodes_on_fire,8,0.02,0.14,2.65
5372,adjacent_to_nodes_on_fire,8,0.03,0.14,2.4
5373,adjacent_to_nodes_on_fire,8,0.04,0.14,1.45
5374,adjacent_to_nodes_on_fire,8,0.05,0.14,2.1
5375,adjacent_to_nodes_on_fire,8,0.06,0.14,1.75
5376,adjacent_to_nodes_on_fire,8,0.07,0.14,2.15
5377,adjacent_to_nodes_on_fire,8,0.08,0.14,2.3
5378,adjacent_to_nodes_on_fire,8,0.09,0.14,2.15
5379,adjacent_to_nodes_on_fire,8,0.1,0.14,2.2
5380,adjacent_to_nodes_on_fire,8,0.01,0.15,2.35
5381,adjacent_to_nodes_on_fire,8,0.02,0.15,2.35
5382,adjacent_to_nodes_on_fire,8,0.03,0.15,2.75
5383,adjacent_to_nodes_on_fire,8,0.04,0.15,2.1
5384,adjacent_to_nodes_on_fire,8,0.05,0.15,2.05
5385,adjacent_to_nodes_on_fire,8,0.06,0.15,2.2
5386,adjacent_to_nodes_on_fire,8,0.07,0.15,2.0
5387,adjacent_to_nodes_on_fire,8,0.08,0.15,2.55
5388,adjacent_to_nodes_on_fire,8,0.09,0.15,1.75
5389,adjacent_to_nodes_on_fire,8,0.1,0.15,2.25
5390,adjacent_to_nodes_on_fire,9,0.01,0.05,3.6
5391,adjacent_to_nodes_on_fire,9,0.02,0.05,3.85
5392,adjacent_to_nodes_on_fire,9,0.03,0.05,2.9
5393,adjacent_to_nodes_on_fire,9,0.04,0.05,3.75
5394,adjacent_to_nodes_on_fire,9,0.05,0.05,3.15
5395,adjacent_to_nodes_on_fire,9,0.06,0.05,3.5
5396,adjacent_to_nodes_on_fire,9,0.07,0.05,3.9
5397,adjacent_to_nodes_on_fire,9,0.08,0.05,3.15
5398,adjacent_to_nodes_on_fire,9,0.09,0.05,2.7
5399,adjacent_to_nodes_on_fire,9,0.1,0.05,3.05
5400,adjacent_to_nodes_on_fire,9,0.01,0.06,3.7
5401,adjacent_to_nodes_on_fire,9,0.02,0.06,3.75
5402,adjacent_to_nodes_on_fire,9,0.03,0.06,3.6
5403,adjacent_to_nodes_on_fire,9,0.04,0.06,3.35
5404,adjacent_to_nodes_on_fire,9,0.05,0.06,4.15
5405,adjacent_to_nodes_on_fire,9,0.06,0.06,3.4
5406,adjacent_to_nodes_on_fire,9,0.07,0.06,3.55
5407,adjacent_to_nodes_on_fire,9,0.08,0.06,3.4
5408,adjacent_to_nodes_on_fire,9,0.09,0.06,3.05
5409,adjacent_to_nodes_on_fire,9,0.1,0.06,3.2
5410,adjacent_to_nodes_on_fire,9,0.01,0.07,3.55
5411,adjacent_to_nodes_on_fire,9,0.02,0.07,2.95
5412,adjacent_to_nodes_on_fire,9,0.03,0.07,3.45
5413,adjacent_to_nodes_on_fire,9,0.04,0.07,3.35
5414,adjacent_to_nodes_on_fire,9,0.05,0.07,2.9
5415,adjacent_to_nodes_on_fire,9,0.06,0.07,3.3
5416,adjacent_to_nodes_on_fire,9,0.07,0.07,3.95
5417,adjacent_to_nodes_on_fire,9,0.08,0.07,3.55
5418,adjacent_to_nodes_on_fire,9,0.09,0.07,3.65
5419,adjacent_to_nodes_on_fire,9,0.1,0.07,3.9
5420,adjacent_to_nodes_on_fire,9,0.01,0.08,4.35
5421,adjacent_to_nodes_on_fire,9,0.02,0.08,3.7
5422,adjacent_to_nodes_on_fire,9,0.03,0.08,3.4
5423,adjacent_to_nodes_on_fire,9,0.04,0.08,3.2
5424,adjacent_to_nodes_on_fire,9,0.05,0.08,3.7
5425,adjacent_to_nodes_on_fire,9,0.06,0.08,2.8
5426,adjacent_to_nodes_on_fire,9,0.07,0.08,3.55
5427,adjacent_to_nodes_on_fire,9,0.08,0.08,3.9
5428,adjacent_to_nodes_on_fire,9,0.09,0.08,4.05
5429,adjacent_to_nodes_on_fire,9,0.1,0.08,2.9
5430,adjacent_to_nodes_on_fire,9,0.01,0.09,3.55
5431,adjacent_to_nodes_on_fire,9,0.02,0.09,3.2
5432,adjacent_to_nodes_on_fire,9,0.03,0.09,3.85
5433,adjacent_to_nodes_on_fire,9,0.04,0.09,3.2
5434,adjacent_to_nodes_on_fire,9,0.05,0.09,4.0
5435,adjacent_to_nodes_on_fire,9,0.06,0.09,2.6
5436,adjacent_to_nodes_on_fire,9,0.07,0.09,4.75
5437,adjacent_to_nodes_on_fire,9,0.08,0.09,2.85
5438,adjacent_to_nodes_on_fire,9,0.09,0.09,4.3
5439,adjacent_to_nodes_on_fire,9,0.1,0.09,3.2
5440,adjacent_to_nodes_on_fire,9,0.01,0.1,2.4
5441,adjacent_to_nodes_on_fire,9,0.02,0.1,3.15
5442,adjacent_to_nodes_on_fire,9,0.03,0.1,3.7
5443,adjacent_to_nodes_on_fire,9,0.04,0.1,3.3
5444,adjacent_to_nodes_on_fire,9,0.05,0.1,4.0
5445,adjacent_to_nodes_on_fire,9,0.06,0.1,3.2
5446,adjacent_to_nodes_on_fire,9,0.07,0.1,3.35
5447,adjacent_to_nodes_on_fire,9,0.08,0.1,3.3
5448,adjacent_to_nodes_on_fire,9,0.09,0.1,3.55
5449,adjacent_to_nodes_on_fire,9,0.1,0.1,4.6
5450,adjacent_to_nodes_on_fire,9,0.01,0.11,2.95
5451,adjacent_to_nodes_on_fire,9,0.02,0.11,3.45
5452,adjacent_to_nodes_on_fire,9,0.03,0.11,2.85
5453,adjacent_to_nodes_on_fire,9,0.04,0.11,2.85
5454,adjacent_to_nodes_on_fire,9,0.05,0.11,3.65
5455,adjacent_to_nodes_on_fire,9,0.06,0.11,4.65
5456,adjacent_to_nodes_on_fire,9,0.07,0.11,2.95
5457,adjacent_to_nodes_on_fire,9,0.08,0.11,3.55
5458,adjacent_to_nodes_on_fire,9,0.09,0.11,2.8
5459,adjacent_to_nodes_on_fire,9,0.1,0.11,3.1
5460,adjacent_to_nodes_on_fire,9,0.01,0.12,2.3
5461,adjacent_to_nodes_on_fire,9,0.02,0.12,2.2
5462,adjacent_to_nodes_on_fire,9,0.03,0.12,2.25
5463,adjacent_to_nodes_on_fire,9,0.04,0.12,2.75
5464,adjacent_to_nodes_on_fire,9,0.05,0.12,2.55
5465,adjacent_to_nodes_on_fire,9,0.06,0.12,2.4
5466,adjacent_to_nodes_on_fire,9,0.07,0.12,2.4
5467,adjacent_to_nodes_on_fire,9,0.08,0.12,2.95
5468,adjacent_to_nodes_on_fire,9,0.09,0.12,2.5
5469,adjacent_to_nodes_on_fire,9,0.1,0.12,3.35
5470,adjacent_to_nodes_on_fire,9,0.01,0.13,3.1
5471,adjacent_to_nodes_on_fire,9,0.02,0.13,2.2
5472,adjacent_to_nodes_on_fire,9,0.03,0.13,2.7
5473,adjacent_to_nodes_on_fire,9,0.04,0.13,2.7
5474,adjacent_to_nodes_on_fire,9,0.05,0.13,2.85
5475,adjacent_to_nodes_on_fire,9,0.06,0.13,2.35
5476,adjacent_to_nodes_on_fire,9,0.07,0.13,1.9
5477,adjacent_to_nodes_on_fire,9,0.08,0.13,2.6
5478,adjacent_to_nodes_on_fire,9,0.09,0.13,2.45
5479,adjacent_to_nodes_on_fire,9,0.1,0.13,2.3
5480,adjacent_to_nodes_on_fire,9,0.01,0.14,2.45
5481,adjacent_to_nodes_on_fire,9,0.02,0.14,2.55
5482,adjacent_to_nodes_on_fire,9,0.03,0.14,2.75
5483,adjacent_to_nodes_on_fire,9,0.04,0.14,2.65
5484,adjacent_to_nodes_on_fire,9,0.05,0.14,2.2
5485,adjacent_to_nodes_on_fire,9,0.06,0.14,2.25
5486,adjacent_to_nodes_on_fire,9,0.07,0.14,2.1
5487,adjacent_to_nodes_on_fire,9,0.08,0.14,2.55
5488,adjacent_to_nodes_on_fire,9,0.09,0.14,2.15
5489,adjacent_to_nodes_on_fire,9,0.1,0.14,2.55
5490,adjacent_to_nodes_on_fire,9,0.01,0.15,2.0
5491,adjacent_to_nodes_on_fire,9,0.02,0.15,2.4
5492,adjacent_to_nodes_on_fire,9,0.03,0.15,2.2
5493,adjacent_to_nodes_on_fire,9,0.04,0.15,3.05
5494,adjacent_to_nodes_on_fire,9,0.05,0.15,2.45
5495,adjacent_to_nodes_on_fire,9,0.06,0.15,2.35
5496,adjacent_to_nodes_on_fire,9,0.07,0.15,2.05
5497,adjacent_to_nodes_on_fire,9,0.08,0.15,2.35
5498,adjacent_to_nodes_on_fire,9,0.09,0.15,2.2
5499,adjacent_to_nodes_on_fire,9,0.1,0.15,2.6
5500,adjacent_to_nodes_on_fire,10,0.01,0.05,2.65
5501,adjacent_to_nodes_on_fire,10,0.02,0.05,3.5
5502,adjacent_to_nodes_on_fire,10,0.03,0.05,2.6
5503,adjacent_to_nodes_on_fire,10,0.04,0.05,3.05
5504,adjacent_to_nodes_on_fire,10,0.05,0.05,2.9
5505,adjacent_to_nodes_on_fire,10,0.06,0.05,4.05
5506,adjacent_to_nodes_on_fire,10,0.07,0.05,3.3
5507,adjacent_to_nodes_on_fire,10,0.08,0.05,3.9
5508,adjacent_to_nodes_on_fire,10,0.09,0.05,3.4
5509,adjacent_to_nodes_on_fire,10,0.1,0.05,3.8
5510,adjacent_to_nodes_on_fire,10,0.01,0.06,3.8
5511,adjacent_to_nodes_on_fire,10,0.02,0.06,3.15
5512,adjacent_to_nodes_on_fire,10,0.03,0.06,3.1
5513,adjacent_to_nodes_on_fire,10,0.04,0.06,3.7
5514,adjacent_to_nodes_on_fire,10,0.05,0.06,3.25
5515,adjacent_to_nodes_on_fire,10,0.06,0.06,3.15
5516,adjacent_to_nodes_on_fire,10,0.07,0.06,3.6
5517,adjacent_to_nodes_on_fire,10,0.08,0.06,2.95
5518,adjacent_to_nodes_on_fire,10,0.09,0.06,3.35
5519,adjacent_to_nodes_on_fire,10,0.1,0.06,3.2
5520,adjacent_to_nodes_on_fire,10,0.01,0.07,3.35
5521,adjacent_to_nodes_on_fire,10,0.02,0.07,4.55
5522,adjacent_to_nodes_on_fire,10,0.03,0.07,4.3
5523,adjacent_to_nodes_on_fire,10,0.04,0.07,3.15
5524,adjacent_to_nodes_on_fire,10,0.05,0.07,4.0
5525,adjacent_to_nodes_on_fire,10,0.06,0.07,3.2
5526,adjacent_to_nodes_on_fire,10,0.07,0.07,3.15
5527,adjacent_to_nodes_on_fire,10,0.08,0.07,3.95
5528,adjacent_to_nodes_on_fire,10,0.09,0.07,3.4
5529,adjacent_to_nodes_on_fire,10,0.1,0.07,3.3
5530,adjacent_to_nodes_on_fire,10,0.01,0.08,5.0
5531,adjacent_to_nodes_on_fire,10,0.02,0.08,3.75
5532,adjacent_to_nodes_on_fire,10,0.03,0.08,3.75
5533,adjacent_to_nodes_on_fire,10,0.04,0.08,3.05
5534,adjacent_to_nodes_on_fire,10,0.05,0.08,3.0
5535,adjacent_to_nodes_on_fire,10,0.06,0.08,3.95
5536,adjacent_to_nodes_on_fire,10,0.07,0.08,3.4
5537,adjacent_to_nodes_on_fire,10,0.08,0.08,3.7
5538,adjacent_to_nodes_on_fire,10,0.09,0.08,3.35
5539,adjacent_to_nodes_on_fire,10,0.1,0.08,3.8
5540,adjacent_to_nodes_on_fire,10,0.01,0.09,3.7
5541,adjacent_to_nodes_on_fire,10,0.02,0.09,3.55
5542,adjacent_to_nodes_on_fire,10,0.03,0.09,3.85
5543,adjacent_to_nodes_on_fire,10,0.04,0.09,3.35
5544,adjacent_to_nodes_on_fire,10,0.05,0.09,3.3
5545,adjacent_to_nodes_on_fire,10,0.06,0.09,3.2
5546,adjacent_to_nodes_on_fire,10,0.07,0.09,3.75
5547,adjacent_to_nodes_on_fire,10,0.08,0.09,3.65
5548,adjacent_to_nodes_on_fire,10,0.09,0.09,3.5
5549,adjacent_to_nodes_on_fire,10,0.1,0.09,3.7
5550,adjacent_to_nodes_on_fire,10,0.01,0.1,3.35
5551,adjacent_to_nodes_on_fire,10,0.02,0.1,4.35
5552,adjacent_to_nodes_on_fire,10,0.03,0.1,3.95
5553,adjacent_to_nodes_on_fire,10,0.04,0.1,2.85
5554,adjacent_to_nodes_on_fire,10,0.05,0.1,2.65
5555,adjacent_to_nodes_on_fire,10,0.06,0.1,2.65
5556,adjacent_to_nodes_on_fire,10,0.07,0.1,2.65
5557,adjacent_to_nodes_on_fire,10,0.08,0.1,3.55
5558,adjacent_to_nodes_on_fire,10,0.09,0.1,3.0
5559,adjacent_to_nodes_on_fire,10,0.1,0.1,3.3
5560,adjacent_to_nodes_on_fire,10,0.01,0.11,2.3
5561,adjacent_to_nodes_on_fire,10,0.02,0.11,3.05
5562,adjacent_to_nodes_on_fire,10,0.03,0.11,2.65
5563,adjacent_to_nodes_on_fire,10,0.04,0.11,2.35
5564,adjacent_to_nodes_on_fire,10,0.05,0.11,2.3
5565,adjacent_to_nodes_on_fire,10,0.06,0.11,2.05
5566,adjacent_to_nodes_on_fire,10,0.07,0.11,2.55
5567,adjacent_to_nodes_on_fire,10,0.08,0.11,2.35
5568,adjacent_to_nodes_on_fire,10,0.09,0.11,2.35
5569,adjacent_to_nodes_on_fire,10,0.1,0.11,2.75
5570,adjacent_to_nodes_on_fire,10,0.01,0.12,2.25
5571,adjacent_to_nodes_on_fire,10,0.02,0.12,2.45
5572,adjacent_to_nodes_on_fire,10,0.03,0.12,2.45
5573,adjacent_to_nodes_on_fire,10,0.04,0.12,2.3
5574,adjacent_to_nodes_on_fire,10,0.05,0.12,2.05
5575,adjacent_to_nodes_on_fire,10,0.06,0.12,2.35
5576,adjacent_to_nodes_on_fire,10,0.07,0.12,2.05
5577,adjacent_to_nodes_on_fire,10,0.08,0.12,2.45
5578,adjacent_to_nodes_on_fire,10,0.09,0.12,1.95
5579,adjacent_to_nodes_on_fire,10,0.1,0.12,2.15
5580,adjacent_to_nodes_on_fire,10,0.01,0.13,2.75
5581,adjacent_to_nodes_on_fire,10,0.02,0.13,2.75
5582,adjacent_to_nodes_on_fire,10,0.03,0.13,2.9
5583,adjacent_to_nodes_on_fire,10,0.04,0.13,3.4
5584,adjacent_to_nodes_on_fire,10,0.05,0.13,2.8
5585,adjacent_to_nodes_on_fire,10,0.06,0.13,2.4
5586,adjacent_to_nodes_on_fire,10,0.07,0.13,2.15
5587,adjacent_to_nodes_on_fire,10,0.08,0.13,2.45
5588,adjacent_to_nodes_on_fire,10,0.09,0.13,2.1
5589,adjacent_to_nodes_on_fire,10,0.1,0.13,2.55
5590,adjacent_to_nodes_on_fire,10,0.01,0.14,3.15
5591,adjacent_to_nodes_on_fire,10,0.02,0.14,2.8
5592,adjacent_to_nodes_on_fire,10,0.03,0.14,2.3
5593,adjacent_to_nodes_on_fire,10,0.04,0.14,2.35
5594,adjacent_to_nodes_on_fire,10,0.05,0.14,2.6
5595,adjacent_to_nodes_on_fire,10,0.06,0.14,2.35
5596,adjacent_to_nodes_on_fire,10,0.07,0.14,2.15
5597,adjacent_to_nodes_on_fire,10,0.08,0.14,2.55
5598,adjacent_to_nodes_on_fire,10,0.09,0.14,3.15
5599,adjacent_to_nodes_on_fire,10,0.1,0.14,2.3
5600,adjacent_to_nodes_on_fire,10,0.01,0.15,3.2
5601,adjacent_to_nodes_on_fire,10,0.02,0.15,2.55
5602,adjacent_to_nodes_on_fire,10,0.03,0.15,2.4
5603,adjacent_to_nodes_on_fire,10,0.04,0.15,2.4
5604,adjacent_to_nodes_on_fire,10,0.05,0.15,2.2
5605,adjacent_to_nodes_on_fire,10,0.06,0.15,2.1
5606,adjacent_to_nodes_on_fire,10,0.07,0.15,2.9
5607,adjacent_to_nodes_on_fire,10,0.08,0.15,2.2
5608,adjacent_to_nodes_on_fire,10,0.09,0.15,2.75
5609,adjacent_to_nodes_on_fire,10,0.1,0.15,2.45
5610,adjacent_to_nodes_on_fire,11,0.01,0.05,2.65
5611,adjacent_to_nodes_on_fire,11,0.02,0.05,2.55
5612,adjacent_to_nodes_on_fire,11,0.03,0.05,3.2
5613,adjacent_to_nodes_on_fire,11,0.04,0.05,3.25
5614,adjacent_to_nodes_on_fire,11,0.05,0.05,4.15
5615,adjacent_to_nodes_on_fire,11,0.06,0.05,2.55
5616,adjacent_to_nodes_on_fire,11,0.07,0.05,2.7
5617,adjacent_to_nodes_on_fire,11,0.08,0.05,2.85
5618,adjacent_to_nodes_on_fire,11,0.09,0.05,3.05
5619,adjacent_to_nodes_on_fire,11,0.1,0.05,5.65
5620,adjacent_to_nodes_on_fire,11,0.01,0.06,2.8
5621,adjacent_to_nodes_on_fire,11,0.02,0.06,3.35
5622,adjacent_to_nodes_on_fire,11,0.03,0.06,3.4
5623,adjacent_to_nodes_on_fire,11,0.04,0.06,3.2
5624,adjacent_to_nodes_on_fire,11,0.05,0.06,3.5
5625,adjacent_to_nodes_on_fire,11,0.06,0.06,3.5
5626,adjacent_to_nodes_on_fire,11,0.07,0.06,3.4
5627,adjacent_to_nodes_on_fire,11,0.08,0.06,3.0
5628,adjacent_to_nodes_on_fire,11,0.09,0.06,3.95
5629,adjacent_to_nodes_on_fire,11,0.1,0.06,5.8
5630,adjacent_to_nodes_on_fire,11,0.01,0.07,2.9
5631,adjacent_to_nodes_on_fire,11,0.02,0.07,3.0
5632,adjacent_to_nodes_on_fire,11,0.03,0.07,3.25
5633,adjacent_to_nodes_on_fire,11,0.04,0.07,3.2
5634,adjacent_to_nodes_on_fire,11,0.05,0.07,3.25
5635,adjacent_to_nodes_on_fire,11,0.06,0.07,2.6
5636,adjacent_to_nodes_on_fire,11,0.07,0.07,3.7
5637,adjacent_to_nodes_on_fire,11,0.08,0.07,3.45
5638,adjacent_to_nodes_on_fire,11,0.09,0.07,3.6
5639,adjacent_to_nodes_on_fire,11,0.1,0.07,6.3
5640,adjacent_to_nodes_on_fire,11,0.01,0.08,4.2
5641,adjacent_to_nodes_on_fire,11,0.02,0.08,4.3
5642,adjacent_to_nodes_on_fire,11,0.03,0.08,4.25
5643,adjacent_to_nodes_on_fire,11,0.04,0.08,3.7
5644,adjacent_to_nodes_on_fire,11,0.05,0.08,3.35
5645,adjacent_to_nodes_on_fire,11,0.06,0.08,2.45
5646,adjacent_to_nodes_on_fire,11,0.07,0.08,3.05
5647,adjacent_to_nodes_on_fire,11,0.08,0.08,3.9
5648,adjacent_to_nodes_on_fire,11,0.09,0.08,4.75
5649,adjacent_to_nodes_on_fire,11,0.1,0.08,6.05
5650,adjacent_to_nodes_on_fire,11,0.01,0.09,3.15
5651,adjacent_to_nodes_on_fire,11,0.02,0.09,3.75
5652,adjacent_to_nodes_on_fire,11,0.03,0.09,2.65
5653,adjacent_to_nodes_on_fire,11,0.04,0.09,2.8
5654,adjacent_to_nodes_on_fire,11,0.05,0.09,3.9
5655,adjacent_to_nodes_on_fire,11,0.06,0.09,3.35
5656,adjacent_to_nodes_on_fire,11,0.07,0.09,3.3
5657,adjacent_to_nodes_on_fire,11,0.08,0.09,3.2
5658,adjacent_to_nodes_on_fire,11,0.09,0.09,3.75
5659,adjacent_to_nodes_on_fire,11,0.1,0.09,5.95
5660,adjacent_to_nodes_on_fire,11,0.01,0.1,2.3
5661,adjacent_to_nodes_on_fire,11,0.02,0.1,1.85
5662,adjacent_to_nodes_on_fire,11,0.03,0.1,2.55
5663,adjacent_to_nodes_on_fire,11,0.04,0.1,2.25
5664,adjacent_to_nodes_on_fire,11,0.05,0.1,2.55
5665,adjacent_to_nodes_on_fire,11,0.06,0.1,2.75
5666,adjacent_to_nodes_on_fire,11,0.07,0.1,2.05
