,heuristic_name,num_nodes,proportion_of_defender_nodes_per_round,proportion_of_nodes_on_fire_initial,mean_num_sims
1634,random_allocation,19,0.05,0.14,1.4
1635,random_allocation,19,0.06,0.14,0.95
1636,random_allocation,19,0.07,0.14,1.2
1637,random_allocation,19,0.08,0.14,0.75
1638,random_allocation,19,0.09,0.14,0.8
1639,random_allocation,19,0.1,0.14,0.95
1640,random_allocation,19,0.01,0.15,1.25
1641,random_allocation,19,0.02,0.15,1.5
1642,random_allocation,19,0.03,0.15,1.5
1643,random_allocation,19,0.04,0.15,1.25
1644,random_allocation,19,0.05,0.15,1.5
1645,random_allocation,19,0.06,0.15,0.8
1646,random_allocation,19,0.07,0.15,1.05
1647,random_allocation,19,0.08,0.15,0.85
1648,random_allocation,19,0.09,0.15,0.85
1649,random_allocation,19,0.1,0.15,1.0
1650,highest_degree_allocation,5,0.01,0.05,0.25
1651,highest_degree_allocation,5,0.02,0.05,0.15
1652,highest_degree_allocation,5,0.03,0.05,0.2
1653,highest_degree_allocation,5,0.04,0.05,0.3
1654,highest_degree_allocation,5,0.05,0.05,0.15
1655,highest_degree_allocation,5,0.06,0.05,0.4
1656,highest_degree_allocation,5,0.07,0.05,0.25
1657,highest_degree_allocation,5,0.08,0.05,0.05
1658,highest_degree_allocation,5,0.09,0.05,0.15
1659,highest_degree_allocation,5,0.1,0.05,0.2
1660,highest_degree_allocation,5,0.01,0.06,0.2
1661,highest_degree_allocation,5,0.02,0.06,0.3
1662,highest_degree_allocation,5,0.03,0.06,0.05
1663,highest_degree_allocation,5,0.04,0.06,0.05
1664,highest_degree_allocation,5,0.05,0.06,0.5
1665,highest_degree_allocation,5,0.06,0.06,0.45
1666,highest_degree_allocation,5,0.07,0.06,0.25
1667,highest_degree_allocation,5,0.08,0.06,0.05
1668,highest_degree_allocation,5,0.09,0.06,0.15
1669,highest_degree_allocation,5,0.1,0.06,0.35
1670,highest_degree_allocation,5,0.01,0.07,0.15
1671,highest_degree_allocation,5,0.02,0.07,0.1
1672,highest_degree_allocation,5,0.03,0.07,0.2
1673,highest_degree_allocation,5,0.04,0.07,0.2
1674,highest_degree_allocation,5,0.05,0.07,0.2
1675,highest_degree_allocation,5,0.06,0.07,0.2
1676,highest_degree_allocation,5,0.07,0.07,0.1
1677,highest_degree_allocation,5,0.08,0.07,0.2
1678,highest_degree_allocation,5,0.09,0.07,0.3
1679,highest_degree_allocation,5,0.1,0.07,0.1
1680,highest_degree_allocation,5,0.01,0.08,0.05
1681,highest_degree_allocation,5,0.02,0.08,0.15
1682,highest_degree_allocation,5,0.03,0.08,0.25
1683,highest_degree_allocation,5,0.04,0.08,0.15
1684,highest_degree_allocation,5,0.05,0.08,0.2
1685,highest_degree_allocation,5,0.06,0.08,0.1
1686,highest_degree_allocation,5,0.07,0.08,0.1
1687,highest_degree_allocation,5,0.08,0.08,0.45
1688,highest_degree_allocation,5,0.09,0.08,0.3
1689,highest_degree_allocation,5,0.1,0.08,0.05
1690,highest_degree_allocation,5,0.01,0.09,0.3
1691,highest_degree_allocation,5,0.02,0.09,0.15
1692,highest_degree_allocation,5,0.03,0.09,0.25
1693,highest_degree_allocation,5,0.04,0.09,0.3
1694,highest_degree_allocation,5,0.05,0.09,0.25
1695,highest_degree_allocation,5,0.06,0.09,0.35
1696,highest_degree_allocation,5,0.07,0.09,0.4
1697,highest_degree_allocation,5,0.08,0.09,0.25
1698,highest_degree_allocation,5,0.09,0.09,0.1
1699,highest_degree_allocation,5,0.1,0.09,0.2
1700,highest_degree_allocation,5,0.01,0.1,0.05
1701,highest_degree_allocation,5,0.02,0.1,0.05
1702,highest_degree_allocation,5,0.03,0.1,0.1
1703,highest_degree_allocation,5,0.04,0.1,0.1
1704,highest_degree_allocation,5,0.05,0.1,0.15
1705,highest_degree_allocation,5,0.06,0.1,0.15
1706,highest_degree_allocation,5,0.07,0.1,0.25
1707,highest_degree_allocation,5,0.08,0.1,0.2
1708,highest_degree_allocation,5,0.09,0.1,0.3
1709,highest_degree_allocation,5,0.1,0.1,0.3
1710,highest_degree_allocation,5,0.01,0.11,0.15
1711,highest_degree_allocation,5,0.02,0.11,0.1
1712,highest_degree_allocation,5,0.03,0.11,0.25
1713,highest_degree_allocation,5,0.04,0.11,0.3
1714,highest_degree_allocation,5,0.05,0.11,0.25
1715,highest_degree_allocation,5,0.06,0.11,0.1
1716,highest_degree_allocation,5,0.07,0.11,0.3
1717,highest_degree_allocation,5,0.08,0.11,0.05
1718,highest_degree_allocation,5,0.09,0.11,0.1
1719,highest_degree_allocation,5,0.1,0.11,0.1
1720,highest_degree_allocation,5,0.01,0.12,0.3
1721,highest_degree_allocation,5,0.02,0.12,0.15
1722,highest_degree_allocation,5,0.03,0.12,0.2
1723,highest_degree_allocation,5,0.04,0.12,0.15
1724,highest_degree_allocation,5,0.05,0.12,0.1
1725,highest_degree_allocation,5,0.06,0.12,0.15
1726,highest_degree_allocation,5,0.07,0.12,0.2
1727,highest_degree_allocation,5,0.08,0.12,0.1
1728,highest_degree_allocation,5,0.09,0.12,0.15
1729,highest_degree_allocation,5,0.1,0.12,0.35
1730,highest_degree_allocation,5,0.01,0.13,0.0
1731,highest_degree_allocation,5,0.02,0.13,0.0
1732,highest_degree_allocation,5,0.03,0.13,0.15
1733,highest_degree_allocation,5,0.04,0.13,0.15
1734,highest_degree_allocation,5,0.05,0.13,0.2
1735,highest_degree_allocation,5,0.06,0.13,0.4
1736,highest_degree_allocation,5,0.07,0.13,0.05
1737,highest_degree_allocation,5,0.08,0.13,0.35
1738,highest_degree_allocation,5,0.09,0.13,0.15
1739,highest_degree_allocation,5,0.1,0.13,0.3
1740,highest_degree_allocation,5,0.01,0.14,0.25
1741,highest_degree_allocation,5,0.02,0.14,0.1
1742,highest_degree_allocation,5,0.03,0.14,0.2
1743,highest_degree_allocation,5,0.04,0.14,0.05
1744,highest_degree_allocation,5,0.05,0.14,0.15
1745,highest_degree_allocation,5,0.06,0.14,0.05
1746,highest_degree_allocation,5,0.07,0.14,0.25
1747,highest_degree_allocation,5,0.08,0.14,0.15
1748,highest_degree_allocation,5,0.09,0.14,0.2
1749,highest_degree_allocation,5,0.1,0.14,0.15
1750,highest_degree_allocation,5,0.01,0.15,0.05
1751,highest_degree_allocation,5,0.02,0.15,0.3
1752,highest_degree_allocation,5,0.03,0.15,0.15
1753,highest_degree_allocation,5,0.04,0.15,0.2
1754,highest_degree_allocation,5,0.05,0.15,0.1
1755,highest_degree_allocation,5,0.06,0.15,0.2
1756,highest_degree_allocation,5,0.07,0.15,0.0
1757,highest_degree_allocation,5,0.08,0.15,0.15
1758,highest_degree_allocation,5,0.09,0.15,0.4
1759,highest_degree_allocation,5,0.1,0.15,0.5
1760,highest_degree_allocation,6,0.01,0.05,0.45
1761,highest_degree_allocation,6,0.02,0.05,0.45
1762,highest_degree_allocation,6,0.03,0.05,0.6
1763,highest_degree_allocation,6,0.04,0.05,0.4
1764,highest_degree_allocation,6,0.05,0.05,0.25
1765,highest_degree_allocation,6,0.06,0.05,0.55
1766,highest_degree_allocation,6,0.07,0.05,0.45
1767,highest_degree_allocation,6,0.08,0.05,0.45
1768,highest_degree_allocation,6,0.09,0.05,0.5
1769,highest_degree_allocation,6,0.1,0.05,0.15
1770,highest_degree_allocation,6,0.01,0.06,0.15
1771,highest_degree_allocation,6,0.02,0.06,0.45
1772,highest_degree_allocation,6,0.03,0.06,0.6
1773,highest_degree_allocation,6,0.04,0.06,0.3
1774,highest_degree_allocation,6,0.05,0.06,0.6
1775,highest_degree_allocation,6,0.06,0.06,0.35
1776,highest_degree_allocation,6,0.07,0.06,0.55
1777,highest_degree_allocation,6,0.08,0.06,0.35
1778,highest_degree_allocation,6,0.09,0.06,0.55
1779,highest_degree_allocation,6,0.1,0.06,0.3
1780,highest_degree_allocation,6,0.01,0.07,0.1
1781,highest_degree_allocation,6,0.02,0.07,0.35
1782,highest_degree_allocation,6,0.03,0.07,0.5
1783,highest_degree_allocation,6,0.04,0.07,0.25
1784,highest_degree_allocation,6,0.05,0.07,0.55
1785,highest_degree_allocation,6,0.06,0.07,0.25
1786,highest_degree_allocation,6,0.07,0.07,0.2
1787,highest_degree_allocation,6,0.08,0.07,0.55
1788,highest_degree_allocation,6,0.09,0.07,0.4
1789,highest_degree_allocation,6,0.1,0.07,0.6
1790,highest_degree_allocation,6,0.01,0.08,0.3
1791,highest_degree_allocation,6,0.02,0.08,0.3
1792,highest_degree_allocation,6,0.03,0.08,0.4
1793,highest_degree_allocation,6,0.04,0.08,0.4
1794,highest_degree_allocation,6,0.05,0.08,0.4
1795,highest_degree_allocation,6,0.06,0.08,0.45
1796,highest_degree_allocation,6,0.07,0.08,0.45
1797,highest_degree_allocation,6,0.08,0.08,0.4
1798,highest_degree_allocation,6,0.09,0.08,0.4
1799,highest_degree_allocation,6,0.1,0.08,0.15
1800,highest_degree_allocation,6,0.01,0.09,0.35
1801,highest_degree_allocation,6,0.02,0.09,0.45
1802,highest_degree_allocation,6,0.03,0.09,0.6
1803,highest_degree_allocation,6,0.04,0.09,0.45
1804,highest_degree_allocation,6,0.05,0.09,0.2
1805,highest_degree_allocation,6,0.06,0.09,0.5
1806,highest_degree_allocation,6,0.07,0.09,0.35
1807,highest_degree_allocation,6,0.08,0.09,0.15
1808,highest_degree_allocation,6,0.09,0.09,0.3
1809,highest_degree_allocation,6,0.1,0.09,0.4
1810,highest_degree_allocation,6,0.01,0.1,0.5
1811,highest_degree_allocation,6,0.02,0.1,0.35
1812,highest_degree_allocation,6,0.03,0.1,0.3
1813,highest_degree_allocation,6,0.04,0.1,0.45
1814,highest_degree_allocation,6,0.05,0.1,0.4
1815,highest_degree_allocation,6,0.06,0.1,0.2
1816,highest_degree_allocation,6,0.07,0.1,0.15
1817,highest_degree_allocation,6,0.08,0.1,0.2
1818,highest_degree_allocation,6,0.09,0.1,0.45
1819,highest_degree_allocation,6,0.1,0.1,0.6
1820,highest_degree_allocation,6,0.01,0.11,0.2
1821,highest_degree_allocation,6,0.02,0.11,0.4
1822,highest_degree_allocation,6,0.03,0.11,0.3
1823,highest_degree_allocation,6,0.04,0.11,0.2
1824,highest_degree_allocation,6,0.05,0.11,0.7
1825,highest_degree_allocation,6,0.06,0.11,0.35
1826,highest_degree_allocation,6,0.07,0.11,0.2
1827,highest_degree_allocation,6,0.08,0.11,0.25
1828,highest_degree_allocation,6,0.09,0.11,0.4
1829,highest_degree_allocation,6,0.1,0.11,0.35
1830,highest_degree_allocation,6,0.01,0.12,0.35
1831,highest_degree_allocation,6,0.02,0.12,0.25
1832,highest_degree_allocation,6,0.03,0.12,0.4
1833,highest_degree_allocation,6,0.04,0.12,0.65
1834,highest_degree_allocation,6,0.05,0.12,0.35
1835,highest_degree_allocation,6,0.06,0.12,0.45
1836,highest_degree_allocation,6,0.07,0.12,0.55
1837,highest_degree_allocation,6,0.08,0.12,0.35
1838,highest_degree_allocation,6,0.09,0.12,0.2
1839,highest_degree_allocation,6,0.1,0.12,0.5
1840,highest_degree_allocation,6,0.01,0.13,0.55
1841,highest_degree_allocation,6,0.02,0.13,0.45
1842,highest_degree_allocation,6,0.03,0.13,0.45
1843,highest_degree_allocation,6,0.04,0.13,0.5
1844,highest_degree_allocation,6,0.05,0.13,0.7
1845,highest_degree_allocation,6,0.06,0.13,0.45
1846,highest_degree_allocation,6,0.07,0.13,0.35
1847,highest_degree_allocation,6,0.08,0.13,0.5
1848,highest_degree_allocation,6,0.09,0.13,0.35
1849,highest_degree_allocation,6,0.1,0.13,0.4
1850,highest_degree_allocation,6,0.01,0.14,0.35
1851,highest_degree_allocation,6,0.02,0.14,0.2
1852,highest_degree_allocation,6,0.03,0.14,0.45
1853,highest_degree_allocation,6,0.04,0.14,0.75
1854,highest_degree_allocation,6,0.05,0.14,0.4
1855,highest_degree_allocation,6,0.06,0.14,0.55
1856,highest_degree_allocation,6,0.07,0.14,0.6
1857,highest_degree_allocation,6,0.08,0.14,0.35
1858,highest_degree_allocation,6,0.09,0.14,0.35
1859,highest_degree_allocation,6,0.1,0.14,0.25
1860,highest_degree_allocation,6,0.01,0.15,0.65
1861,highest_degree_allocation,6,0.02,0.15,0.15
1862,highest_degree_allocation,6,0.03,0.15,0.55
1863,highest_degree_allocation,6,0.04,0.15,0.2
1864,highest_degree_allocation,6,0.05,0.15,0.4
1865,highest_degree_allocation,6,0.06,0.15,0.1
1866,highest_degree_allocation,6,0.07,0.15,0.35
1867,highest_degree_allocation,6,0.08,0.15,0.45
1868,highest_degree_allocation,6,0.09,0.15,0.2
1869,highest_degree_allocation,6,0.1,0.15,0.5
1870,highest_degree_allocation,7,0.01,0.05,0.8
1871,highest_degree_allocation,7,0.02,0.05,0.65
1872,highest_degree_allocation,7,0.03,0.05,0.65
1873,highest_degree_allocation,7,0.04,0.05,0.8
1874,highest_degree_allocation,7,0.05,0.05,0.8
1875,highest_degree_allocation,7,0.06,0.05,0.45
1876,highest_degree_allocation,7,0.07,0.05,1.0
1877,highest_degree_allocation,7,0.08,0.05,0.5
1878,highest_degree_allocation,7,0.09,0.05,0.6
1879,highest_degree_allocation,7,0.1,0.05,0.5
1880,highest_degree_allocation,7,0.01,0.06,0.8
1881,highest_degree_allocation,7,0.02,0.06,0.45
1882,highest_degree_allocation,7,0.03,0.06,0.6
1883,highest_degree_allocation,7,0.04,0.06,0.9
1884,highest_degree_allocation,7,0.05,0.06,0.6
1885,highest_degree_allocation,7,0.06,0.06,0.65
1886,highest_degree_allocation,7,0.07,0.06,0.5
1887,highest_degree_allocation,7,0.08,0.06,0.55
1888,highest_degree_allocation,7,0.09,0.06,0.6
1889,highest_degree_allocation,7,0.1,0.06,0.35
1890,highest_degree_allocation,7,0.01,0.07,0.65
1891,highest_degree_allocation,7,0.02,0.07,0.65
1892,highest_degree_allocation,7,0.03,0.07,0.55
1893,highest_degree_allocation,7,0.04,0.07,0.5
1894,highest_degree_allocation,7,0.05,0.07,0.6
1895,highest_degree_allocation,7,0.06,0.07,0.85
1896,highest_degree_allocation,7,0.07,0.07,0.8
1897,highest_degree_allocation,7,0.08,0.07,0.8
1898,highest_degree_allocation,7,0.09,0.07,1.05
1899,highest_degree_allocation,7,0.1,0.07,0.55
1900,highest_degree_allocation,7,0.01,0.08,0.9
1901,highest_degree_allocation,7,0.02,0.08,0.95
1902,highest_degree_allocation,7,0.03,0.08,0.45
1903,highest_degree_allocation,7,0.04,0.08,0.4
1904,highest_degree_allocation,7,0.05,0.08,0.65
1905,highest_degree_allocation,7,0.06,0.08,0.75
1906,highest_degree_allocation,7,0.07,0.08,0.75
1907,highest_degree_allocation,7,0.08,0.08,0.65
1908,highest_degree_allocation,7,0.09,0.08,0.5
1909,highest_degree_allocation,7,0.1,0.08,0.45
1910,highest_degree_allocation,7,0.01,0.09,0.8
1911,highest_degree_allocation,7,0.02,0.09,0.8
1912,highest_degree_allocation,7,0.03,0.09,0.65
1913,highest_degree_allocation,7,0.04,0.09,1.05
1914,highest_degree_allocation,7,0.05,0.09,0.95
1915,highest_degree_allocation,7,0.06,0.09,0.85
1916,highest_degree_allocation,7,0.07,0.09,0.75
1917,highest_degree_allocation,7,0.08,0.09,0.7
1918,highest_degree_allocation,7,0.09,0.09,0.75
1919,highest_degree_allocation,7,0.1,0.09,0.8
1920,highest_degree_allocation,7,0.01,0.1,0.85
1921,highest_degree_allocation,7,0.02,0.1,0.7
1922,highest_degree_allocation,7,0.03,0.1,0.7
1923,highest_degree_allocation,7,0.04,0.1,0.05
1924,highest_degree_allocation,7,0.05,0.1,0.9
1925,highest_degree_allocation,7,0.06,0.1,0.45
1926,highest_degree_allocation,7,0.07,0.1,0.9
1927,highest_degree_allocation,7,0.08,0.1,0.95
1928,highest_degree_allocation,7,0.09,0.1,0.55
1929,highest_degree_allocation,7,0.1,0.1,0.75
1930,highest_degree_allocation,7,0.01,0.11,1.0
1931,highest_degree_allocation,7,0.02,0.11,0.7
1932,highest_degree_allocation,7,0.03,0.11,0.75
1933,highest_degree_allocation,7,0.04,0.11,0.9
1934,highest_degree_allocation,7,0.05,0.11,0.7
1935,highest_degree_allocation,7,0.06,0.11,0.45
1936,highest_degree_allocation,7,0.07,0.11,1.05
1937,highest_degree_allocation,7,0.08,0.11,0.85
1938,highest_degree_allocation,7,0.09,0.11,0.7
1939,highest_degree_allocation,7,0.1,0.11,0.9
1940,highest_degree_allocation,7,0.01,0.12,0.35
1941,highest_degree_allocation,7,0.02,0.12,0.6
1942,highest_degree_allocation,7,0.03,0.12,0.4
1943,highest_degree_allocation,7,0.04,0.12,0.3
1944,highest_degree_allocation,7,0.05,0.12,0.65
1945,highest_degree_allocation,7,0.06,0.12,1.2
1946,highest_degree_allocation,7,0.07,0.12,0.95
1947,highest_degree_allocation,7,0.08,0.12,0.65
1948,highest_degree_allocation,7,0.09,0.12,0.65
1949,highest_degree_allocation,7,0.1,0.12,0.8
1950,highest_degree_allocation,7,0.01,0.13,0.55
1951,highest_degree_allocation,7,0.02,0.13,0.65
1952,highest_degree_allocation,7,0.03,0.13,0.35
1953,highest_degree_allocation,7,0.04,0.13,0.75
1954,highest_degree_allocation,7,0.05,0.13,0.3
1955,highest_degree_allocation,7,0.06,0.13,0.7
1956,highest_degree_allocation,7,0.07,0.13,0.9
1957,highest_degree_allocation,7,0.08,0.13,0.65
1958,highest_degree_allocation,7,0.09,0.13,0.75
1959,highest_degree_allocation,7,0.1,0.13,0.6
1960,highest_degree_allocation,7,0.01,0.14,1.2
1961,highest_degree_allocation,7,0.02,0.14,0.8
1962,highest_degree_allocation,7,0.03,0.14,0.4
1963,highest_degree_allocation,7,0.04,0.14,1.0
1964,highest_degree_allocation,7,0.05,0.14,0.7
1965,highest_degree_allocation,7,0.06,0.14,1.0
1966,highest_degree_allocation,7,0.07,0.14,1.0
1967,highest_degree_allocation,7,0.08,0.14,0.6
1968,highest_degree_allocation,7,0.09,0.14,0.55
1969,highest_degree_allocation,7,0.1,0.14,0.75
1970,highest_degree_allocation,7,0.01,0.15,0.4
1971,highest_degree_allocation,7,0.02,0.15,0.35
1972,highest_degree_allocation,7,0.03,0.15,0.5
1973,highest_degree_allocation,7,0.04,0.15,0.65
1974,highest_degree_allocation,7,0.05,0.15,0.35
1975,highest_degree_allocation,7,0.06,0.15,0.6
1976,highest_degree_allocation,7,0.07,0.15,0.45
1977,highest_degree_allocation,7,0.08,0.15,0.55
1978,highest_degree_allocation,7,0.09,0.15,0.25
1979,highest_degree_allocation,7,0.1,0.15,0.4
1980,highest_degree_allocation,8,0.01,0.05,1.1
1981,highest_degree_allocation,8,0.02,0.05,1.0
1982,highest_degree_allocation,8,0.03,0.05,0.95
1983,highest_degree_allocation,8,0.04,0.05,1.25
1984,highest_degree_allocation,8,0.05,0.05,0.95
1985,highest_degree_allocation,8,0.06,0.05,1.05
1986,highest_degree_allocation,8,0.07,0.05,1.5
1987,highest_degree_allocation,8,0.08,0.05,1.05
1988,highest_degree_allocation,8,0.09,0.05,1.4
1989,highest_degree_allocation,8,0.1,0.05,0.85
1990,highest_degree_allocation,8,0.01,0.06,0.85
1991,highest_degree_allocation,8,0.02,0.06,1.1
1992,highest_degree_allocation,8,0.03,0.06,1.4
1993,highest_degree_allocation,8,0.04,0.06,0.95
1994,highest_degree_allocation,8,0.05,0.06,0.8
1995,highest_degree_allocation,8,0.06,0.06,1.0
1996,highest_degree_allocation,8,0.07,0.06,0.95
1997,highest_degree_allocation,8,0.08,0.06,1.15
1998,highest_degree_allocation,8,0.09,0.06,0.7
1999,highest_degree_allocation,8,0.1,0.06,0.75
2000,highest_degree_allocation,8,0.01,0.07,0.7
2001,highest_degree_allocation,8,0.02,0.07,0.75
2002,highest_degree_allocation,8,0.03,0.07,1.3
2003,highest_degree_allocation,8,0.04,0.07,0.95
2004,highest_degree_allocation,8,0.05,0.07,0.7
2005,highest_degree_allocation,8,0.06,0.07,1.1
2006,highest_degree_allocation,8,0.07,0.07,0.8
2007,highest_degree_allocation,8,0.08,0.07,1.15
2008,highest_degree_allocation,8,0.09,0.07,0.85
2009,highest_degree_allocation,8,0.1,0.07,1.05
2010,highest_degree_allocation,8,0.01,0.08,1.15
2011,highest_degree_allocation,8,0.02,0.08,0.9
2012,highest_degree_allocation,8,0.03,0.08,1.05
2013,highest_degree_allocation,8,0.04,0.08,1.0
2014,highest_degree_allocation,8,0.05,0.08,0.9
2015,highest_degree_allocation,8,0.06,0.08,0.8
2016,highest_degree_allocation,8,0.07,0.08,1.05
2017,highest_degree_allocation,8,0.08,0.08,0.8
2018,highest_degree_allocation,8,0.09,0.08,0.95
2019,highest_degree_allocation,8,0.1,0.08,1.0
2020,highest_degree_allocation,8,0.01,0.09,1.05
2021,highest_degree_allocation,8,0.02,0.09,0.8
2022,highest_degree_allocation,8,0.03,0.09,0.6
2023,highest_degree_allocation,8,0.04,0.09,1.0
2024,highest_degree_allocation,8,0.05,0.09,0.85
2025,highest_degree_allocation,8,0.06,0.09,1.25
2026,highest_degree_allocation,8,0.07,0.09,0.95
2027,highest_degree_allocation,8,0.08,0.09,1.1
2028,highest_degree_allocation,8,0.09,0.09,1.05
2029,highest_degree_allocation,8,0.1,0.09,1.05
2030,highest_degree_allocation,8,0.01,0.1,1.0
2031,highest_degree_allocation,8,0.02,0.1,1.1
2032,highest_degree_allocation,8,0.03,0.1,0.9
2033,highest_degree_allocation,8,0.04,0.1,0.95
2034,highest_degree_allocation,8,0.05,0.1,1.25
2035,highest_degree_allocation,8,0.06,0.1,0.7
2036,highest_degree_allocation,8,0.07,0.1,1.2
2037,highest_degree_allocation,8,0.08,0.1,0.7
2038,highest_degree_allocation,8,0.09,0.1,0.7
2039,highest_degree_allocation,8,0.1,0.1,0.75
2040,highest_degree_allocation,8,0.01,0.11,1.25
2041,highest_degree_allocation,8,0.02,0.11,0.9
2042,highest_degree_allocation,8,0.03,0.11,1.0
2043,highest_degree_allocation,8,0.04,0.11,1.05
2044,highest_degree_allocation,8,0.05,0.11,0.8
2045,highest_degree_allocation,8,0.06,0.11,0.85
2046,highest_degree_allocation,8,0.07,0.11,0.9
2047,highest_degree_allocation,8,0.08,0.11,0.85
2048,highest_degree_allocation,8,0.09,0.11,0.75
2049,highest_degree_allocation,8,0.1,0.11,1.25
2050,highest_degree_allocation,8,0.01,0.12,1.1
2051,highest_degree_allocation,8,0.02,0.12,0.8
2052,highest_degree_allocation,8,0.03,0.12,1.05
2053,highest_degree_allocation,8,0.04,0.12,0.8
2054,highest_degree_allocation,8,0.05,0.12,1.0
2055,highest_degree_allocation,8,0.06,0.12,0.9
2056,highest_degree_allocation,8,0.07,0.12,0.75
2057,highest_degree_allocation,8,0.08,0.12,1.15
2058,highest_degree_allocation,8,0.09,0.12,0.65
2059,highest_degree_allocation,8,0.1,0.12,0.9
2060,highest_degree_allocation,8,0.01,0.13,0.9
2061,highest_degree_allocation,8,0.02,0.13,0.5
2062,highest_degree_allocation,8,0.03,0.13,0.85
2063,highest_degree_allocation,8,0.04,0.13,0.6
2064,highest_degree_allocation,8,0.05,0.13,0.6
2065,highest_degree_allocation,8,0.06,0.13,0.85
2066,highest_degree_allocation,8,0.07,0.13,0.65
2067,highest_degree_allocation,8,0.08,0.13,0.45
2068,highest_degree_allocation,8,0.09,0.13,0.55
2069,highest_degree_allocation,8,0.1,0.13,0.45
2070,highest_degree_allocation,8,0.01,0.14,0.5
2071,highest_degree_allocation,8,0.02,0.14,0.8
2072,highest_degree_allocation,8,0.03,0.14,0.9
2073,highest_degree_allocation,8,0.04,0.14,0.95
2074,highest_degree_allocation,8,0.05,0.14,0.45
2075,highest_degree_allocation,8,0.06,0.14,0.75
2076,highest_degree_allocation,8,0.07,0.14,0.8
2077,highest_degree_allocation,8,0.08,0.14,0.9
2078,highest_degree_allocation,8,0.09,0.14,0.55
2079,highest_degree_allocation,8,0.1,0.14,0.45
2080,highest_degree_allocation,8,0.01,0.15,0.55
2081,highest_degree_allocation,8,0.02,0.15,0.75
2082,highest_degree_allocation,8,0.03,0.15,0.55
2083,highest_degree_allocation,8,0.04,0.15,0.5
2084,highest_degree_allocation,8,0.05,0.15,0.8
2085,highest_degree_allocation,8,0.06,0.15,0.85
2086,highest_degree_allocation,8,0.07,0.15,0.65
2087,highest_degree_allocation,8,0.08,0.15,0.95
2088,highest_degree_allocation,8,0.09,0.15,0.85
2089,highest_degree_allocation,8,0.1,0.15,0.95
2090,highest_degree_allocation,9,0.01,0.05,1.1
2091,highest_degree_allocation,9,0.02,0.05,1.0
2092,highest_degree_allocation,9,0.03,0.05,1.15
2093,highest_degree_allocation,9,0.04,0.05,1.3
2094,highest_degree_allocation,9,0.05,0.05,1.2
2095,highest_degree_allocation,9,0.06,0.05,1.6
2096,highest_degree_allocation,9,0.07,0.05,1.3
2097,highest_degree_allocation,9,0.08,0.05,1.0
2098,highest_degree_allocation,9,0.09,0.05,1.6
2099,highest_degree_allocation,9,0.1,0.05,1.0
2100,highest_degree_allocation,9,0.01,0.06,1.35
2101,highest_degree_allocation,9,0.02,0.06,1.25
2102,highest_degree_allocation,9,0.03,0.06,0.85
2103,highest_degree_allocation,9,0.04,0.06,1.1
2104,highest_degree_allocation,9,0.05,0.06,1.25
2105,highest_degree_allocation,9,0.06,0.06,0.9
2106,highest_degree_allocation,9,0.07,0.06,1.3
2107,highest_degree_allocation,9,0.08,0.06,1.2
2108,highest_degree_allocation,9,0.09,0.06,1.25
2109,highest_degree_allocation,9,0.1,0.06,0.85
2110,highest_degree_allocation,9,0.01,0.07,1.45
2111,highest_degree_allocation,9,0.02,0.07,1.3
2112,highest_degree_allocation,9,0.03,0.07,1.35
2113,highest_degree_allocation,9,0.04,0.07,1.0
2114,highest_degree_allocation,9,0.05,0.07,1.05
2115,highest_degree_allocation,9,0.06,0.07,1.45
2116,highest_degree_allocation,9,0.07,0.07,1.1
2117,highest_degree_allocation,9,0.08,0.07,0.8
2118,highest_degree_allocation,9,0.09,0.07,1.3
2119,highest_degree_allocation,9,0.1,0.07,1.15
2120,highest_degree_allocation,9,0.01,0.08,1.0
2121,highest_degree_allocation,9,0.02,0.08,1.4
2122,highest_degree_allocation,9,0.03,0.08,1.1
2123,highest_degree_allocation,9,0.04,0.08,1.2
2124,highest_degree_allocation,9,0.05,0.08,1.1
2125,highest_degree_allocation,9,0.06,0.08,1.3
2126,highest_degree_allocation,9,0.07,0.08,1.3
2127,highest_degree_allocation,9,0.08,0.08,1.2
2128,highest_degree_allocation,9,0.09,0.08,1.05
2129,highest_degree_allocation,9,0.1,0.08,1.25
2130,highest_degree_allocation,9,0.01,0.09,1.25
2131,highest_degree_allocation,9,0.02,0.09,1.3
2132,highest_degree_allocation,9,0.03,0.09,0.9
2133,highest_degree_allocation,9,0.04,0.09,1.15
2134,highest_degree_allocation,9,0.05,0.09,1.05
2135,highest_degree_allocation,9,0.06,0.09,1.3
2136,highest_degree_allocation,9,0.07,0.09,1.3
2137,highest_degree_allocation,9,0.08,0.09,1.25
2138,highest_degree_allocation,9,0.09,0.09,1.25
2139,highest_degree_allocation,9,0.1,0.09,1.25
2140,highest_degree_allocation,9,0.01,0.1,1.45
2141,highest_degree_allocation,9,0.02,0.1,1.5
2142,highest_degree_allocation,9,0.03,0.1,1.5
2143,highest_degree_allocation,9,0.04,0.1,1.1
2144,highest_degree_allocation,9,0.05,0.1,1.45
2145,highest_degree_allocation,9,0.06,0.1,1.1
2146,highest_degree_allocation,9,0.07,0.1,1.3
2147,highest_degree_allocation,9,0.08,0.1,1.55
2148,highest_degree_allocation,9,0.09,0.1,1.3
2149,highest_degree_allocation,9,0.1,0.1,1.35
2150,highest_degree_allocation,9,0.01,0.11,1.35
2151,highest_degree_allocation,9,0.02,0.11,1.2
