,heuristic_name,num_nodes,proportion_of_defender_nodes_per_round,proportion_of_nodes_on_fire_initial,mean_num_sims
3331,node_most_occured_on_shortest_paths,5,0.02,0.08,0.1
3332,node_most_occured_on_shortest_paths,5,0.03,0.08,0.25
3333,node_most_occured_on_shortest_paths,5,0.04,0.08,0.55
3334,node_most_occured_on_shortest_paths,5,0.05,0.08,0.25
3335,node_most_occured_on_shortest_paths,5,0.06,0.08,0.25
3336,node_most_occured_on_shortest_paths,5,0.07,0.08,0.3
3337,node_most_occured_on_shortest_paths,5,0.08,0.08,0.25
3338,node_most_occured_on_shortest_paths,5,0.09,0.08,0.7
3339,node_most_occured_on_shortest_paths,5,0.1,0.08,0.35
3340,node_most_occured_on_shortest_paths,5,0.01,0.09,0.35
3341,node_most_occured_on_shortest_paths,5,0.02,0.09,0.25
3342,node_most_occured_on_shortest_paths,5,0.03,0.09,0.15
3343,node_most_occured_on_shortest_paths,5,0.04,0.09,0.6
3344,node_most_occured_on_shortest_paths,5,0.05,0.09,0.65
3345,node_most_occured_on_shortest_paths,5,0.06,0.09,0.35
3346,node_most_occured_on_shortest_paths,5,0.07,0.09,0.2
3347,node_most_occured_on_shortest_paths,5,0.08,0.09,0.3
3348,node_most_occured_on_shortest_paths,5,0.09,0.09,0.3
3349,node_most_occured_on_shortest_paths,5,0.1,0.09,0.3
3350,node_most_occured_on_shortest_paths,5,0.01,0.1,0.4
3351,node_most_occured_on_shortest_paths,5,0.02,0.1,0.25
3352,node_most_occured_on_shortest_paths,5,0.03,0.1,0.2
3353,node_most_occured_on_shortest_paths,5,0.04,0.1,0.1
3354,node_most_occured_on_shortest_paths,5,0.05,0.1,0.5
3355,node_most_occured_on_shortest_paths,5,0.06,0.1,0.4
3356,node_most_occured_on_shortest_paths,5,0.07,0.1,0.3
3357,node_most_occured_on_shortest_paths,5,0.08,0.1,0.35
3358,node_most_occured_on_shortest_paths,5,0.09,0.1,0.3
3359,node_most_occured_on_shortest_paths,5,0.1,0.1,0.15
3360,node_most_occured_on_shortest_paths,5,0.01,0.11,0.1
3361,node_most_occured_on_shortest_paths,5,0.02,0.11,0.25
3362,node_most_occured_on_shortest_paths,5,0.03,0.11,0.1
3363,node_most_occured_on_shortest_paths,5,0.04,0.11,0.4
3364,node_most_occured_on_shortest_paths,5,0.05,0.11,0.2
3365,node_most_occured_on_shortest_paths,5,0.06,0.11,0.3
3366,node_most_occured_on_shortest_paths,5,0.07,0.11,0.3
3367,node_most_occured_on_shortest_paths,5,0.08,0.11,0.45
3368,node_most_occured_on_shortest_paths,5,0.09,0.11,0.35
3369,node_most_occured_on_shortest_paths,5,0.1,0.11,0.35
3370,node_most_occured_on_shortest_paths,5,0.01,0.12,0.35
3371,node_most_occured_on_shortest_paths,5,0.02,0.12,0.2
3372,node_most_occured_on_shortest_paths,5,0.03,0.12,0.25
3373,node_most_occured_on_shortest_paths,5,0.04,0.12,0.25
3374,node_most_occured_on_shortest_paths,5,0.05,0.12,0.45
3375,node_most_occured_on_shortest_paths,5,0.06,0.12,0.3
3376,node_most_occured_on_shortest_paths,5,0.07,0.12,0.15
3377,node_most_occured_on_shortest_paths,5,0.08,0.12,0.2
3378,node_most_occured_on_shortest_paths,5,0.09,0.12,0.1
3379,node_most_occured_on_shortest_paths,5,0.1,0.12,0.25
3380,node_most_occured_on_shortest_paths,5,0.01,0.13,0.15
3381,node_most_occured_on_shortest_paths,5,0.02,0.13,0.3
3382,node_most_occured_on_shortest_paths,5,0.03,0.13,0.5
3383,node_most_occured_on_shortest_paths,5,0.04,0.13,0.5
3384,node_most_occured_on_shortest_paths,5,0.05,0.13,0.3
3385,node_most_occured_on_shortest_paths,5,0.06,0.13,0.2
3386,node_most_occured_on_shortest_paths,5,0.07,0.13,0.25
3387,node_most_occured_on_shortest_paths,5,0.08,0.13,0.25
3388,node_most_occured_on_shortest_paths,5,0.09,0.13,0.55
3389,node_most_occured_on_shortest_paths,5,0.1,0.13,0.05
3390,node_most_occured_on_shortest_paths,5,0.01,0.14,0.0
3391,node_most_occured_on_shortest_paths,5,0.02,0.14,0.15
3392,node_most_occured_on_shortest_paths,5,0.03,0.14,0.25
3393,node_most_occured_on_shortest_paths,5,0.04,0.14,0.1
3394,node_most_occured_on_shortest_paths,5,0.05,0.14,0.2
3395,node_most_occured_on_shortest_paths,5,0.06,0.14,0.2
3396,node_most_occured_on_shortest_paths,5,0.07,0.14,0.25
3397,node_most_occured_on_shortest_paths,5,0.08,0.14,0.2
3398,node_most_occured_on_shortest_paths,5,0.09,0.14,0.2
3399,node_most_occured_on_shortest_paths,5,0.1,0.14,0.25
3400,node_most_occured_on_shortest_paths,5,0.01,0.15,0.2
3401,node_most_occured_on_shortest_paths,5,0.02,0.15,0.3
3402,node_most_occured_on_shortest_paths,5,0.03,0.15,0.2
3403,node_most_occured_on_shortest_paths,5,0.04,0.15,0.75
3404,node_most_occured_on_shortest_paths,5,0.05,0.15,0.35
3405,node_most_occured_on_shortest_paths,5,0.06,0.15,0.3
3406,node_most_occured_on_shortest_paths,5,0.07,0.15,0.1
3407,node_most_occured_on_shortest_paths,5,0.08,0.15,0.1
3408,node_most_occured_on_shortest_paths,5,0.09,0.15,0.2
3409,node_most_occured_on_shortest_paths,5,0.1,0.15,0.1
3410,node_most_occured_on_shortest_paths,6,0.01,0.05,0.35
3411,node_most_occured_on_shortest_paths,6,0.02,0.05,0.25
3412,node_most_occured_on_shortest_paths,6,0.03,0.05,0.0
3413,node_most_occured_on_shortest_paths,6,0.04,0.05,0.4
3414,node_most_occured_on_shortest_paths,6,0.05,0.05,0.55
3415,node_most_occured_on_shortest_paths,6,0.06,0.05,0.4
3416,node_most_occured_on_shortest_paths,6,0.07,0.05,0.45
3417,node_most_occured_on_shortest_paths,6,0.08,0.05,0.45
3418,node_most_occured_on_shortest_paths,6,0.09,0.05,0.3
3419,node_most_occured_on_shortest_paths,6,0.1,0.05,0.45
3420,node_most_occured_on_shortest_paths,6,0.01,0.06,0.15
3421,node_most_occured_on_shortest_paths,6,0.02,0.06,0.5
3422,node_most_occured_on_shortest_paths,6,0.03,0.06,0.45
3423,node_most_occured_on_shortest_paths,6,0.04,0.06,0.5
3424,node_most_occured_on_shortest_paths,6,0.05,0.06,0.65
3425,node_most_occured_on_shortest_paths,6,0.06,0.06,0.6
3426,node_most_occured_on_shortest_paths,6,0.07,0.06,0.3
3427,node_most_occured_on_shortest_paths,6,0.08,0.06,0.5
3428,node_most_occured_on_shortest_paths,6,0.09,0.06,0.6
3429,node_most_occured_on_shortest_paths,6,0.1,0.06,0.6
3430,node_most_occured_on_shortest_paths,6,0.01,0.07,0.3
3431,node_most_occured_on_shortest_paths,6,0.02,0.07,0.4
3432,node_most_occured_on_shortest_paths,6,0.03,0.07,0.5
3433,node_most_occured_on_shortest_paths,6,0.04,0.07,0.5
3434,node_most_occured_on_shortest_paths,6,0.05,0.07,0.75
3435,node_most_occured_on_shortest_paths,6,0.06,0.07,0.55
3436,node_most_occured_on_shortest_paths,6,0.07,0.07,0.3
3437,node_most_occured_on_shortest_paths,6,0.08,0.07,0.65
3438,node_most_occured_on_shortest_paths,6,0.09,0.07,0.3
3439,node_most_occured_on_shortest_paths,6,0.1,0.07,0.6
3440,node_most_occured_on_shortest_paths,6,0.01,0.08,0.1
3441,node_most_occured_on_shortest_paths,6,0.02,0.08,0.8
3442,node_most_occured_on_shortest_paths,6,0.03,0.08,0.25
3443,node_most_occured_on_shortest_paths,6,0.04,0.08,0.5
3444,node_most_occured_on_shortest_paths,6,0.05,0.08,0.55
3445,node_most_occured_on_shortest_paths,6,0.06,0.08,0.6
3446,node_most_occured_on_shortest_paths,6,0.07,0.08,0.2
3447,node_most_occured_on_shortest_paths,6,0.08,0.08,0.4
3448,node_most_occured_on_shortest_paths,6,0.09,0.08,0.3
3449,node_most_occured_on_shortest_paths,6,0.1,0.08,0.55
3450,node_most_occured_on_shortest_paths,6,0.01,0.09,0.4
3451,node_most_occured_on_shortest_paths,6,0.02,0.09,0.35
3452,node_most_occured_on_shortest_paths,6,0.03,0.09,0.25
3453,node_most_occured_on_shortest_paths,6,0.04,0.09,0.55
3454,node_most_occured_on_shortest_paths,6,0.05,0.09,0.55
3455,node_most_occured_on_shortest_paths,6,0.06,0.09,0.45
3456,node_most_occured_on_shortest_paths,6,0.07,0.09,0.45
3457,node_most_occured_on_shortest_paths,6,0.08,0.09,0.45
3458,node_most_occured_on_shortest_paths,6,0.09,0.09,0.3
3459,node_most_occured_on_shortest_paths,6,0.1,0.09,0.3
3460,node_most_occured_on_shortest_paths,6,0.01,0.1,0.2
3461,node_most_occured_on_shortest_paths,6,0.02,0.1,0.4
3462,node_most_occured_on_shortest_paths,6,0.03,0.1,0.85
3463,node_most_occured_on_shortest_paths,6,0.04,0.1,0.15
3464,node_most_occured_on_shortest_paths,6,0.05,0.1,0.35
3465,node_most_occured_on_shortest_paths,6,0.06,0.1,0.6
3466,node_most_occured_on_shortest_paths,6,0.07,0.1,0.5
3467,node_most_occured_on_shortest_paths,6,0.08,0.1,0.8
3468,node_most_occured_on_shortest_paths,6,0.09,0.1,0.7
3469,node_most_occured_on_shortest_paths,6,0.1,0.1,0.5
3470,node_most_occured_on_shortest_paths,6,0.01,0.11,0.75
3471,node_most_occured_on_shortest_paths,6,0.02,0.11,0.6
3472,node_most_occured_on_shortest_paths,6,0.03,0.11,0.4
3473,node_most_occured_on_shortest_paths,6,0.04,0.11,0.4
3474,node_most_occured_on_shortest_paths,6,0.05,0.11,0.55
3475,node_most_occured_on_shortest_paths,6,0.06,0.11,0.6
3476,node_most_occured_on_shortest_paths,6,0.07,0.11,0.55
3477,node_most_occured_on_shortest_paths,6,0.08,0.11,0.5
3478,node_most_occured_on_shortest_paths,6,0.09,0.11,0.7
3479,node_most_occured_on_shortest_paths,6,0.1,0.11,0.35
3480,node_most_occured_on_shortest_paths,6,0.01,0.12,0.5
3481,node_most_occured_on_shortest_paths,6,0.02,0.12,0.25
3482,node_most_occured_on_shortest_paths,6,0.03,0.12,0.2
3483,node_most_occured_on_shortest_paths,6,0.04,0.12,0.65
3484,node_most_occured_on_shortest_paths,6,0.05,0.12,0.35
3485,node_most_occured_on_shortest_paths,6,0.06,0.12,0.35
3486,node_most_occured_on_shortest_paths,6,0.07,0.12,0.45
3487,node_most_occured_on_shortest_paths,6,0.08,0.12,0.35
3488,node_most_occured_on_shortest_paths,6,0.09,0.12,0.1
3489,node_most_occured_on_shortest_paths,6,0.1,0.12,0.2
3490,node_most_occured_on_shortest_paths,6,0.01,0.13,0.4
3491,node_most_occured_on_shortest_paths,6,0.02,0.13,0.45
3492,node_most_occured_on_shortest_paths,6,0.03,0.13,0.5
3493,node_most_occured_on_shortest_paths,6,0.04,0.13,0.55
3494,node_most_occured_on_shortest_paths,6,0.05,0.13,0.55
3495,node_most_occured_on_shortest_paths,6,0.06,0.13,0.5
3496,node_most_occured_on_shortest_paths,6,0.07,0.13,0.45
3497,node_most_occured_on_shortest_paths,6,0.08,0.13,0.65
3498,node_most_occured_on_shortest_paths,6,0.09,0.13,0.55
3499,node_most_occured_on_shortest_paths,6,0.1,0.13,0.35
3500,node_most_occured_on_shortest_paths,6,0.01,0.14,0.6
3501,node_most_occured_on_shortest_paths,6,0.02,0.14,0.4
3502,node_most_occured_on_shortest_paths,6,0.03,0.14,0.25
3503,node_most_occured_on_shortest_paths,6,0.04,0.14,0.65
3504,node_most_occured_on_shortest_paths,6,0.05,0.14,0.25
3505,node_most_occured_on_shortest_paths,6,0.06,0.14,0.4
3506,node_most_occured_on_shortest_paths,6,0.07,0.14,0.4
3507,node_most_occured_on_shortest_paths,6,0.08,0.14,0.85
3508,node_most_occured_on_shortest_paths,6,0.09,0.14,0.45
3509,node_most_occured_on_shortest_paths,6,0.1,0.14,0.4
3510,node_most_occured_on_shortest_paths,6,0.01,0.15,0.35
3511,node_most_occured_on_shortest_paths,6,0.02,0.15,0.85
3512,node_most_occured_on_shortest_paths,6,0.03,0.15,0.5
3513,node_most_occured_on_shortest_paths,6,0.04,0.15,0.25
3514,node_most_occured_on_shortest_paths,6,0.05,0.15,0.5
3515,node_most_occured_on_shortest_paths,6,0.06,0.15,0.55
3516,node_most_occured_on_shortest_paths,6,0.07,0.15,0.4
3517,node_most_occured_on_shortest_paths,6,0.08,0.15,0.35
3518,node_most_occured_on_shortest_paths,6,0.09,0.15,0.7
3519,node_most_occured_on_shortest_paths,6,0.1,0.15,0.65
3520,node_most_occured_on_shortest_paths,7,0.01,0.05,0.8
3521,node_most_occured_on_shortest_paths,7,0.02,0.05,0.95
3522,node_most_occured_on_shortest_paths,7,0.03,0.05,0.45
3523,node_most_occured_on_shortest_paths,7,0.04,0.05,0.85
3524,node_most_occured_on_shortest_paths,7,0.05,0.05,0.8
3525,node_most_occured_on_shortest_paths,7,0.06,0.05,1.0
3526,node_most_occured_on_shortest_paths,7,0.07,0.05,1.05
3527,node_most_occured_on_shortest_paths,7,0.08,0.05,0.75
3528,node_most_occured_on_shortest_paths,7,0.09,0.05,0.85
3529,node_most_occured_on_shortest_paths,7,0.1,0.05,0.95
3530,node_most_occured_on_shortest_paths,7,0.01,0.06,0.85
3531,node_most_occured_on_shortest_paths,7,0.02,0.06,0.75
3532,node_most_occured_on_shortest_paths,7,0.03,0.06,0.65
3533,node_most_occured_on_shortest_paths,7,0.04,0.06,0.75
3534,node_most_occured_on_shortest_paths,7,0.05,0.06,0.7
3535,node_most_occured_on_shortest_paths,7,0.06,0.06,0.85
3536,node_most_occured_on_shortest_paths,7,0.07,0.06,1.15
3537,node_most_occured_on_shortest_paths,7,0.08,0.06,1.0
3538,node_most_occured_on_shortest_paths,7,0.09,0.06,0.45
3539,node_most_occured_on_shortest_paths,7,0.1,0.06,0.7
3540,node_most_occured_on_shortest_paths,7,0.01,0.07,0.7
3541,node_most_occured_on_shortest_paths,7,0.02,0.07,0.65
3542,node_most_occured_on_shortest_paths,7,0.03,0.07,0.95
3543,node_most_occured_on_shortest_paths,7,0.04,0.07,0.95
3544,node_most_occured_on_shortest_paths,7,0.05,0.07,0.75
3545,node_most_occured_on_shortest_paths,7,0.06,0.07,0.7
3546,node_most_occured_on_shortest_paths,7,0.07,0.07,0.8
3547,node_most_occured_on_shortest_paths,7,0.08,0.07,0.4
3548,node_most_occured_on_shortest_paths,7,0.09,0.07,0.55
3549,node_most_occured_on_shortest_paths,7,0.1,0.07,0.75
3550,node_most_occured_on_shortest_paths,7,0.01,0.08,0.9
3551,node_most_occured_on_shortest_paths,7,0.02,0.08,0.85
3552,node_most_occured_on_shortest_paths,7,0.03,0.08,0.7
3553,node_most_occured_on_shortest_paths,7,0.04,0.08,0.6
3554,node_most_occured_on_shortest_paths,7,0.05,0.08,0.8
3555,node_most_occured_on_shortest_paths,7,0.06,0.08,0.7
3556,node_most_occured_on_shortest_paths,7,0.07,0.08,0.4
3557,node_most_occured_on_shortest_paths,7,0.08,0.08,0.3
3558,node_most_occured_on_shortest_paths,7,0.09,0.08,0.95
3559,node_most_occured_on_shortest_paths,7,0.1,0.08,0.65
3560,node_most_occured_on_shortest_paths,7,0.01,0.09,0.6
3561,node_most_occured_on_shortest_paths,7,0.02,0.09,0.65
3562,node_most_occured_on_shortest_paths,7,0.03,0.09,0.65
3563,node_most_occured_on_shortest_paths,7,0.04,0.09,0.5
3564,node_most_occured_on_shortest_paths,7,0.05,0.09,0.65
3565,node_most_occured_on_shortest_paths,7,0.06,0.09,0.9
3566,node_most_occured_on_shortest_paths,7,0.07,0.09,0.35
3567,node_most_occured_on_shortest_paths,7,0.08,0.09,0.9
3568,node_most_occured_on_shortest_paths,7,0.09,0.09,0.6
3569,node_most_occured_on_shortest_paths,7,0.1,0.09,0.85
3570,node_most_occured_on_shortest_paths,7,0.01,0.1,0.7
3571,node_most_occured_on_shortest_paths,7,0.02,0.1,0.8
3572,node_most_occured_on_shortest_paths,7,0.03,0.1,0.6
3573,node_most_occured_on_shortest_paths,7,0.04,0.1,0.95
3574,node_most_occured_on_shortest_paths,7,0.05,0.1,0.9
3575,node_most_occured_on_shortest_paths,7,0.06,0.1,0.85
3576,node_most_occured_on_shortest_paths,7,0.07,0.1,0.55
3577,node_most_occured_on_shortest_paths,7,0.08,0.1,0.55
3578,node_most_occured_on_shortest_paths,7,0.09,0.1,0.5
3579,node_most_occured_on_shortest_paths,7,0.1,0.1,0.75
3580,node_most_occured_on_shortest_paths,7,0.01,0.11,0.7
3581,node_most_occured_on_shortest_paths,7,0.02,0.11,0.95
3582,node_most_occured_on_shortest_paths,7,0.03,0.11,0.75
3583,node_most_occured_on_shortest_paths,7,0.04,0.11,1.05
3584,node_most_occured_on_shortest_paths,7,0.05,0.11,0.7
3585,node_most_occured_on_shortest_paths,7,0.06,0.11,1.1
3586,node_most_occured_on_shortest_paths,7,0.07,0.11,0.75
3587,node_most_occured_on_shortest_paths,7,0.08,0.11,0.85
3588,node_most_occured_on_shortest_paths,7,0.09,0.11,0.7
3589,node_most_occured_on_shortest_paths,7,0.1,0.11,0.8
3590,node_most_occured_on_shortest_paths,7,0.01,0.12,0.8
3591,node_most_occured_on_shortest_paths,7,0.02,0.12,0.75
3592,node_most_occured_on_shortest_paths,7,0.03,0.12,0.8
3593,node_most_occured_on_shortest_paths,7,0.04,0.12,1.05
3594,node_most_occured_on_shortest_paths,7,0.05,0.12,0.5
3595,node_most_occured_on_shortest_paths,7,0.06,0.12,1.15
3596,node_most_occured_on_shortest_paths,7,0.07,0.12,0.4
3597,node_most_occured_on_shortest_paths,7,0.08,0.12,0.9
3598,node_most_occured_on_shortest_paths,7,0.09,0.12,0.75
3599,node_most_occured_on_shortest_paths,7,0.1,0.12,0.8
3600,node_most_occured_on_shortest_paths,7,0.01,0.13,0.25
3601,node_most_occured_on_shortest_paths,7,0.02,0.13,0.65
3602,node_most_occured_on_shortest_paths,7,0.03,0.13,1.35
3603,node_most_occured_on_shortest_paths,7,0.04,0.13,0.5
3604,node_most_occured_on_shortest_paths,7,0.05,0.13,0.75
3605,node_most_occured_on_shortest_paths,7,0.06,0.13,1.1
3606,node_most_occured_on_shortest_paths,7,0.07,0.13,0.9
3607,node_most_occured_on_shortest_paths,7,0.08,0.13,0.55
3608,node_most_occured_on_shortest_paths,7,0.09,0.13,0.95
3609,node_most_occured_on_shortest_paths,7,0.1,0.13,0.85
3610,node_most_occured_on_shortest_paths,7,0.01,0.14,0.75
3611,node_most_occured_on_shortest_paths,7,0.02,0.14,0.8
3612,node_most_occured_on_shortest_paths,7,0.03,0.14,0.65
3613,node_most_occured_on_shortest_paths,7,0.04,0.14,1.0
3614,node_most_occured_on_shortest_paths,7,0.05,0.14,0.8
3615,node_most_occured_on_shortest_paths,7,0.06,0.14,0.9
3616,node_most_occured_on_shortest_paths,7,0.07,0.14,0.7
3617,node_most_occured_on_shortest_paths,7,0.08,0.14,1.1
3618,node_most_occured_on_shortest_paths,7,0.09,0.14,0.9
3619,node_most_occured_on_shortest_paths,7,0.1,0.14,0.85
3620,node_most_occured_on_shortest_paths,7,0.01,0.15,0.45
3621,node_most_occured_on_shortest_paths,7,0.02,0.15,0.4
3622,node_most_occured_on_shortest_paths,7,0.03,0.15,0.55
3623,node_most_occured_on_shortest_paths,7,0.04,0.15,0.6
3624,node_most_occured_on_shortest_paths,7,0.05,0.15,0.45
3625,node_most_occured_on_shortest_paths,7,0.06,0.15,0.7
3626,node_most_occured_on_shortest_paths,7,0.07,0.15,0.65
3627,node_most_occured_on_shortest_paths,7,0.08,0.15,0.4
3628,node_most_occured_on_shortest_paths,7,0.09,0.15,0.4
3629,node_most_occured_on_shortest_paths,7,0.1,0.15,0.35
3630,node_most_occured_on_shortest_paths,8,0.01,0.05,1.55
3631,node_most_occured_on_shortest_paths,8,0.02,0.05,0.85
3632,node_most_occured_on_shortest_paths,8,0.03,0.05,0.7
3633,node_most_occured_on_shortest_paths,8,0.04,0.05,0.9
3634,node_most_occured_on_shortest_paths,8,0.05,0.05,1.25
3635,node_most_occured_on_shortest_paths,8,0.06,0.05,1.1
3636,node_most_occured_on_shortest_paths,8,0.07,0.05,0.7
3637,node_most_occured_on_shortest_paths,8,0.08,0.05,1.45
3638,node_most_occured_on_shortest_paths,8,0.09,0.05,0.9
3639,node_most_occured_on_shortest_paths,8,0.1,0.05,1.3
3640,node_most_occured_on_shortest_paths,8,0.01,0.06,1.0
3641,node_most_occured_on_shortest_paths,8,0.02,0.06,0.55
3642,node_most_occured_on_shortest_paths,8,0.03,0.06,1.25
3643,node_most_occured_on_shortest_paths,8,0.04,0.06,0.75
3644,node_most_occured_on_shortest_paths,8,0.05,0.06,0.4
3645,node_most_occured_on_shortest_paths,8,0.06,0.06,0.7
3646,node_most_occured_on_shortest_paths,8,0.07,0.06,1.35
3647,node_most_occured_on_shortest_paths,8,0.08,0.06,0.8
3648,node_most_occured_on_shortest_paths,8,0.09,0.06,0.85
3649,node_most_occured_on_shortest_paths,8,0.1,0.06,1.05
3650,node_most_occured_on_shortest_paths,8,0.01,0.07,0.75
3651,node_most_occured_on_shortest_paths,8,0.02,0.07,1.2
3652,node_most_occured_on_shortest_paths,8,0.03,0.07,1.35
3653,node_most_occured_on_shortest_paths,8,0.04,0.07,0.65
3654,node_most_occured_on_shortest_paths,8,0.05,0.07,1.3
3655,node_most_occured_on_shortest_paths,8,0.06,0.07,1.15
3656,node_most_occured_on_shortest_paths,8,0.07,0.07,1.5
3657,node_most_occured_on_shortest_paths,8,0.08,0.07,1.05
3658,node_most_occured_on_shortest_paths,8,0.09,0.07,0.85
3659,node_most_occured_on_shortest_paths,8,0.1,0.07,1.0
3660,node_most_occured_on_shortest_paths,8,0.01,0.08,1.4
3661,node_most_occured_on_shortest_paths,8,0.02,0.08,0.85
3662,node_most_occured_on_shortest_paths,8,0.03,0.08,1.2
3663,node_most_occured_on_shortest_paths,8,0.04,0.08,0.95
3664,node_most_occured_on_shortest_paths,8,0.05,0.08,1.3
3665,node_most_occured_on_shortest_paths,8,0.06,0.08,0.45
3666,node_most_occured_on_shortest_paths,8,0.07,0.08,0.8
3667,node_most_occured_on_shortest_paths,8,0.08,0.08,1.0
3668,node_most_occured_on_shortest_paths,8,0.09,0.08,0.85
3669,node_most_occured_on_shortest_paths,8,0.1,0.08,0.8
3670,node_most_occured_on_shortest_paths,8,0.01,0.09,0.85
3671,node_most_occured_on_shortest_paths,8,0.02,0.09,1.0
3672,node_most_occured_on_shortest_paths,8,0.03,0.09,1.05
3673,node_most_occured_on_shortest_paths,8,0.04,0.09,1.2
3674,node_most_occured_on_shortest_paths,8,0.05,0.09,1.35
3675,node_most_occured_on_shortest_paths,8,0.06,0.09,1.45
3676,node_most_occured_on_shortest_paths,8,0.07,0.09,1.15
3677,node_most_occured_on_shortest_paths,8,0.08,0.09,0.95
3678,node_most_occured_on_shortest_paths,8,0.09,0.09,1.45
3679,node_most_occured_on_shortest_paths,8,0.1,0.09,0.6
3680,node_most_occured_on_shortest_paths,8,0.01,0.1,0.95
3681,node_most_occured_on_shortest_paths,8,0.02,0.1,1.35
3682,node_most_occured_on_shortest_paths,8,0.03,0.1,0.9
3683,node_most_occured_on_shortest_paths,8,0.04,0.1,0.9
3684,node_most_occured_on_shortest_paths,8,0.05,0.1,0.55
3685,node_most_occured_on_shortest_paths,8,0.06,0.1,1.0
3686,node_most_occured_on_shortest_paths,8,0.07,0.1,0.95
3687,node_most_occured_on_shortest_paths,8,0.08,0.1,0.8
3688,node_most_occured_on_shortest_paths,8,0.09,0.1,1.0
3689,node_most_occured_on_shortest_paths,8,0.1,0.1,1.15
3690,node_most_occured_on_shortest_paths,8,0.01,0.11,1.15
3691,node_most_occured_on_shortest_paths,8,0.02,0.11,0.8
3692,node_most_occured_on_shortest_paths,8,0.03,0.11,0.9
3693,node_most_occured_on_shortest_paths,8,0.04,0.11,1.05
3694,node_most_occured_on_shortest_paths,8,0.05,0.11,1.4
3695,node_most_occured_on_shortest_paths,8,0.06,0.11,1.15
3696,node_most_occured_on_shortest_paths,8,0.07,0.11,0.8
3697,node_most_occured_on_shortest_paths,8,0.08,0.11,0.85
3698,node_most_occured_on_shortest_paths,8,0.09,0.11,1.0
3699,node_most_occured_on_shortest_paths,8,0.1,0.11,1.1
3700,node_most_occured_on_shortest_paths,8,0.01,0.12,1.2
3701,node_most_occured_on_shortest_paths,8,0.02,0.12,0.95
3702,node_most_occured_on_shortest_paths,8,0.03,0.12,1.2
3703,node_most_occured_on_shortest_paths,8,0.04,0.12,1.2
3704,node_most_occured_on_shortest_paths,8,0.05,0.12,1.05
3705,node_most_occured_on_shortest_paths,8,0.06,0.12,1.05
3706,node_most_occured_on_shortest_paths,8,0.07,0.12,0.75
3707,node_most_occured_on_shortest_paths,8,0.08,0.12,0.75
3708,node_most_occured_on_shortest_paths,8,0.09,0.12,0.95
3709,node_most_occured_on_shortest_paths,8,0.1,0.12,0.95
3710,node_most_occured_on_shortest_paths,8,0.01,0.13,0.55
3711,node_most_occured_on_shortest_paths,8,0.02,0.13,0.5
3712,node_most_occured_on_shortest_paths,8,0.03,0.13,0.35
3713,node_most_occured_on_shortest_paths,8,0.04,0.13,0.55
3714,node_most_occured_on_shortest_paths,8,0.05,0.13,0.95
3715,node_most_occured_on_shortest_paths,8,0.06,0.13,0.65
3716,node_most_occured_on_shortest_paths,8,0.07,0.13,0.75
3717,node_most_occured_on_shortest_paths,8,0.08,0.13,0.8
3718,node_most_occured_on_shortest_paths,8,0.09,0.13,1.0
3719,node_most_occured_on_shortest_paths,8,0.1,0.13,0.6
3720,node_most_occured_on_shortest_paths,8,0.01,0.14,0.6
3721,node_most_occured_on_shortest_paths,8,0.02,0.14,1.15
3722,node_most_occured_on_shortest_paths,8,0.03,0.14,0.4
3723,node_most_occured_on_shortest_paths,8,0.04,0.14,0.3
3724,node_most_occured_on_shortest_paths,8,0.05,0.14,0.6
3725,node_most_occured_on_shortest_paths,8,0.06,0.14,0.75
3726,node_most_occured_on_shortest_paths,8,0.07,0.14,0.4
3727,node_most_occured_on_shortest_paths,8,0.08,0.14,1.0
3728,node_most_occured_on_shortest_paths,8,0.09,0.14,0.55
3729,node_most_occured_on_shortest_paths,8,0.1,0.14,0.95
3730,node_most_occured_on_shortest_paths,8,0.01,0.15,0.6
3731,node_most_occured_on_shortest_paths,8,0.02,0.15,0.7
3732,node_most_occured_on_shortest_paths,8,0.03,0.15,0.9
3733,node_most_occured_on_shortest_paths,8,0.04,0.15,0.25
3734,node_most_occured_on_shortest_paths,8,0.05,0.15,0.7
3735,node_most_occured_on_shortest_paths,8,0.06,0.15,0.65
3736,node_most_occured_on_shortest_paths,8,0.07,0.15,0.6
3737,node_most_occured_on_shortest_paths,8,0.08,0.15,0.6
3738,node_most_occured_on_shortest_paths,8,0.09,0.15,0.75
3739,node_most_occured_on_shortest_paths,8,0.1,0.15,0.65
3740,node_most_occured_on_shortest_paths,9,0.01,0.05,1.1
3741,node_most_occured_on_shortest_paths,9,0.02,0.05,1.55
3742,node_most_occured_on_shortest_paths,9,0.03,0.05,1.05
3743,node_most_occured_on_shortest_paths,9,0.04,0.05,1.25
3744,node_most_occured_on_shortest_paths,9,0.05,0.05,1.0
3745,node_most_occured_on_shortest_paths,9,0.06,0.05,1.35
3746,node_most_occured_on_shortest_paths,9,0.07,0.05,1.15
3747,node_most_occured_on_shortest_paths,9,0.08,0.05,1.25
3748,node_most_occured_on_shortest_paths,9,0.09,0.05,1.55
3749,node_most_occured_on_shortest_paths,9,0.1,0.05,1.1
3750,node_most_occured_on_shortest_paths,9,0.01,0.06,1.25
3751,node_most_occured_on_shortest_paths,9,0.02,0.06,1.4
3752,node_most_occured_on_shortest_paths,9,0.03,0.06,1.45
