graph_name,num_nodes,num_edges,graph_density,mean_degree,median_degree,degree_std,iqr_degree,degree_amd,node_connectivity,average_clustering,adjacency_matrix_rank,incidence_matrix_rank,laplacian_matrix_rank,bethe_hessian_matrix_rank,modularity_matrix_rank,wiener_index,is_AT_free,has_bridge,is_chordal,clique_number,transitivity,edge_connectivity,node_connectivity,is_distance_regular,local_efficiency,global_efficiency,is_eulerian,is_semi_eulerian
randomRegular_1000_3_28.adjlist,1000,1500,0.003003003003003003,3.0,3.0,0,0.0,0.0,3,0.001,1,1,1,1,999,4028900.0,False,False,False,3,0.001,3,3,False,0.001,0.1354811863424603,False,False
fastGnp_20_0.1_0.adjlist,16,14,0.11666666666666667,1.75,2.0,0.5625,1.0,0.65625,0,0.0,1,1,1,1,13,inf,False,True,True,2,0.0,0,0,False,0.0,0.2522619047619049,False,False
powerLawTree_100_3_27.adjlist,100,99,0.02,1.98,1.0,6.499599999999999,1.0,1.0387999999999997,1,0.0,1,1,1,1,63,81926.0,True,True,True,2,0.0,1,1,False,0.0,0.1531500951347578,False,False
fastGnp_100_0.1_19.adjlist,100,508,0.10262626262626262,10.16,10.0,6.3144,3.0,2.0456,4,0.1091430236430236,1,1,1,1,99,10948.0,False,False,False,4,0.10867377742000403,4,4,False,0.17175700780700784,0.49895622895623054,False,False
randomRegular_1000_3_20.adjlist,1000,1500,0.003003003003003003,3.0,3.0,0,0.0,0.0,3,0.001,1,1,1,1,999,4024745.0,False,False,False,3,0.001,3,3,False,0.001,0.13562654269337315,False,False
fastGnp_100_0.01_7.adjlist,66,53,0.02470862470862471,1.606060606060606,1.0,0.6932966023875115,1.0,0.6795224977043158,0,0.0,1,1,1,1,55,inf,False,True,True,2,0.0,0,0,False,0.0,0.07117670876260557,False,False
randomRegular_20_3_12.adjlist,20,30,0.15789473684210525,3.0,3.0,0,0.0,0.0,3,0.15,1,1,1,1,19,526.0,False,False,False,3,0.15,3,3,False,0.15,0.45236842105263175,False,False
powerLawTree_1000_3_18.adjlist,1000,999,0.002,1.998,1.0,14.077995999999999,1.0,1.1277399999999997,1,0.0,1,1,1,1,597,68238321.0,True,True,True,2,0.0,1,1,False,0.0,0.04383172646988888,False,False
fastGnp_1000_0.1_22.adjlist,1000,49659,0.09941741741741741,99.318,99.0,95.762876,14.0,7.868452,73,0.09973394688999712,1,1,1,1,999,949365.0,False,False,False,6,0.09974757897918059,73,73,False,0.4925116480597103,0.5497007007007005,False,False
randomRegular_20_3_16.adjlist,20,30,0.15789473684210525,3.0,3.0,0,0.0,0.0,3,0.05,1,1,1,1,19,497.0,False,False,False,3,0.05,3,3,False,0.05,0.46859649122807084,False,False
randomRegular_1000_3_24.adjlist,1000,1500,0.003003003003003003,3.0,3.0,0,0.0,0.0,3,0.0019999999999999996,1,1,1,1,999,4026336.0,False,False,False,3,0.002,3,3,False,0.0019999999999999996,0.13561129334479496,False,False
fastGnp_100_0.01_3.adjlist,58,42,0.025408348457350273,1.4482758620689655,1.0,0.4197384066587396,1.0,0.5564803804994056,0,0.0,1,1,1,1,47,inf,False,True,True,2,0.0,0,0,False,0.0,0.041943940310546476,False,False
powerLawTree_20_4_9.adjlist,20,19,0.1,1.9,2.0,1.89,1.0,0.8099999999999999,1,0.0,1,1,1,1,13,958.0,True,True,True,2,0.0,1,1,False,0.0,0.33103972051340447,False,False
fastGnp_1000_0.1_26.adjlist,1000,50140,0.10038038038038039,100.28,100.0,88.8176,13.0,7.5662400000000005,68,0.10016011831693201,1,1,1,1,999,948876.0,False,False,False,6,0.10015873180219134,68,68,False,0.49386420934805797,0.5501848515181845,False,False
fastGnp_20_0.1_4.adjlist,18,24,0.1568627450980392,2.6666666666666665,3.0,0.6666666666666666,1.0,0.6666666666666667,1,0.046296296296296294,1,1,1,1,16,426.0,False,True,False,3,0.06521739130434782,1,1,False,0.046296296296296294,0.45305010893246167,False,False
powerLawTree_100_3_23.adjlist,100,99,0.02,1.98,2.0,2.6795999999999998,1.0,0.9211999999999998,1,0.0,1,1,1,1,67,92843.0,True,True,True,2,0.0,1,1,False,0.0,0.13743875773503375,False,False
fastGnp_20_0.2_25.adjlist,20,34,0.17894736842105263,3.4,3.0,1.1400000000000001,1.25,0.9400000000000001,2,0.12,1,1,1,1,19,440.0,False,False,False,3,0.0967741935483871,2,2,False,0.12,0.5122807017543868,False,False
randomRegular_1000_4_1.adjlist,1000,2000,0.004004004004004004,4.0,4.0,0,0.0,0.0,4,0.002,1,1,1,1,999,2816704.0,False,False,False,3,0.002,4,4,False,0.002,0.190118255557719,True,False
fastGnp_20_0.2_8.adjlist,20,35,0.18421052631578946,3.5,4.0,2.55,2.0,1.25,1,0.2420238095238095,1,1,1,1,19,460.0,False,True,False,3,0.18584070796460178,1,1,False,0.2586904761904762,0.5055263157894743,False,False
randomRegular_1000_4_5.adjlist,1000,2000,0.004004004004004004,4.0,4.0,0,0.0,0.0,4,0.002999999999999999,1,1,1,1,999,2812759.0,False,False,False,3,0.003,4,4,False,0.002999999999999999,0.1903539475989508,True,False
fastGnp_20_0.2_21.adjlist,19,30,0.17543859649122806,3.1578947368421053,3.0,2.3434903047091415,2.0,1.2354570637119113,1,0.21428571428571427,1,1,1,1,17,444.0,False,True,False,3,0.2413793103448276,1,1,False,0.24168755221386803,0.4838206627680311,False,False
fastGnp_1000_0.01_12.adjlist,1000,5042,0.010094094094094093,10.084,10.0,10.954944,4.0,2.649272,1,0.010514310749450077,1,1,1,1,999,1620941.0,False,True,False,3,0.01053062657228105,1,1,False,0.011105133722916246,0.32612425759072505,False,False
fastGnp_20_0.2_29.adjlist,20,44,0.23157894736842105,4.4,4.5,2.2399999999999998,2.25,1.3000000000000003,2,0.16023809523809526,1,1,1,1,19,400.0,False,False,False,3,0.19186046511627908,2,2,False,0.21980158730158728,0.5627192982456152,False,False
randomRegular_100_3_16.adjlist,100,150,0.030303030303030304,3.0,3.0,0,0.0,0.0,3,0.03,1,1,1,1,99,23497.0,False,False,False,3,0.03,3,3,False,0.03,0.2518576238576242,False,False
fastGnp_20_0.2_4.adjlist,20,41,0.21578947368421053,4.1,4.0,2.19,2.0,1.1299999999999997,1,0.21119047619047615,1,1,1,1,19,395.0,False,True,False,3,0.1610738255033557,1,1,False,0.23154761904761903,0.5600877192982464,False,False
fastGnp_20_0.2_0.adjlist,20,40,0.21052631578947367,4.0,4.5,4.4,4.0,1.9,1,0.17333333333333334,1,1,1,1,18,442.0,False,True,False,4,0.27439024390243905,1,1,False,0.2454365079365079,0.5271052631578959,False,False
randomRegular_100_3_12.adjlist,100,150,0.030303030303030304,3.0,3.0,0,0.0,0.0,3,0.019999999999999997,1,1,1,1,99,24236.0,False,False,False,3,0.02,3,3,False,0.019999999999999997,0.24709563892897277,False,False
randomRegular_1000_4_9.adjlist,1000,2000,0.004004004004004004,4.0,4.0,0,0.0,0.0,4,0.0009999999999999998,1,1,1,1,999,2814265.0,False,False,False,3,0.001,4,4,False,0.0009999999999999998,0.19028452976844115,True,False
fastGnp_1000_0.01_16.adjlist,999,5000,0.01003007015031063,10.01001001001001,10.0,10.278178077977877,4.0,2.5916827738649557,2,0.009608193620921522,1,1,1,1,998,1622357.0,False,False,False,3,0.009684361549497847,2,2,False,0.010016965065124681,0.3252083747071835,False,False
randomRegular_20_5_14.adjlist,20,50,0.2631578947368421,5.0,5.0,0,0.0,0.0,5,0.24,1,1,1,1,19,369.0,False,False,False,3,0.24,5,5,False,0.30958333333333343,0.5973684210526324,False,False
fastGnp_100_0.01_10.adjlist,62,46,0.024325753569539928,1.4838709677419355,1.0,0.5723204994797086,1.0,0.655567117585848,0,0.0,1,1,1,1,51,inf,True,True,True,2,0.0,0,0,False,0.0,0.04258769610435399,False,False
randomRegular_1000_5_26.adjlist,1000,2500,0.005005005005005005,5.0,5.0,0,0.0,0.0,5,0.0030000000000000014,1,1,1,1,999,2347377.0,False,False,False,3,0.003,5,5,False,0.0030000000000000014,0.22652847609660173,False,False
fastGnp_20_0.1_22.adjlist,16,17,0.14166666666666666,2.125,2.0,0.859375,2.0,0.78125,1,0.10416666666666666,1,1,1,1,13,396.0,False,True,False,3,0.11538461538461539,1,1,False,0.10416666666666666,0.4080753968253973,False,False
randomRegular_100_3_2.adjlist,100,150,0.030303030303030304,3.0,3.0,0,0.0,0.0,3,0.019999999999999997,1,1,1,1,99,23547.0,False,False,False,3,0.02,3,3,False,0.019999999999999997,0.2523367003366991,False,False
randomRegular_1000_5_1.adjlist,1000,2500,0.005005005005005005,5.0,5.0,0,0.0,0.0,5,0.0042000000000000015,1,1,1,1,999,2345829.0,False,False,False,3,0.0042,5,5,False,0.0042000000000000015,0.22664096954243795,False,False
randomRegular_100_4_20.adjlist,100,200,0.04040404040404041,4.0,4.0,0,0.0,0.0,4,0.005,1,1,1,1,99,17509.0,False,False,False,3,0.005,4,4,False,0.005,0.3241750841750857,True,False
fastGnp_20_0.1_26.adjlist,16,22,0.18333333333333332,2.75,2.0,2.5625,3.25,1.46875,1,0.14375,1,1,1,1,15,315.0,False,True,False,3,0.3050847457627119,1,1,False,0.18697916666666667,0.4822222222222218,False,False
randomRegular_100_3_6.adjlist,100,150,0.030303030303030304,3.0,3.0,0,0.0,0.0,3,0.019999999999999997,1,1,1,1,99,23349.0,False,False,False,3,0.02,3,3,False,0.019999999999999997,0.25334872534872294,False,False
fastGnp_100_0.01_14.adjlist,60,42,0.023728813559322035,1.4,1.0,0.7066666666666666,1.0,0.5733333333333335,0,0.0,1,1,1,1,49,inf,False,True,True,2,0.0,0,0,False,0.0,0.04100753295668549,False,False
randomRegular_1000_5_22.adjlist,1000,2500,0.005005005005005005,5.0,5.0,0,0.0,0.0,5,0.003600000000000002,1,1,1,1,999,2348045.0,False,False,False,3,0.0036,5,5,False,0.003600000000000002,0.22647299680778063,False,False
randomRegular_20_5_10.adjlist,20,50,0.2631578947368421,5.0,5.0,0,0.0,0.0,5,0.10500000000000001,1,1,1,1,18,356.0,False,False,False,3,0.105,5,5,False,0.11500000000000002,0.6087719298245619,False,False
randomRegular_100_4_24.adjlist,100,200,0.04040404040404041,4.0,4.0,0,0.0,0.0,4,0.014999999999999998,1,1,1,1,99,17576.0,False,False,False,3,0.015,4,4,False,0.01888888888888889,0.3231818181818187,True,False
randomRegular_1000_5_5.adjlist,1000,2500,0.005005005005005005,5.0,5.0,0,0.0,0.0,5,0.0021000000000000007,1,1,1,1,999,2348116.0,False,False,False,3,0.0021,5,5,False,0.0021000000000000007,0.2264523714204931,False,False
randomRegular_20_5_18.adjlist,20,50,0.2631578947368421,5.0,5.0,0,0.0,0.0,5,0.15000000000000005,1,1,1,1,19,361.0,False,False,False,3,0.15,5,5,False,0.17500000000000002,0.6043859649122814,False,False
fastGnp_1000_0.1_3.adjlist,1000,50131,0.10036236236236236,100.262,100.0,87.135356,12.0,7.475956,71,0.10027958126567235,1,1,1,1,999,948886.0,False,False,False,6,0.10030039817350579,71,71,False,0.4940185553188487,0.5501755088421754,False,False
fastGnp_20_0.01_15.adjlist,4,2,0.3333333333333333,1.0,1.0,0,0.0,0.0,0,0.0,1,1,1,1,3,inf,True,True,True,2,0.0,0,0,False,0.0,0.3333333333333333,False,False
fastGnp_1000_0.1_7.adjlist,1000,49872,0.09984384384384384,99.744,100.0,82.608464,13.0,7.216048,65,0.0997197724342126,1,1,1,1,999,949141.0,False,False,False,6,0.09969139314097343,65,65,False,0.4928096464762618,0.5499175842509173,False,False
randomRegular_1000_5_9.adjlist,1000,2500,0.005005005005005005,5.0,5.0,0,0.0,0.0,5,0.0042000000000000015,1,1,1,1,999,2351821.0,False,False,False,3,0.0042,5,5,False,0.004300000000000001,0.22614136040943614,False,False
randomRegular_100_4_28.adjlist,100,200,0.04040404040404041,4.0,4.0,0,0.0,0.0,4,0.029999999999999992,1,1,1,1,99,17536.0,False,False,False,3,0.03,4,4,False,0.029999999999999992,0.3237306397306434,True,False
fastGnp_100_0.01_18.adjlist,72,60,0.023474178403755867,1.6666666666666667,1.5,0.6666666666666666,1.0,0.6666666666666665,0,0.0,1,1,1,1,61,inf,False,True,True,2,0.0,0,0,False,0.0,0.06961196515187114,False,False
powerLawTree_20_4_11.adjlist,20,19,0.1,1.9,2.0,1.0899999999999999,1.0,0.8099999999999999,1,0.0,1,1,1,1,15,923.0,True,True,True,2,0.0,1,1,False,0.0,0.3269727348674714,False,False
fastGnp_1000_0.2_6.adjlist,1000,50853,0.1018078078078078,101.706,64.0,4159.825564,130.25,58.45181200000002,39,0.1688587429928618,1,1,1,1,597,948150.0,False,False,False,7,0.11780842272342547,39,39,False,0.5709039484580735,0.550902902902903,False,False
fastGnp_1000_0.2_24.adjlist,1000,67042,0.13421821821821822,134.084,94.0,3342.546944,113.0,56.180768,59,0.17157132253719434,1,1,1,1,847,931958.0,False,False,False,7,0.1465063783034318,59,59,False,0.5813042408483294,0.567109109109109,False,False
randomRegular_20_4_29.adjlist,20,40,0.21052631578947367,4.0,4.0,0,0.0,0.0,4,0.175,1,1,1,1,19,409.0,False,False,False,3,0.175,4,4,False,0.1833333333333333,0.5451754385964923,True,False
randomRegular_100_5_19.adjlist,100,250,0.050505050505050504,5.0,5.0,0,0.0,0.0,5,0.04200000000000003,1,1,1,1,99,15105.0,False,False,False,3,0.042,5,5,False,0.043000000000000024,0.36982491582493804,False,False
fastGnp_1000_0.2_2.adjlist,1000,47909,0.09591391391391392,95.818,59.0,4224.096876,131.0,57.77755599999999,37,0.1702105488594502,1,1,1,1,557,951099.0,False,False,False,7,0.11304518741986846,37,37,False,0.5694068445528615,0.5479542876209542,False,False
powerLawTree_20_4_15.adjlist,20,19,0.1,1.9,1.0,2.3899999999999997,1.0,1.08,1,0.0,1,1,1,1,11,735.0,True,True,True,2,0.0,1,1,False,0.0,0.36753132832080176,False,False
fastGnp_1000_0.2_20.adjlist,1000,78562,0.15728128128128127,157.124,181.0,2161.288624,90.0,44.883584,80,0.17569704160476418,1,1,1,1,999,920438.0,False,False,False,7,0.16505233230666314,80,80,False,0.5860941485957472,0.5786406406406407,False,False
randomRegular_20_3_2.adjlist,20,30,0.15789473684210525,3.0,3.0,0,0.0,0.0,3,0.09999999999999999,1,1,1,1,19,521.0,False,False,False,3,0.1,3,3,False,0.09999999999999999,0.4562280701754388,False,False
randomRegular_1000_4_17.adjlist,1000,2000,0.004004004004004004,4.0,4.0,0,0.0,0.0,4,0.0024999999999999996,1,1,1,1,999,2818164.0,False,False,False,3,0.0025,4,4,False,0.0024999999999999996,0.19004186090910408,True,False
randomRegular_20_4_25.adjlist,20,40,0.21052631578947367,4.0,4.0,0,0.0,0.0,4,0.14999999999999997,1,1,1,1,19,423.0,False,False,False,3,0.15,4,4,False,0.16666666666666663,0.5368421052631588,True,False
fastGnp_1000_0.2_28.adjlist,1000,66106,0.13234434434434433,132.212,93.0,3355.149056,114.0,56.310767999999996,62,0.17035511022966968,1,1,1,1,835,932894.0,False,False,False,7,0.14461707148015138,62,62,False,0.5801728485361066,0.5661721721721722,False,False
fastGnp_100_0.2_13.adjlist,100,1025,0.20707070707070707,20.5,21.0,14.51,5.0,3.13,11,0.2081047929398585,1,1,1,1,99,8935.0,False,False,False,5,0.20798532322695892,11,11,False,0.5291032801514676,0.6015151515151499,False,False
randomRegular_100_5_11.adjlist,100,250,0.050505050505050504,5.0,5.0,0,0.0,0.0,5,0.02700000000000001,1,1,1,1,99,15097.0,False,False,False,3,0.027,5,5,False,0.02700000000000001,0.3699427609427829,False,False
randomRegular_20_4_21.adjlist,20,40,0.21052631578947367,4.0,4.0,0,0.0,0.0,4,0.075,1,1,1,1,19,402.0,False,False,False,3,0.075,4,4,False,0.075,0.550877192982457,True,False
randomRegular_20_3_6.adjlist,20,30,0.15789473684210525,3.0,3.0,0,0.0,0.0,2,0.14999999999999997,1,1,1,1,19,537.0,False,False,False,3,0.15,2,2,False,0.16666666666666669,0.4514912280701753,False,False
randomRegular_1000_4_13.adjlist,1000,2000,0.004004004004004004,4.0,4.0,0,0.0,0.0,4,0.0015,1,1,1,1,999,2815820.0,False,False,False,3,0.0015,4,4,False,0.001666666666666667,0.1901696029368508,True,False
randomRegular_100_5_15.adjlist,100,250,0.050505050505050504,5.0,5.0,0,0.0,0.0,5,0.03600000000000002,1,1,1,1,99,15041.0,False,False,False,3,0.036,5,5,False,0.03700000000000001,0.37088888888891075,False,False
powerLawTree_20_4_19.adjlist,20,19,0.1,1.9,1.5,2.3899999999999997,1.0,0.9,1,0.0,1,1,1,1,13,883.0,True,True,True,2,0.0,1,1,False,0.0,0.34403015113541424,False,False
fastGnp_100_0.2_17.adjlist,100,934,0.18868686868686868,18.68,19.0,15.717600000000001,5.25,3.1527999999999996,6,0.19081635097722643,1,1,1,1,99,9092.0,False,False,False,6,0.19024221053240073,6,6,False,0.48360036719940214,0.5901010101010075,False,False
powerLawTree_100_3_26.adjlist,100,99,0.02,1.98,2.0,1.6995999999999998,1.25,0.8819999999999996,1,0.0,1,1,1,1,79,96006.0,True,True,True,2,0.0,1,1,False,0.0,0.12300557247604256,False,False
fastGnp_20_0.1_1.adjlist,19,15,0.08771929824561403,1.5789473684210527,1.0,0.45429362880886426,1.0,0.6094182825484764,0,0.0,1,1,1,1,17,inf,False,True,True,2,0.0,0,0,False,0.0,0.17667780562517416,False,False
randomRegular_20_3_13.adjlist,20,30,0.15789473684210525,3.0,3.0,0,0.0,0.0,3,0.09999999999999999,1,1,1,1,19,524.0,False,False,False,3,0.1,3,3,False,0.09999999999999999,0.4563157894736845,False,False
randomRegular_1000_3_21.adjlist,1000,1500,0.003003003003003003,3.0,3.0,0,0.0,0.0,3,0.003,1,1,1,1,999,4033846.0,False,False,False,3,0.003,3,3,False,0.003,0.13535979688218464,False,False
fastGnp_100_0.01_6.adjlist,51,35,0.027450980392156862,1.3725490196078431,1.0,0.5082660515186467,0.5,0.5551710880430604,0,0.0,1,1,1,1,39,inf,True,True,True,2,0.0,0,0,False,0.0,0.04730905695611579,False,False
fastGnp_100_0.1_18.adjlist,100,454,0.09171717171717171,9.08,9.0,9.993599999999999,4.0,2.5896,3,0.0962800663388898,1,1,1,1,99,11417.0,False,False,False,3,0.09500959692898273,3,3,False,0.13825875867440987,0.4798821548821532,False,False
fastGnp_1000_0.1_23.adjlist,1000,49796,0.09969169169169169,99.592,100.0,87.285536,13.0,7.424976,73,0.09957123570375674,1,1,1,1,999,949223.0,False,False,False,6,0.09954796260142576,73,73,False,0.49236090405175287,0.5498395061728395,False,False
powerLawTree_1000_3_19.adjlist,1000,999,0.002,1.998,1.0,7.079996,1.0,1.0997959999999998,1,0.0,1,1,1,1,613,70365131.0,True,True,True,2,0.0,1,1,False,0.0,0.03596521737248245,False,False
powerLawTree_20_4_8.adjlist,20,19,0.1,1.9,1.0,2.7899999999999996,1.0,0.9899999999999999,1,0.0,1,1,1,1,11,802.0,True,True,True,2,0.0,1,1,False,0.0,0.3619966583124475,False,False
randomRegular_1000_3_25.adjlist,1000,1500,0.003003003003003003,3.0,3.0,0,0.0,0.0,3,0.0019999999999999996,1,1,1,1,999,4041566.0,False,False,False,3,0.002,3,3,False,0.0019999999999999996,0.13514848698198823,False,False
fastGnp_100_0.01_2.adjlist,63,48,0.02457757296466974,1.5238095238095237,1.0,0.5986394557823129,1.0,0.6318972033257746,0,0.0,1,1,1,1,55,inf,False,True,True,2,0.0,0,0,False,0.0,0.05903189232682319,False,False
randomRegular_20_3_17.adjlist,20,30,0.15789473684210525,3.0,3.0,0,0.0,0.0,3,0.09999999999999999,1,1,1,1,19,513.0,False,False,False,3,0.1,3,3,False,0.09999999999999999,0.4611403508771933,False,False
fastGnp_1000_0.1_27.adjlist,1000,49504,0.0991071071071071,99.008,98.5,91.335936,13.0,7.710559999999999,65,0.09893643855580556,1,1,1,1,999,949528.0,False,False,False,6,0.09895525350304321,65,65,False,0.49102863743097996,0.5495428762095427,False,False
powerLawTree_100_3_22.adjlist,100,99,0.02,1.98,1.0,3.2996,1.0,1.0583999999999998,1,0.0,1,1,1,1,67,79292.0,True,True,True,2,0.0,1,1,False,0.0,0.14411770491683298,False,False
fastGnp_20_0.1_5.adjlist,20,34,0.17894736842105263,3.4,3.0,2.04,1.25,1.1400000000000001,1,0.19666666666666666,1,1,1,1,19,455.0,False,True,False,3,0.20588235294117646,1,1,False,0.20694444444444443,0.5036842105263167,False,False
powerLawTree_1000_3_15.adjlist,1000,999,0.002,1.998,1.0,6.793996,1.0,1.081832,1,0.0,1,1,1,1,617,72388938.0,True,True,True,2,0.0,1,1,False,0.0,0.03623501953931753,False,False
powerLawTree_20_3_27.adjlist,20,19,0.1,1.9,1.0,5.6899999999999995,1.0,1.17,1,0.0,1,1,1,1,9,653.0,True,True,True,2,0.0,1,1,False,0.0,0.4099937343358394,False,False
fastGnp_100_0.1_14.adjlist,100,500,0.10101010101010101,10.0,10.0,11.02,4.0,2.62,3,0.11104185107977672,1,1,1,1,99,11078.0,False,False,False,4,0.10750346466046327,3,3,False,0.17548221401488115,0.4942592592592568,False,False
powerLawTree_20_4_0.adjlist,20,19,0.1,1.9,2.0,1.19,1.0,0.8099999999999999,1,0.0,1,1,1,1,15,939.0,True,True,True,2,0.0,1,1,False,0.0,0.32543365990734396,False,False
powerLawTree_1000_3_3.adjlist,1000,999,0.002,1.998,1.0,5.813996,1.0,1.0778399999999997,1,0.0,1,1,1,1,617,72650371.0,True,True,True,2,0.0,1,1,False,0.0,0.035910135083669956,False,False
powerLawTree_1000_3_7.adjlist,1000,999,0.002,1.998,1.0,11.425996,1.0,1.1277399999999997,1,0.0,1,1,1,1,603,67827032.0,True,True,True,2,0.0,1,1,False,0.0,0.038857545456657254,False,False
fastGnp_20_0.1_9.adjlist,18,19,0.12418300653594772,2.111111111111111,2.0,1.3209876543209877,2.0,0.925925925925926,1,0.0,1,1,1,1,13,526.0,False,True,False,2,0.0,1,1,False,0.0,0.3928571428571429,False,False
powerLawTree_1000_3_11.adjlist,1000,999,0.002,1.998,1.0,4.187996,1.0,1.0478999999999998,1,0.0,1,1,1,1,635,75219861.0,True,True,True,2,0.0,1,1,False,0.0,0.03223532861311192,False,False
powerLawTree_20_3_23.adjlist,20,19,0.1,1.9,1.0,3.9899999999999998,1.0,1.17,1,0.0,1,1,1,1,11,678.0,True,True,True,2,0.0,1,1,False,0.0,0.3890162907268168,False,False
randomRegular_1000_3_29.adjlist,1000,1500,0.003003003003003003,3.0,3.0,0,0.0,0.0,3,0.0,1,1,1,1,999,4020918.0,False,False,False,2,0.0,3,3,False,0.0,0.13575748195765353,False,False
powerLawTree_20_4_4.adjlist,20,19,0.1,1.9,1.5,1.89,1.0,0.9,1,0.0,1,1,1,1,13,880.0,True,True,True,2,0.0,1,1,False,0.0,0.3386686413002202,False,False
fastGnp_100_0.1_10.adjlist,100,515,0.10404040404040404,10.3,10.5,9.17,4.0,2.4799999999999995,4,0.09567723289782108,1,1,1,1,99,10933.0,False,False,False,4,0.09946646341463415,4,4,False,0.15580265860423423,0.4999663299663231,False,False
fastGnp_1000_0.01_13.adjlist,1000,5045,0.0101001001001001,10.09,10.0,9.8259,4.0,2.5318599999999996,3,0.01058382224071079,1,1,1,1,999,1620304.0,False,False,False,3,0.010753958874970456,3,3,False,0.011125077738738736,0.32610597263903845,False,False
fastGnp_20_0.2_5.adjlist,20,41,0.21578947368421053,4.1,4.0,2.39,2.0,1.1299999999999997,1,0.1319047619047619,1,1,1,1,19,413.0,False,True,False,3,0.1390728476821192,1,1,False,0.16059523809523807,0.550789473684211,False,False
randomRegular_100_3_17.adjlist,100,150,0.030303030303030304,3.0,3.0,0,0.0,0.0,3,0.0,1,1,1,1,99,23411.0,False,False,False,2,0.0,3,3,False,0.0,0.25297113997114007,False,False
fastGnp_20_0.2_28.adjlist,20,37,0.19473684210526315,3.7,4.0,2.71,2.25,1.33,1,0.2985714285714286,1,1,1,1,18,430.0,False,True,False,3,0.23622047244094488,1,1,False,0.3408730158730159,0.5258771929824572,False,False
randomRegular_1000_4_8.adjlist,1000,2000,0.004004004004004004,4.0,4.0,0,0.0,0.0,4,0.002,1,1,1,1,999,2814017.0,False,False,False,3,0.002,4,4,False,0.002,0.19028565788067478,True,False
randomRegular_100_3_13.adjlist,100,150,0.030303030303030304,3.0,3.0,0,0.0,0.0,3,0.019999999999999997,1,1,1,1,99,23797.0,False,False,False,3,0.02,3,3,False,0.019999999999999997,0.2505371172037837,False,False
fastGnp_20_0.2_1.adjlist,19,33,0.19298245614035087,3.473684210526316,3.0,1.8282548476454294,1.5,1.1301939058171746,1,0.18771929824561404,1,1,1,1,18,438.0,False,True,False,3,0.18181818181818182,1,1,False,0.2111111111111111,0.4954191033138404,False,False
fastGnp_1000_0.01_17.adjlist,999,4974,0.009977913785529017,9.957957957957959,10.0,9.910144378612847,4.0,2.5015706397087776,2,0.009795050194161783,1,1,1,1,998,1625246.0,False,False,False,3,0.00975619609348173,2,2,False,0.010048613638524051,0.32458029171436253,False,False
fastGnp_20_0.2_9.adjlist,20,33,0.1736842105263158,3.3,3.5,1.61,1.0,0.9999999999999998,1,0.1733333333333333,1,1,1,1,17,483.0,False,True,False,3,0.16304347826086957,1,1,False,0.1902777777777778,0.4874561403508777,False,False
randomRegular_1000_4_0.adjlist,1000,2000,0.004004004004004004,4.0,4.0,0,0.0,0.0,4,0.0029999999999999996,1,1,1,1,999,2813740.0,False,False,False,3,0.003,4,4,False,0.0029999999999999996,0.19029781050949365,True,False
fastGnp_20_0.2_24.adjlist,20,36,0.18947368421052632,3.6,3.5,2.64,2.25,1.3999999999999997,1,0.11000000000000001,1,1,1,1,19,439.0,False,True,False,3,0.125,1,1,False,0.12666666666666668,0.5194736842105275,False,False
fastGnp_20_0.2_20.adjlist,20,39,0.20526315789473684,3.9,4.0,2.19,1.25,1.04,1,0.15619047619047616,1,1,1,1,19,417.0,False,True,False,3,0.17777777777777778,1,1,False,0.19476190476190477,0.5403508771929832,False,False
randomRegular_1000_4_4.adjlist,1000,2000,0.004004004004004004,4.0,4.0,0,0.0,0.0,4,0.0015,1,1,1,1,999,2820667.0,False,False,False,3,0.0015,4,4,False,0.0015,0.18991962677021418,True,False
randomRegular_20_5_19.adjlist,20,50,0.2631578947368421,5.0,5.0,0,0.0,0.0,5,0.18,1,1,1,1,18,360.0,False,False,False,4,0.18,5,5,False,0.2066666666666667,0.6052631578947374,False,False
fastGnp_20_0.01_10.adjlist,4,3,0.5,1.5,1.0,0.75,0.5,0.75,1,0.0,1,1,1,1,1,9.0,True,True,True,2,0.0,1,1,False,0.0,0.75,False,False
fastGnp_1000_0.1_2.adjlist,1000,49913,0.09992592592592593,99.826,100.0,84.869724,12.0,7.30574,73,0.09945611334402969,1,1,1,1,999,949102.0,False,False,False,5,0.09947967262007057,73,73,False,0.4923884548295755,0.5499579579579579,False,False
fastGnp_20_0.01_14.adjlist,2,1,1.0,1.0,1.0,0,0.0,0.0,1,0.0,1,1,1,1,1,1.0,True,True,True,2,0.0,1,1,True,0.0,1.0,False,True
fastGnp_1000_0.1_6.adjlist,1000,50010,0.10012012012012012,100.02,100.0,89.2416,12.25,7.55136,66,0.10027412514146769,1,1,1,1,999,949017.0,False,False,False,6,0.1002487486018023,66,66,False,0.49384937458943456,0.5500510510510506,False,False
randomRegular_100_4_29.adjlist,100,200,0.04040404040404041,4.0,4.0,0,0.0,0.0,4,0.015,1,1,1,1,99,17436.0,False,False,False,3,0.015,4,4,False,0.015,0.3251548821548845,True,False
randomRegular_1000_5_8.adjlist,1000,2500,0.005005005005005005,5.0,5.0,0,0.0,0.0,5,0.003900000000000002,1,1,1,1,999,2350172.0,False,False,False,3,0.0039,5,5,False,0.003900000000000002,0.22627445064256746,False,False
