,heuristic_name,num_nodes,proportion_of_defender_nodes_per_round,proportion_of_nodes_on_fire_initial,mean_time
1292,random_allocation,16,0.03,0.13,0.00014001131057739258
1293,random_allocation,16,0.04,0.13,0.00013464689254760742
1294,random_allocation,16,0.05,0.13,0.00013988018035888673
1295,random_allocation,16,0.06,0.13,0.00015630722045898438
1296,random_allocation,16,0.07,0.13,0.0001477360725402832
1297,random_allocation,16,0.08,0.13,0.0001453876495361328
1298,random_allocation,16,0.09,0.13,0.00014314651489257812
1299,random_allocation,16,0.1,0.13,0.00013517141342163087
1300,random_allocation,16,0.01,0.14,0.00015587806701660155
1301,random_allocation,16,0.02,0.14,0.0001415848731994629
1302,random_allocation,16,0.03,0.14,0.00015374422073364258
1303,random_allocation,16,0.04,0.14,0.0001409292221069336
1304,random_allocation,16,0.05,0.14,0.0001553654670715332
1305,random_allocation,16,0.06,0.14,0.00013937950134277344
1306,random_allocation,16,0.07,0.14,0.00015357732772827148
1307,random_allocation,16,0.08,0.14,0.00014363527297973634
1308,random_allocation,16,0.09,0.14,0.0001445293426513672
1309,random_allocation,16,0.1,0.14,0.0001342296600341797
1310,random_allocation,16,0.01,0.15,0.00014235973358154297
1311,random_allocation,16,0.02,0.15,0.00015481710433959961
1312,random_allocation,16,0.03,0.15,0.00017515420913696289
1313,random_allocation,16,0.04,0.15,0.03108491897583008
1314,random_allocation,16,0.05,0.15,0.0001671910285949707
1315,random_allocation,16,0.06,0.15,0.00017367601394653321
1316,random_allocation,16,0.07,0.15,0.0001561760902404785
1317,random_allocation,16,0.08,0.15,0.00013383626937866211
1318,random_allocation,16,0.09,0.15,0.0001593351364135742
1319,random_allocation,16,0.1,0.15,0.0001618504524230957
1320,random_allocation,17,0.01,0.05,0.0001979351043701172
1321,random_allocation,17,0.02,0.05,0.00019810199737548828
1322,random_allocation,17,0.03,0.05,0.0001889944076538086
1323,random_allocation,17,0.04,0.05,0.0001992344856262207
1324,random_allocation,17,0.05,0.05,0.00018955469131469725
1325,random_allocation,17,0.06,0.05,0.00018924474716186523
1326,random_allocation,17,0.07,0.05,0.00019650459289550782
1327,random_allocation,17,0.08,0.05,0.0001979827880859375
1328,random_allocation,17,0.09,0.05,0.0002093076705932617
1329,random_allocation,17,0.1,0.05,0.00021282434463500976
1330,random_allocation,17,0.01,0.06,0.0001814723014831543
1331,random_allocation,17,0.02,0.06,0.00019274950027465821
1332,random_allocation,17,0.03,0.06,0.0001840829849243164
1333,random_allocation,17,0.04,0.06,0.00018345117568969728
1334,random_allocation,17,0.05,0.06,0.0001762986183166504
1335,random_allocation,17,0.06,0.06,0.0001801013946533203
1336,random_allocation,17,0.07,0.06,0.00017899274826049805
1337,random_allocation,17,0.08,0.06,0.0001608133316040039
1338,random_allocation,17,0.09,0.06,0.00017427206039428712
1339,random_allocation,17,0.1,0.06,0.00018497705459594727
1340,random_allocation,17,0.01,0.07,0.00017036199569702147
1341,random_allocation,17,0.02,0.07,0.00016839504241943358
1342,random_allocation,17,0.03,0.07,0.00017939805984497071
1343,random_allocation,17,0.04,0.07,0.0002089381217956543
1344,random_allocation,17,0.05,0.07,0.00016901493072509765
1345,random_allocation,17,0.06,0.07,0.00017696619033813477
1346,random_allocation,17,0.07,0.07,0.00017505884170532227
1347,random_allocation,17,0.08,0.07,0.00017192363739013672
1348,random_allocation,17,0.09,0.07,0.00017664432525634765
1349,random_allocation,17,0.1,0.07,0.00016536712646484376
1350,random_allocation,17,0.01,0.08,0.00018761157989501953
1351,random_allocation,17,0.02,0.08,0.0001732945442199707
1352,random_allocation,17,0.03,0.08,0.00017038583755493164
1353,random_allocation,17,0.04,0.08,0.00018440485000610353
1354,random_allocation,17,0.05,0.08,0.00017154216766357422
1355,random_allocation,17,0.06,0.08,0.0001810431480407715
1356,random_allocation,17,0.07,0.08,0.00016499757766723632
1357,random_allocation,17,0.08,0.08,0.0430432915687561
1358,random_allocation,17,0.09,0.08,0.00016157627105712892
1359,random_allocation,17,0.1,0.08,0.00017637014389038086
1360,random_allocation,17,0.01,0.09,0.00018805265426635742
1361,random_allocation,17,0.02,0.09,0.00017505884170532227
1362,random_allocation,17,0.03,0.09,0.00018661022186279298
1363,random_allocation,17,0.04,0.09,0.00016434192657470702
1364,random_allocation,17,0.05,0.09,0.00017236471176147462
1365,random_allocation,17,0.06,0.09,0.0001598477363586426
1366,random_allocation,17,0.07,0.09,0.00016624927520751952
1367,random_allocation,17,0.08,0.09,0.00017050504684448242
1368,random_allocation,17,0.09,0.09,0.00016629695892333984
1369,random_allocation,17,0.1,0.09,0.0001777529716491699
1370,random_allocation,17,0.01,0.1,0.00016802549362182617
1371,random_allocation,17,0.02,0.1,0.00017963647842407228
1372,random_allocation,17,0.03,0.1,0.029222583770751952
1373,random_allocation,17,0.04,0.1,0.00019365549087524414
1374,random_allocation,17,0.05,0.1,0.0001841425895690918
1375,random_allocation,17,0.06,0.1,0.00018311738967895507
1376,random_allocation,17,0.07,0.1,0.00017756223678588867
1377,random_allocation,17,0.08,0.1,0.00017728805541992188
1378,random_allocation,17,0.09,0.1,0.0001674175262451172
1379,random_allocation,17,0.1,0.1,0.0001673579216003418
1380,random_allocation,17,0.01,0.11,0.00017052888870239258
1381,random_allocation,17,0.02,0.11,0.00015692710876464845
1382,random_allocation,17,0.03,0.11,0.00017141103744506837
1383,random_allocation,17,0.04,0.11,0.00018585920333862304
1384,random_allocation,17,0.05,0.11,0.0001615285873413086
1385,random_allocation,17,0.06,0.11,0.00017554759979248046
1386,random_allocation,17,0.07,0.11,0.037520432472229005
1387,random_allocation,17,0.08,0.11,0.00019854307174682617
1388,random_allocation,17,0.09,0.11,0.00018827915191650392
1389,random_allocation,17,0.1,0.11,0.00017234086990356446
1390,random_allocation,17,0.01,0.12,0.00015550851821899414
1391,random_allocation,17,0.02,0.12,0.0001491546630859375
1392,random_allocation,17,0.03,0.12,0.00013812780380249024
1393,random_allocation,17,0.04,0.12,0.00015883445739746095
1394,random_allocation,17,0.05,0.12,0.00015420913696289061
1395,random_allocation,17,0.06,0.12,0.000160062313079834
1396,random_allocation,17,0.07,0.12,0.00013883113861083983
1397,random_allocation,17,0.08,0.12,0.00015394687652587892
1398,random_allocation,17,0.09,0.12,0.00015898942947387696
1399,random_allocation,17,0.1,0.12,0.00016814470291137695
1400,random_allocation,17,0.01,0.13,0.0001501798629760742
1401,random_allocation,17,0.02,0.13,0.00015462636947631835
1402,random_allocation,17,0.03,0.13,0.00017015933990478517
1403,random_allocation,17,0.04,0.13,0.00015752315521240235
1404,random_allocation,17,0.05,0.13,0.00015959739685058593
1405,random_allocation,17,0.06,0.13,0.0001498579978942871
1406,random_allocation,17,0.07,0.13,0.0001481175422668457
1407,random_allocation,17,0.08,0.13,0.00015414953231811522
1408,random_allocation,17,0.09,0.13,0.00016688108444213868
1409,random_allocation,17,0.1,0.13,0.0001458287239074707
1410,random_allocation,17,0.01,0.14,0.0001495838165283203
1411,random_allocation,17,0.02,0.14,0.00015611648559570311
1412,random_allocation,17,0.03,0.14,0.0001793503761291504
1413,random_allocation,17,0.04,0.14,0.00015540122985839843
1414,random_allocation,17,0.05,0.14,0.00013653039932250976
1415,random_allocation,17,0.06,0.14,0.00015385150909423827
1416,random_allocation,17,0.07,0.14,0.03213530778884888
1417,random_allocation,17,0.08,0.14,0.00015674829483032228
1418,random_allocation,17,0.09,0.14,0.00016849040985107423
1419,random_allocation,17,0.1,0.14,0.00016855001449584962
1420,random_allocation,17,0.01,0.15,0.00015581846237182616
1421,random_allocation,17,0.02,0.15,0.00015835762023925782
1422,random_allocation,17,0.03,0.15,0.00015439987182617188
1423,random_allocation,17,0.04,0.15,0.00015392303466796876
1424,random_allocation,17,0.05,0.15,0.0001478433609008789
1425,random_allocation,17,0.06,0.15,0.00015653371810913085
1426,random_allocation,17,0.07,0.15,0.0001713871955871582
1427,random_allocation,17,0.08,0.15,0.00014835596084594727
1428,random_allocation,17,0.09,0.15,0.00014868974685668945
1429,random_allocation,17,0.1,0.15,0.00015213489532470704
1430,random_allocation,18,0.01,0.05,0.05625805854797363
1431,random_allocation,18,0.02,0.05,0.00025739669799804685
1432,random_allocation,18,0.03,0.05,0.00021905899047851561
1433,random_allocation,18,0.04,0.05,0.00022716522216796874
1434,random_allocation,18,0.05,0.05,0.00019400119781494142
1435,random_allocation,18,0.06,0.05,0.0002028942108154297
1436,random_allocation,18,0.07,0.05,0.00021014213562011718
1437,random_allocation,18,0.08,0.05,0.00019570589065551758
1438,random_allocation,18,0.09,0.05,0.00021888017654418944
1439,random_allocation,18,0.1,0.05,0.00019093751907348633
1440,random_allocation,18,0.01,0.06,0.00020170211791992188
1441,random_allocation,18,0.02,0.06,0.000185239315032959
1442,random_allocation,18,0.03,0.06,0.00018411874771118164
1443,random_allocation,18,0.04,0.06,0.00018161535263061523
1444,random_allocation,18,0.05,0.06,0.04583809375762939
1445,random_allocation,18,0.06,0.06,0.0002147674560546875
1446,random_allocation,18,0.07,0.06,0.00018657445907592772
1447,random_allocation,18,0.08,0.06,0.0002203702926635742
1448,random_allocation,18,0.09,0.06,0.00019807815551757811
1449,random_allocation,18,0.1,0.06,0.000177609920501709
1450,random_allocation,18,0.01,0.07,0.00018916130065917968
1451,random_allocation,18,0.02,0.07,0.00018724203109741211
1452,random_allocation,18,0.03,0.07,0.00020037889480590821
1453,random_allocation,18,0.04,0.07,0.00018596649169921875
1454,random_allocation,18,0.05,0.07,0.00018645524978637694
1455,random_allocation,18,0.06,0.07,0.0001778125762939453
1456,random_allocation,18,0.07,0.07,0.0001763582229614258
1457,random_allocation,18,0.08,0.07,0.0001857280731201172
1458,random_allocation,18,0.09,0.07,0.0002049565315246582
1459,random_allocation,18,0.1,0.07,0.00024034976959228516
1460,random_allocation,18,0.01,0.08,0.0002201080322265625
1461,random_allocation,18,0.02,0.08,0.0002216219902038574
1462,random_allocation,18,0.03,0.08,0.00024261474609375
1463,random_allocation,18,0.04,0.08,0.00020869970321655274
1464,random_allocation,18,0.05,0.08,0.00023682117462158202
1465,random_allocation,18,0.06,0.08,0.00022298097610473633
1466,random_allocation,18,0.07,0.08,0.00021990537643432618
1467,random_allocation,18,0.08,0.08,0.0001943826675415039
1468,random_allocation,18,0.09,0.08,0.00018138885498046874
1469,random_allocation,18,0.1,0.08,0.0001667618751525879
1470,random_allocation,18,0.01,0.09,0.00019201040267944336
1471,random_allocation,18,0.02,0.09,0.00017647743225097657
1472,random_allocation,18,0.03,0.09,0.04150556325912476
1473,random_allocation,18,0.04,0.09,0.00020860433578491212
1474,random_allocation,18,0.05,0.09,0.00020040273666381835
1475,random_allocation,18,0.06,0.09,0.00018616914749145508
1476,random_allocation,18,0.07,0.09,0.00019043684005737305
1477,random_allocation,18,0.08,0.09,0.00017385482788085939
1478,random_allocation,18,0.09,0.09,0.00020989179611206055
1479,random_allocation,18,0.1,0.09,0.0002012014389038086
1480,random_allocation,18,0.01,0.1,0.00022001266479492186
1481,random_allocation,18,0.02,0.1,0.00020542144775390626
1482,random_allocation,18,0.03,0.1,0.00019495487213134767
1483,random_allocation,18,0.04,0.1,0.00017189979553222656
1484,random_allocation,18,0.05,0.1,0.00018569231033325196
1485,random_allocation,18,0.06,0.1,0.0001723170280456543
1486,random_allocation,18,0.07,0.1,0.044171273708343506
1487,random_allocation,18,0.08,0.1,0.000203704833984375
1488,random_allocation,18,0.09,0.1,0.00019903182983398436
1489,random_allocation,18,0.1,0.1,0.00021337270736694337
1490,random_allocation,18,0.01,0.11,0.00021314620971679688
1491,random_allocation,18,0.02,0.11,0.00020633935928344728
1492,random_allocation,18,0.03,0.11,0.0002045273780822754
1493,random_allocation,18,0.04,0.11,0.00020028352737426757
1494,random_allocation,18,0.05,0.11,0.00019044876098632811
1495,random_allocation,18,0.06,0.11,0.00019775629043579103
1496,random_allocation,18,0.07,0.11,0.0002001047134399414
1497,random_allocation,18,0.08,0.11,0.00020759105682373048
1498,random_allocation,18,0.09,0.11,0.00017745494842529296
1499,random_allocation,18,0.1,0.11,0.00016927719116210938
1500,random_allocation,18,0.01,0.12,0.00018852949142456055
1501,random_allocation,18,0.02,0.12,0.00018746852874755858
1502,random_allocation,18,0.03,0.12,0.00018999576568603515
1503,random_allocation,18,0.04,0.12,0.00017277002334594726
1504,random_allocation,18,0.05,0.12,0.00017135143280029298
1505,random_allocation,18,0.06,0.12,0.00018949508666992186
1506,random_allocation,18,0.07,0.12,0.0001998305320739746
1507,random_allocation,18,0.08,0.12,0.000189208984375
1508,random_allocation,18,0.09,0.12,0.00017669200897216797
1509,random_allocation,18,0.1,0.12,0.0001690387725830078
1510,random_allocation,18,0.01,0.13,0.00017076730728149414
1511,random_allocation,18,0.02,0.13,0.00016009807586669922
1512,random_allocation,18,0.03,0.13,0.0001757502555847168
1513,random_allocation,18,0.04,0.13,0.04432142972946167
1514,random_allocation,18,0.05,0.13,0.00016158819198608398
1515,random_allocation,18,0.06,0.13,0.00017389059066772461
1516,random_allocation,18,0.07,0.13,0.00015300512313842773
1517,random_allocation,18,0.08,0.13,0.00014872550964355468
1518,random_allocation,18,0.09,0.13,0.00015145540237426758
1519,random_allocation,18,0.1,0.13,0.00015370845794677735
1520,random_allocation,18,0.01,0.14,0.00016144514083862304
1521,random_allocation,18,0.02,0.14,0.00015561580657958985
1522,random_allocation,18,0.03,0.14,0.00014761686325073242
1523,random_allocation,18,0.04,0.14,0.00015897750854492186
1524,random_allocation,18,0.05,0.14,0.0001649141311645508
1525,random_allocation,18,0.06,0.14,0.00016957521438598633
1526,random_allocation,18,0.07,0.14,0.00016437768936157228
1527,random_allocation,18,0.08,0.14,0.021025407314300536
1528,random_allocation,18,0.09,0.14,0.00017528533935546876
1529,random_allocation,18,0.1,0.14,0.0001728534698486328
1530,random_allocation,18,0.01,0.15,0.00016690492630004882
1531,random_allocation,18,0.02,0.15,0.00017588138580322267
1532,random_allocation,18,0.03,0.15,0.0001695871353149414
1533,random_allocation,18,0.04,0.15,0.00016329288482666015
1534,random_allocation,18,0.05,0.15,0.00015639066696166993
1535,random_allocation,18,0.06,0.15,0.00017060041427612304
1536,random_allocation,18,0.07,0.15,0.00015785694122314454
1537,random_allocation,18,0.08,0.15,0.00015255212783813477
1538,random_allocation,18,0.09,0.15,0.0001567840576171875
1539,random_allocation,18,0.1,0.15,0.00016437768936157228
1540,random_allocation,19,0.01,0.05,0.00021542310714721679
1541,random_allocation,19,0.02,0.05,0.03562386035919189
1542,random_allocation,19,0.03,0.05,0.0002291560173034668
1543,random_allocation,19,0.04,0.05,0.00023965835571289064
1544,random_allocation,19,0.05,0.05,0.00023043155670166016
1545,random_allocation,19,0.06,0.05,0.00021985769271850585
1546,random_allocation,19,0.07,0.05,0.00020725727081298827
1547,random_allocation,19,0.08,0.05,0.0002123117446899414
1548,random_allocation,19,0.09,0.05,0.0002086639404296875
1549,random_allocation,19,0.1,0.05,0.00019805431365966798
1550,random_allocation,19,0.01,0.06,0.00019429922103881837
1551,random_allocation,19,0.02,0.06,0.000177156925201416
1552,random_allocation,19,0.03,0.06,0.00019309520721435546
1553,random_allocation,19,0.04,0.06,0.00018850564956665039
1554,random_allocation,19,0.05,0.06,0.04486591815948486
1555,random_allocation,19,0.06,0.06,0.00022349357604980468
1556,random_allocation,19,0.07,0.06,0.00020791292190551757
1557,random_allocation,19,0.08,0.06,0.00020560026168823243
1558,random_allocation,19,0.09,0.06,0.000206148624420166
1559,random_allocation,19,0.1,0.06,0.00022563934326171874
1560,random_allocation,19,0.01,0.07,0.0001975417137145996
1561,random_allocation,19,0.02,0.07,0.0002150893211364746
1562,random_allocation,19,0.03,0.07,0.0001866459846496582
1563,random_allocation,19,0.04,0.07,0.0001879453659057617
1564,random_allocation,19,0.05,0.07,0.0001820206642150879
1565,random_allocation,19,0.06,0.07,0.00019360780715942382
1566,random_allocation,19,0.07,0.07,0.0002009272575378418
1567,random_allocation,19,0.08,0.07,0.00018532276153564452
1568,random_allocation,19,0.09,0.07,0.0002127528190612793
1569,random_allocation,19,0.1,0.07,0.00021015405654907228
1570,random_allocation,19,0.01,0.08,0.0001877307891845703
1571,random_allocation,19,0.02,0.08,0.00019490718841552734
1572,random_allocation,19,0.03,0.08,0.00020214319229125977
1573,random_allocation,19,0.04,0.08,0.00020139217376708985
1574,random_allocation,19,0.05,0.08,0.00018146038055419922
1575,random_allocation,19,0.06,0.08,0.00019919872283935547
1576,random_allocation,19,0.07,0.08,0.00019015073776245116
1577,random_allocation,19,0.08,0.08,0.00019159317016601563
1578,random_allocation,19,0.09,0.08,0.00018497705459594727
1579,random_allocation,19,0.1,0.08,0.00018422603607177735
1580,random_allocation,19,0.01,0.09,0.00018520355224609374
1581,random_allocation,19,0.02,0.09,0.0002253413200378418
1582,random_allocation,19,0.03,0.09,0.0002332925796508789
1583,random_allocation,19,0.04,0.09,0.00026240348815917967
1584,random_allocation,19,0.05,0.09,0.0002463698387145996
1585,random_allocation,19,0.06,0.09,0.00021147727966308594
1586,random_allocation,19,0.07,0.09,0.000223541259765625
1587,random_allocation,19,0.08,0.09,0.0002154707908630371
1588,random_allocation,19,0.09,0.09,0.0002381443977355957
1589,random_allocation,19,0.1,0.09,0.0002217531204223633
1590,random_allocation,19,0.01,0.1,0.00019825696945190429
1591,random_allocation,19,0.02,0.1,0.00023077726364135743
1592,random_allocation,19,0.03,0.1,0.00018534660339355468
1593,random_allocation,19,0.04,0.1,0.00019954442977905275
1594,random_allocation,19,0.05,0.1,0.04312882423400879
1595,random_allocation,19,0.06,0.1,0.00021153688430786133
1596,random_allocation,19,0.07,0.1,0.00020296573638916015
1597,random_allocation,19,0.08,0.1,0.00020058155059814452
1598,random_allocation,19,0.09,0.1,0.00018476247787475587
1599,random_allocation,19,0.1,0.1,0.00019456148147583007
1600,random_allocation,19,0.01,0.11,0.00017899274826049805
1601,random_allocation,19,0.02,0.11,0.00017278194427490235
1602,random_allocation,19,0.03,0.11,0.00016857385635375975
1603,random_allocation,19,0.04,0.11,0.0001730799674987793
1604,random_allocation,19,0.05,0.11,0.00015841722488403321
1605,random_allocation,19,0.06,0.11,0.0001615285873413086
1606,random_allocation,19,0.07,0.11,0.00016319751739501953
1607,random_allocation,19,0.08,0.11,0.037486565113067624
1608,random_allocation,19,0.09,0.11,0.0001807093620300293
1609,random_allocation,19,0.1,0.11,0.0001855015754699707
1610,random_allocation,19,0.01,0.12,0.00019093751907348633
1611,random_allocation,19,0.02,0.12,0.0001793503761291504
1612,random_allocation,19,0.03,0.12,0.00018336772918701172
1613,random_allocation,19,0.04,0.12,0.00017974376678466796
1614,random_allocation,19,0.05,0.12,0.00018850564956665039
1615,random_allocation,19,0.06,0.12,0.00018130540847778321
1616,random_allocation,19,0.07,0.12,0.0001842498779296875
1617,random_allocation,19,0.08,0.12,0.00017101764678955077
1618,random_allocation,19,0.09,0.12,0.0001622796058654785
1619,random_allocation,19,0.1,0.12,0.0001673460006713867
1620,random_allocation,19,0.01,0.13,0.00018389225006103515
1621,random_allocation,19,0.02,0.13,0.00017844438552856446
1622,random_allocation,19,0.03,0.13,0.00019446611404418945
1623,random_allocation,19,0.04,0.13,0.00019638538360595704
1624,random_allocation,19,0.05,0.13,0.00018366575241088868
1625,random_allocation,19,0.06,0.13,0.00017697811126708983
1626,random_allocation,19,0.07,0.13,0.00017719268798828126
1627,random_allocation,19,0.08,0.13,0.00016433000564575195
1628,random_allocation,19,0.09,0.13,0.0001785755157470703
1629,random_allocation,19,0.1,0.13,0.00018177032470703124
1630,random_allocation,19,0.01,0.14,0.00016943216323852539
1631,random_allocation,19,0.02,0.14,0.00020066499710083007
1632,random_allocation,19,0.03,0.14,0.0001768827438354492
1633,random_allocation,19,0.04,0.14,0.00016055107116699218
1634,random_allocation,19,0.05,0.14,0.03657048940658569
1635,random_allocation,19,0.06,0.14,0.00017921924591064454
1636,random_allocation,19,0.07,0.14,0.00017981529235839845
1637,random_allocation,19,0.08,0.14,0.00018211603164672852
1638,random_allocation,19,0.09,0.14,0.00017011165618896484
1639,random_allocation,19,0.1,0.14,0.00018080472946166993
1640,random_allocation,19,0.01,0.15,0.00018439292907714843
1641,random_allocation,19,0.02,0.15,0.00017338991165161133
1642,random_allocation,19,0.03,0.15,0.00018693208694458007
1643,random_allocation,19,0.04,0.15,0.0001781940460205078
1644,random_allocation,19,0.05,0.15,0.0001711726188659668
1645,random_allocation,19,0.06,0.15,0.00017071962356567382
1646,random_allocation,19,0.07,0.15,0.00016809701919555663
1647,random_allocation,19,0.08,0.15,0.00017786026000976562
1648,random_allocation,19,0.09,0.15,0.0002178788185119629
1649,random_allocation,19,0.1,0.15,0.00018274784088134766
1650,highest_degree_allocation,5,0.01,0.05,6.81161880493164e-05
1651,highest_degree_allocation,5,0.02,0.05,5.4943561553955075e-05
1652,highest_degree_allocation,5,0.03,0.05,5.549192428588867e-05
1653,highest_degree_allocation,5,0.04,0.05,5.8770179748535156e-05
1654,highest_degree_allocation,5,0.05,0.05,5.199909210205078e-05
1655,highest_degree_allocation,5,0.06,0.05,6.79612159729004e-05
1656,highest_degree_allocation,5,0.07,0.05,5.834102630615234e-05
1657,highest_degree_allocation,5,0.08,0.05,5.720853805541992e-05
1658,highest_degree_allocation,5,0.09,0.05,5.4788589477539065e-05
1659,highest_degree_allocation,5,0.1,0.05,5.321502685546875e-05
1660,highest_degree_allocation,5,0.01,0.06,5.9556961059570315e-05
1661,highest_degree_allocation,5,0.02,0.06,5.131959915161133e-05
1662,highest_degree_allocation,5,0.03,0.06,5.559921264648437e-05
1663,highest_degree_allocation,5,0.04,0.06,5.167722702026367e-05
1664,highest_degree_allocation,5,0.05,0.06,5.8531761169433594e-05
1665,highest_degree_allocation,5,0.06,0.06,5.2022933959960935e-05
1666,highest_degree_allocation,5,0.07,0.06,5.4955482482910156e-05
1667,highest_degree_allocation,5,0.08,0.06,5.129575729370117e-05
1668,highest_degree_allocation,5,0.09,0.06,4.998445510864258e-05
1669,highest_degree_allocation,5,0.1,0.06,5.35130500793457e-05
1670,highest_degree_allocation,5,0.01,0.07,6.102323532104492e-05
1671,highest_degree_allocation,5,0.02,0.07,5.1534175872802736e-05
1672,highest_degree_allocation,5,0.03,0.07,5.4442882537841796e-05
1673,highest_degree_allocation,5,0.04,0.07,5.800724029541016e-05
1674,highest_degree_allocation,5,0.05,0.07,5.6910514831542966e-05
1675,highest_degree_allocation,5,0.06,0.07,5.54203987121582e-05
1676,highest_degree_allocation,5,0.07,0.07,5.850791931152344e-05
1677,highest_degree_allocation,5,0.08,0.07,5.218982696533203e-05
1678,highest_degree_allocation,5,0.09,0.07,5.6290626525878905e-05
1679,highest_degree_allocation,5,0.1,0.07,5.511045455932617e-05
1680,highest_degree_allocation,5,0.01,0.08,6.296634674072266e-05
1681,highest_degree_allocation,5,0.02,0.08,5.6231021881103514e-05
1682,highest_degree_allocation,5,0.03,0.08,5.224943161010742e-05
1683,highest_degree_allocation,5,0.04,0.08,6.003379821777344e-05
1684,highest_degree_allocation,5,0.05,0.08,5.507469177246094e-05
1685,highest_degree_allocation,5,0.06,0.08,4.947185516357422e-05
1686,highest_degree_allocation,5,0.07,0.08,5.5003166198730466e-05
1687,highest_degree_allocation,5,0.08,0.08,5.632638931274414e-05
1688,highest_degree_allocation,5,0.09,0.08,4.736185073852539e-05
1689,highest_degree_allocation,5,0.1,0.08,5.27501106262207e-05
1690,highest_degree_allocation,5,0.01,0.09,5.54203987121582e-05
1691,highest_degree_allocation,5,0.02,0.09,5.316734313964844e-05
1692,highest_degree_allocation,5,0.03,0.09,5.823373794555664e-05
1693,highest_degree_allocation,5,0.04,0.09,5.890130996704102e-05
1694,highest_degree_allocation,5,0.05,0.09,5.2142143249511716e-05
1695,highest_degree_allocation,5,0.06,0.09,5.6362152099609376e-05
1696,highest_degree_allocation,5,0.07,0.09,5.68389892578125e-05
1697,highest_degree_allocation,5,0.08,0.09,5.701780319213867e-05
1698,highest_degree_allocation,5,0.09,0.09,5.12242317199707e-05
1699,highest_degree_allocation,5,0.1,0.09,6.201267242431641e-05
1700,highest_degree_allocation,5,0.01,0.1,5.409717559814453e-05
1701,highest_degree_allocation,5,0.02,0.1,6.264448165893555e-05
1702,highest_degree_allocation,5,0.03,0.1,5.5897235870361325e-05
1703,highest_degree_allocation,5,0.04,0.1,6.104707717895508e-05
1704,highest_degree_allocation,5,0.05,0.1,5.283355712890625e-05
1705,highest_degree_allocation,5,0.06,0.1,5.3501129150390626e-05
1706,highest_degree_allocation,5,0.07,0.1,5.2046775817871096e-05
1707,highest_degree_allocation,5,0.08,0.1,3.8611888885498044e-05
1708,highest_degree_allocation,5,0.09,0.1,5.799531936645508e-05
1709,highest_degree_allocation,5,0.1,0.1,5.475282669067383e-05
1710,highest_degree_allocation,5,0.01,0.11,5.525350570678711e-05
1711,highest_degree_allocation,5,0.02,0.11,5.76019287109375e-05
1712,highest_degree_allocation,5,0.03,0.11,4.945993423461914e-05
1713,highest_degree_allocation,5,0.04,0.11,5.588531494140625e-05
1714,highest_degree_allocation,5,0.05,0.11,5.576610565185547e-05
1715,highest_degree_allocation,5,0.06,0.11,5.50389289855957e-05
1716,highest_degree_allocation,5,0.07,0.11,5.0568580627441405e-05
1717,highest_degree_allocation,5,0.08,0.11,5.1927566528320315e-05
1718,highest_degree_allocation,5,0.09,0.11,5.8484077453613284e-05
1719,highest_degree_allocation,5,0.1,0.11,6.52313232421875e-05
1720,highest_degree_allocation,5,0.01,0.12,5.7637691497802734e-05
1721,highest_degree_allocation,5,0.02,0.12,6.172657012939453e-05
1722,highest_degree_allocation,5,0.03,0.12,5.551576614379883e-05
1723,highest_degree_allocation,5,0.04,0.12,6.573200225830078e-05
1724,highest_degree_allocation,5,0.05,0.12,7.048845291137695e-05
1725,highest_degree_allocation,5,0.06,0.12,6.350278854370118e-05
1726,highest_degree_allocation,5,0.07,0.12,6.25014305114746e-05
1727,highest_degree_allocation,5,0.08,0.12,5.092620849609375e-05
1728,highest_degree_allocation,5,0.09,0.12,5.717277526855469e-05
1729,highest_degree_allocation,5,0.1,0.12,5.036592483520508e-05
1730,highest_degree_allocation,5,0.01,0.13,5.16057014465332e-05
1731,highest_degree_allocation,5,0.02,0.13,5.167722702026367e-05
1732,highest_degree_allocation,5,0.03,0.13,5.339384078979492e-05
1733,highest_degree_allocation,5,0.04,0.13,5.207061767578125e-05
1734,highest_degree_allocation,5,0.05,0.13,5.8150291442871095e-05
1735,highest_degree_allocation,5,0.06,0.13,5.670785903930664e-05
1736,highest_degree_allocation,5,0.07,0.13,4.992485046386719e-05
1737,highest_degree_allocation,5,0.08,0.13,5.334615707397461e-05
1738,highest_degree_allocation,5,0.09,0.13,5.407333374023438e-05
1739,highest_degree_allocation,5,0.1,0.13,5.3894519805908206e-05
1740,highest_degree_allocation,5,0.01,0.14,5.664825439453125e-05
1741,highest_degree_allocation,5,0.02,0.14,5.619525909423828e-05
1742,highest_degree_allocation,5,0.03,0.14,5.700588226318359e-05
1743,highest_degree_allocation,5,0.04,0.14,5.7530403137207034e-05
1744,highest_degree_allocation,5,0.05,0.14,5.60760498046875e-05
1745,highest_degree_allocation,5,0.06,0.14,5.785226821899414e-05
1746,highest_degree_allocation,5,0.07,0.14,5.650520324707031e-05
1747,highest_degree_allocation,5,0.08,0.14,5.325078964233398e-05
1748,highest_degree_allocation,5,0.09,0.14,5.3894519805908206e-05
1749,highest_degree_allocation,5,0.1,0.14,5.086660385131836e-05
1750,highest_degree_allocation,5,0.01,0.15,5.1987171173095706e-05
1751,highest_degree_allocation,5,0.02,0.15,5.5170059204101564e-05
1752,highest_degree_allocation,5,0.03,0.15,4.987716674804687e-05
1753,highest_degree_allocation,5,0.04,0.15,5.855560302734375e-05
