,heuristic_name,num_nodes,proportion_of_defender_nodes_per_round,proportion_of_nodes_on_fire_initial,mean_time
3543,node_most_occured_on_shortest_paths,7,0.04,0.07,0.00019413232803344727
3544,node_most_occured_on_shortest_paths,7,0.05,0.07,0.00017557144165039062
3545,node_most_occured_on_shortest_paths,7,0.06,0.07,0.00019507408142089845
3546,node_most_occured_on_shortest_paths,7,0.07,0.07,0.06657270193099976
3547,node_most_occured_on_shortest_paths,7,0.08,0.07,0.00018115043640136718
3548,node_most_occured_on_shortest_paths,7,0.09,0.07,0.00016705989837646485
3549,node_most_occured_on_shortest_paths,7,0.1,0.07,0.00016764402389526367
3550,node_most_occured_on_shortest_paths,7,0.01,0.08,0.0001948237419128418
3551,node_most_occured_on_shortest_paths,7,0.02,0.08,0.00019195079803466797
3552,node_most_occured_on_shortest_paths,7,0.03,0.08,0.0001872897148132324
3553,node_most_occured_on_shortest_paths,7,0.04,0.08,0.00020018815994262695
3554,node_most_occured_on_shortest_paths,7,0.05,0.08,0.00017684698104858398
3555,node_most_occured_on_shortest_paths,7,0.06,0.08,0.0001721620559692383
3556,node_most_occured_on_shortest_paths,7,0.07,0.08,0.00016254186630249023
3557,node_most_occured_on_shortest_paths,7,0.08,0.08,0.00018411874771118164
3558,node_most_occured_on_shortest_paths,7,0.09,0.08,0.00018606185913085937
3559,node_most_occured_on_shortest_paths,7,0.1,0.08,0.00017286539077758788
3560,node_most_occured_on_shortest_paths,7,0.01,0.09,0.00018765926361083985
3561,node_most_occured_on_shortest_paths,7,0.02,0.09,0.00019954442977905275
3562,node_most_occured_on_shortest_paths,7,0.03,0.09,0.00017496347427368165
3563,node_most_occured_on_shortest_paths,7,0.04,0.09,0.00017867088317871093
3564,node_most_occured_on_shortest_paths,7,0.05,0.09,0.00019572973251342775
3565,node_most_occured_on_shortest_paths,7,0.06,0.09,0.00018417835235595703
3566,node_most_occured_on_shortest_paths,7,0.07,0.09,0.00016531944274902343
3567,node_most_occured_on_shortest_paths,7,0.08,0.09,0.00020638704299926757
3568,node_most_occured_on_shortest_paths,7,0.09,0.09,0.00017999410629272462
3569,node_most_occured_on_shortest_paths,7,0.1,0.09,0.00019072294235229493
3570,node_most_occured_on_shortest_paths,7,0.01,0.1,0.00018303394317626954
3571,node_most_occured_on_shortest_paths,7,0.02,0.1,0.00018311738967895507
3572,node_most_occured_on_shortest_paths,7,0.03,0.1,0.0001775979995727539
3573,node_most_occured_on_shortest_paths,7,0.04,0.1,0.00017118453979492188
3574,node_most_occured_on_shortest_paths,7,0.05,0.1,0.0001690387725830078
3575,node_most_occured_on_shortest_paths,7,0.06,0.1,0.00020419359207153321
3576,node_most_occured_on_shortest_paths,7,0.07,0.1,0.0001768946647644043
3577,node_most_occured_on_shortest_paths,7,0.08,0.1,0.00020127296447753907
3578,node_most_occured_on_shortest_paths,7,0.09,0.1,0.0001581549644470215
3579,node_most_occured_on_shortest_paths,7,0.1,0.1,0.00022759437561035157
3580,node_most_occured_on_shortest_paths,7,0.01,0.11,0.00023491382598876952
3581,node_most_occured_on_shortest_paths,7,0.02,0.11,0.0002530813217163086
3582,node_most_occured_on_shortest_paths,7,0.03,0.11,0.00022668838500976561
3583,node_most_occured_on_shortest_paths,7,0.04,0.11,0.00021777153015136718
3584,node_most_occured_on_shortest_paths,7,0.05,0.11,0.00021210908889770507
3585,node_most_occured_on_shortest_paths,7,0.06,0.11,0.00020592212677001954
3586,node_most_occured_on_shortest_paths,7,0.07,0.11,0.0002563238143920898
3587,node_most_occured_on_shortest_paths,7,0.08,0.11,0.0001905202865600586
3588,node_most_occured_on_shortest_paths,7,0.09,0.11,0.00021953582763671874
3589,node_most_occured_on_shortest_paths,7,0.1,0.11,0.0001720428466796875
3590,node_most_occured_on_shortest_paths,7,0.01,0.12,0.00025120973587036135
3591,node_most_occured_on_shortest_paths,7,0.02,0.12,0.00022827386856079103
3592,node_most_occured_on_shortest_paths,7,0.03,0.12,0.00022847652435302733
3593,node_most_occured_on_shortest_paths,7,0.04,0.12,0.00026508569717407224
3594,node_most_occured_on_shortest_paths,7,0.05,0.12,0.00022205114364624024
3595,node_most_occured_on_shortest_paths,7,0.06,0.12,0.00020526647567749025
3596,node_most_occured_on_shortest_paths,7,0.07,0.12,0.0002078413963317871
3597,node_most_occured_on_shortest_paths,7,0.08,0.12,0.00020426511764526367
3598,node_most_occured_on_shortest_paths,7,0.09,0.12,0.0002121448516845703
3599,node_most_occured_on_shortest_paths,7,0.1,0.12,0.00022495985031127929
3600,node_most_occured_on_shortest_paths,7,0.01,0.13,0.0001663684844970703
3601,node_most_occured_on_shortest_paths,7,0.02,0.13,0.00016559362411499022
3602,node_most_occured_on_shortest_paths,7,0.03,0.13,0.0001997828483581543
3603,node_most_occured_on_shortest_paths,7,0.04,0.13,0.00016508102416992187
3604,node_most_occured_on_shortest_paths,7,0.05,0.13,0.0001941084861755371
3605,node_most_occured_on_shortest_paths,7,0.06,0.13,0.00019218921661376954
3606,node_most_occured_on_shortest_paths,7,0.07,0.13,0.00017294883728027343
3607,node_most_occured_on_shortest_paths,7,0.08,0.13,0.00017069578170776368
3608,node_most_occured_on_shortest_paths,7,0.09,0.13,0.00019174814224243164
3609,node_most_occured_on_shortest_paths,7,0.1,0.13,0.0001680612564086914
3610,node_most_occured_on_shortest_paths,7,0.01,0.14,0.00016399621963500977
3611,node_most_occured_on_shortest_paths,7,0.02,0.14,0.00018107891082763672
3612,node_most_occured_on_shortest_paths,7,0.03,0.14,0.00023146867752075196
3613,node_most_occured_on_shortest_paths,7,0.04,0.14,0.00023241043090820311
3614,node_most_occured_on_shortest_paths,7,0.05,0.14,0.00020453929901123046
3615,node_most_occured_on_shortest_paths,7,0.06,0.14,0.00020346641540527343
3616,node_most_occured_on_shortest_paths,7,0.07,0.14,0.00019725561141967774
3617,node_most_occured_on_shortest_paths,7,0.08,0.14,0.00024961233139038087
3618,node_most_occured_on_shortest_paths,7,0.09,0.14,0.00022035837173461914
3619,node_most_occured_on_shortest_paths,7,0.1,0.14,0.000221407413482666
3620,node_most_occured_on_shortest_paths,7,0.01,0.15,0.0002305150032043457
3621,node_most_occured_on_shortest_paths,7,0.02,0.15,0.00022920370101928711
3622,node_most_occured_on_shortest_paths,7,0.03,0.15,0.00021408796310424806
3623,node_most_occured_on_shortest_paths,7,0.04,0.15,0.0001810312271118164
3624,node_most_occured_on_shortest_paths,7,0.05,0.15,0.00020138025283813476
3625,node_most_occured_on_shortest_paths,7,0.06,0.15,0.00023249387741088867
3626,node_most_occured_on_shortest_paths,7,0.07,0.15,0.00019865036010742189
3627,node_most_occured_on_shortest_paths,7,0.08,0.15,0.0002203822135925293
3628,node_most_occured_on_shortest_paths,7,0.09,0.15,0.00021497011184692382
3629,node_most_occured_on_shortest_paths,7,0.1,0.15,0.00021876096725463866
3630,node_most_occured_on_shortest_paths,8,0.01,0.05,0.0003012776374816895
3631,node_most_occured_on_shortest_paths,8,0.02,0.05,0.00024214982986450195
3632,node_most_occured_on_shortest_paths,8,0.03,0.05,0.00021309852600097655
3633,node_most_occured_on_shortest_paths,8,0.04,0.05,0.00020059347152709961
3634,node_most_occured_on_shortest_paths,8,0.05,0.05,0.00023046731948852539
3635,node_most_occured_on_shortest_paths,8,0.06,0.05,0.00023092031478881835
3636,node_most_occured_on_shortest_paths,8,0.07,0.05,0.00024292469024658203
3637,node_most_occured_on_shortest_paths,8,0.08,0.05,0.0002525448799133301
3638,node_most_occured_on_shortest_paths,8,0.09,0.05,0.00023200511932373047
3639,node_most_occured_on_shortest_paths,8,0.1,0.05,0.0002455711364746094
3640,node_most_occured_on_shortest_paths,8,0.01,0.06,0.06771020889282227
3641,node_most_occured_on_shortest_paths,8,0.02,0.06,0.00024259090423583984
3642,node_most_occured_on_shortest_paths,8,0.03,0.06,0.00026851892471313477
3643,node_most_occured_on_shortest_paths,8,0.04,0.06,0.00023788213729858398
3644,node_most_occured_on_shortest_paths,8,0.05,0.06,0.00022726058959960939
3645,node_most_occured_on_shortest_paths,8,0.06,0.06,0.0002259373664855957
3646,node_most_occured_on_shortest_paths,8,0.07,0.06,0.00027854442596435546
3647,node_most_occured_on_shortest_paths,8,0.08,0.06,0.00022721290588378906
3648,node_most_occured_on_shortest_paths,8,0.09,0.06,0.00025947093963623046
3649,node_most_occured_on_shortest_paths,8,0.1,0.06,0.00023069381713867188
3650,node_most_occured_on_shortest_paths,8,0.01,0.07,0.0002467036247253418
3651,node_most_occured_on_shortest_paths,8,0.02,0.07,0.00026365518569946287
3652,node_most_occured_on_shortest_paths,8,0.03,0.07,0.00022245645523071288
3653,node_most_occured_on_shortest_paths,8,0.04,0.07,0.00021779537200927734
3654,node_most_occured_on_shortest_paths,8,0.05,0.07,0.00024411678314208984
3655,node_most_occured_on_shortest_paths,8,0.06,0.07,0.0002452731132507324
3656,node_most_occured_on_shortest_paths,8,0.07,0.07,0.0002455353736877441
3657,node_most_occured_on_shortest_paths,8,0.08,0.07,0.00023691654205322267
3658,node_most_occured_on_shortest_paths,8,0.09,0.07,0.0002248525619506836
3659,node_most_occured_on_shortest_paths,8,0.1,0.07,0.00022461414337158204
3660,node_most_occured_on_shortest_paths,8,0.01,0.08,0.0002318143844604492
3661,node_most_occured_on_shortest_paths,8,0.02,0.08,0.00022590160369873047
3662,node_most_occured_on_shortest_paths,8,0.03,0.08,0.0002571582794189453
3663,node_most_occured_on_shortest_paths,8,0.04,0.08,0.00021924972534179688
3664,node_most_occured_on_shortest_paths,8,0.05,0.08,0.0002270340919494629
3665,node_most_occured_on_shortest_paths,8,0.06,0.08,0.00021529197692871094
3666,node_most_occured_on_shortest_paths,8,0.07,0.08,0.00024110078811645508
3667,node_most_occured_on_shortest_paths,8,0.08,0.08,0.00023914575576782225
3668,node_most_occured_on_shortest_paths,8,0.09,0.08,0.00022226572036743164
3669,node_most_occured_on_shortest_paths,8,0.1,0.08,0.0002521991729736328
3670,node_most_occured_on_shortest_paths,8,0.01,0.09,0.00022516250610351562
3671,node_most_occured_on_shortest_paths,8,0.02,0.09,0.00025109052658081057
3672,node_most_occured_on_shortest_paths,8,0.03,0.09,0.0002483248710632324
3673,node_most_occured_on_shortest_paths,8,0.04,0.09,0.00027472972869873046
3674,node_most_occured_on_shortest_paths,8,0.05,0.09,0.00029562711715698243
3675,node_most_occured_on_shortest_paths,8,0.06,0.09,0.000256955623626709
3676,node_most_occured_on_shortest_paths,8,0.07,0.09,0.0002474427223205566
3677,node_most_occured_on_shortest_paths,8,0.08,0.09,0.00024105310440063475
3678,node_most_occured_on_shortest_paths,8,0.09,0.09,0.00024988651275634763
3679,node_most_occured_on_shortest_paths,8,0.1,0.09,0.00018881559371948243
3680,node_most_occured_on_shortest_paths,8,0.01,0.1,0.0002656698226928711
3681,node_most_occured_on_shortest_paths,8,0.02,0.1,0.0002820253372192383
3682,node_most_occured_on_shortest_paths,8,0.03,0.1,0.0002450108528137207
3683,node_most_occured_on_shortest_paths,8,0.04,0.1,0.00023032426834106444
3684,node_most_occured_on_shortest_paths,8,0.05,0.1,0.00023946762084960937
3685,node_most_occured_on_shortest_paths,8,0.06,0.1,0.00023517608642578124
3686,node_most_occured_on_shortest_paths,8,0.07,0.1,0.00022511482238769532
3687,node_most_occured_on_shortest_paths,8,0.08,0.1,0.00022875070571899415
3688,node_most_occured_on_shortest_paths,8,0.09,0.1,0.00022177696228027345
3689,node_most_occured_on_shortest_paths,8,0.1,0.1,0.0002529025077819824
3690,node_most_occured_on_shortest_paths,8,0.01,0.11,0.00023646354675292968
3691,node_most_occured_on_shortest_paths,8,0.02,0.11,0.00022808313369750976
3692,node_most_occured_on_shortest_paths,8,0.03,0.11,0.0002547144889831543
3693,node_most_occured_on_shortest_paths,8,0.04,0.11,0.0002182602882385254
3694,node_most_occured_on_shortest_paths,8,0.05,0.11,0.0002567529678344727
3695,node_most_occured_on_shortest_paths,8,0.06,0.11,0.0002424001693725586
3696,node_most_occured_on_shortest_paths,8,0.07,0.11,0.0001921415328979492
3697,node_most_occured_on_shortest_paths,8,0.08,0.11,0.00022646188735961915
3698,node_most_occured_on_shortest_paths,8,0.09,0.11,0.00022242069244384765
3699,node_most_occured_on_shortest_paths,8,0.1,0.11,0.07219496965408326
3700,node_most_occured_on_shortest_paths,8,0.01,0.12,0.0002247929573059082
3701,node_most_occured_on_shortest_paths,8,0.02,0.12,0.00024234056472778321
3702,node_most_occured_on_shortest_paths,8,0.03,0.12,0.00021454095840454102
3703,node_most_occured_on_shortest_paths,8,0.04,0.12,0.0002535700798034668
3704,node_most_occured_on_shortest_paths,8,0.05,0.12,0.0002620100975036621
3705,node_most_occured_on_shortest_paths,8,0.06,0.12,0.0002623081207275391
3706,node_most_occured_on_shortest_paths,8,0.07,0.12,0.00020531415939331054
3707,node_most_occured_on_shortest_paths,8,0.08,0.12,0.00022033452987670898
3708,node_most_occured_on_shortest_paths,8,0.09,0.12,0.00021625757217407225
3709,node_most_occured_on_shortest_paths,8,0.1,0.12,0.00023941993713378907
3710,node_most_occured_on_shortest_paths,8,0.01,0.13,0.0002044677734375
3711,node_most_occured_on_shortest_paths,8,0.02,0.13,0.00024291276931762696
3712,node_most_occured_on_shortest_paths,8,0.03,0.13,0.00022388696670532225
3713,node_most_occured_on_shortest_paths,8,0.04,0.13,0.0002928733825683594
3714,node_most_occured_on_shortest_paths,8,0.05,0.13,0.00022830963134765626
3715,node_most_occured_on_shortest_paths,8,0.06,0.13,0.0002309560775756836
3716,node_most_occured_on_shortest_paths,8,0.07,0.13,0.00023801326751708983
3717,node_most_occured_on_shortest_paths,8,0.08,0.13,0.00023175477981567382
3718,node_most_occured_on_shortest_paths,8,0.09,0.13,0.00023399591445922853
3719,node_most_occured_on_shortest_paths,8,0.1,0.13,0.00021730661392211915
3720,node_most_occured_on_shortest_paths,8,0.01,0.14,0.0002482771873474121
3721,node_most_occured_on_shortest_paths,8,0.02,0.14,0.00023354291915893554
3722,node_most_occured_on_shortest_paths,8,0.03,0.14,0.00023114681243896484
3723,node_most_occured_on_shortest_paths,8,0.04,0.14,0.00024443864822387695
3724,node_most_occured_on_shortest_paths,8,0.05,0.14,0.0002055048942565918
3725,node_most_occured_on_shortest_paths,8,0.06,0.14,0.00022567510604858397
3726,node_most_occured_on_shortest_paths,8,0.07,0.14,0.06321609020233154
3727,node_most_occured_on_shortest_paths,8,0.08,0.14,0.00024726390838623045
3728,node_most_occured_on_shortest_paths,8,0.09,0.14,0.00020513534545898437
3729,node_most_occured_on_shortest_paths,8,0.1,0.14,0.0002664804458618164
3730,node_most_occured_on_shortest_paths,8,0.01,0.15,0.00024774074554443357
3731,node_most_occured_on_shortest_paths,8,0.02,0.15,0.00021960735321044922
3732,node_most_occured_on_shortest_paths,8,0.03,0.15,0.00023462772369384766
3733,node_most_occured_on_shortest_paths,8,0.04,0.15,0.00024776458740234376
3734,node_most_occured_on_shortest_paths,8,0.05,0.15,0.00022464990615844727
3735,node_most_occured_on_shortest_paths,8,0.06,0.15,0.00022568702697753907
3736,node_most_occured_on_shortest_paths,8,0.07,0.15,0.0002125978469848633
3737,node_most_occured_on_shortest_paths,8,0.08,0.15,0.000215911865234375
3738,node_most_occured_on_shortest_paths,8,0.09,0.15,0.00022598505020141602
3739,node_most_occured_on_shortest_paths,8,0.1,0.15,0.000254058837890625
3740,node_most_occured_on_shortest_paths,9,0.01,0.05,0.00027124881744384767
3741,node_most_occured_on_shortest_paths,9,0.02,0.05,0.00030330419540405276
3742,node_most_occured_on_shortest_paths,9,0.03,0.05,0.0002929568290710449
3743,node_most_occured_on_shortest_paths,9,0.04,0.05,0.00031205415725708006
3744,node_most_occured_on_shortest_paths,9,0.05,0.05,0.00029382705688476565
3745,node_most_occured_on_shortest_paths,9,0.06,0.05,0.0003048419952392578
3746,node_most_occured_on_shortest_paths,9,0.07,0.05,0.0003074288368225098
3747,node_most_occured_on_shortest_paths,9,0.08,0.05,0.0003201484680175781
3748,node_most_occured_on_shortest_paths,9,0.09,0.05,0.00034350156784057617
3749,node_most_occured_on_shortest_paths,9,0.1,0.05,0.00026777982711791994
3750,node_most_occured_on_shortest_paths,9,0.01,0.06,0.0003148794174194336
3751,node_most_occured_on_shortest_paths,9,0.02,0.06,0.00036133527755737304
3752,node_most_occured_on_shortest_paths,9,0.03,0.06,0.0003212332725524902
3753,node_most_occured_on_shortest_paths,9,0.04,0.06,0.05932077169418335
3754,node_most_occured_on_shortest_paths,9,0.05,0.06,0.000350499153137207
3755,node_most_occured_on_shortest_paths,9,0.06,0.06,0.0003222227096557617
3756,node_most_occured_on_shortest_paths,9,0.07,0.06,0.0003393888473510742
3757,node_most_occured_on_shortest_paths,9,0.08,0.06,0.0003050088882446289
3758,node_most_occured_on_shortest_paths,9,0.09,0.06,0.0002676844596862793
3759,node_most_occured_on_shortest_paths,9,0.1,0.06,0.00026652812957763674
3760,node_most_occured_on_shortest_paths,9,0.01,0.07,0.0002840876579284668
3761,node_most_occured_on_shortest_paths,9,0.02,0.07,0.0003499746322631836
3762,node_most_occured_on_shortest_paths,9,0.03,0.07,0.00026783943176269533
3763,node_most_occured_on_shortest_paths,9,0.04,0.07,0.0002922177314758301
3764,node_most_occured_on_shortest_paths,9,0.05,0.07,0.0002853870391845703
3765,node_most_occured_on_shortest_paths,9,0.06,0.07,0.00026772022247314455
3766,node_most_occured_on_shortest_paths,9,0.07,0.07,0.00029747486114501954
3767,node_most_occured_on_shortest_paths,9,0.08,0.07,0.000316929817199707
3768,node_most_occured_on_shortest_paths,9,0.09,0.07,0.00032417774200439454
3769,node_most_occured_on_shortest_paths,9,0.1,0.07,0.0003150463104248047
3770,node_most_occured_on_shortest_paths,9,0.01,0.08,0.0002982020378112793
3771,node_most_occured_on_shortest_paths,9,0.02,0.08,0.00025707483291625977
3772,node_most_occured_on_shortest_paths,9,0.03,0.08,0.0003034710884094238
3773,node_most_occured_on_shortest_paths,9,0.04,0.08,0.0002789497375488281
3774,node_most_occured_on_shortest_paths,9,0.05,0.08,0.00032744407653808596
3775,node_most_occured_on_shortest_paths,9,0.06,0.08,0.00027463436126708987
3776,node_most_occured_on_shortest_paths,9,0.07,0.08,0.000256192684173584
3777,node_most_occured_on_shortest_paths,9,0.08,0.08,0.0003072261810302734
3778,node_most_occured_on_shortest_paths,9,0.09,0.08,0.0002671122550964355
3779,node_most_occured_on_shortest_paths,9,0.1,0.08,0.0003139734268188477
3780,node_most_occured_on_shortest_paths,9,0.01,0.09,0.000280463695526123
3781,node_most_occured_on_shortest_paths,9,0.02,0.09,0.00034251213073730467
3782,node_most_occured_on_shortest_paths,9,0.03,0.09,0.0003190755844116211
3783,node_most_occured_on_shortest_paths,9,0.04,0.09,0.0003283381462097168
3784,node_most_occured_on_shortest_paths,9,0.05,0.09,0.00026330947875976565
3785,node_most_occured_on_shortest_paths,9,0.06,0.09,0.0003202676773071289
3786,node_most_occured_on_shortest_paths,9,0.07,0.09,0.0003622531890869141
3787,node_most_occured_on_shortest_paths,9,0.08,0.09,0.00033375024795532224
3788,node_most_occured_on_shortest_paths,9,0.09,0.09,0.00030504465103149415
3789,node_most_occured_on_shortest_paths,9,0.1,0.09,0.0003477334976196289
3790,node_most_occured_on_shortest_paths,9,0.01,0.1,0.0003127217292785645
3791,node_most_occured_on_shortest_paths,9,0.02,0.1,0.0003092169761657715
3792,node_most_occured_on_shortest_paths,9,0.03,0.1,0.00026624202728271485
3793,node_most_occured_on_shortest_paths,9,0.04,0.1,0.0003233432769775391
3794,node_most_occured_on_shortest_paths,9,0.05,0.1,0.0002984285354614258
3795,node_most_occured_on_shortest_paths,9,0.06,0.1,0.00032432079315185546
3796,node_most_occured_on_shortest_paths,9,0.07,0.1,0.00028588771820068357
3797,node_most_occured_on_shortest_paths,9,0.08,0.1,0.0002965450286865234
3798,node_most_occured_on_shortest_paths,9,0.09,0.1,0.00029169321060180665
3799,node_most_occured_on_shortest_paths,9,0.1,0.1,0.0002830624580383301
3800,node_most_occured_on_shortest_paths,9,0.01,0.11,0.0002802729606628418
3801,node_most_occured_on_shortest_paths,9,0.02,0.11,0.00031789541244506834
3802,node_most_occured_on_shortest_paths,9,0.03,0.11,0.00022723674774169922
3803,node_most_occured_on_shortest_paths,9,0.04,0.11,0.000293421745300293
3804,node_most_occured_on_shortest_paths,9,0.05,0.11,0.000321352481842041
3805,node_most_occured_on_shortest_paths,9,0.06,0.11,0.00030843019485473635
3806,node_most_occured_on_shortest_paths,9,0.07,0.11,0.09223290681838989
3807,node_most_occured_on_shortest_paths,9,0.08,0.11,0.00032874345779418943
3808,node_most_occured_on_shortest_paths,9,0.09,0.11,0.00031911134719848634
3809,node_most_occured_on_shortest_paths,9,0.1,0.11,0.0002791762351989746
3810,node_most_occured_on_shortest_paths,9,0.01,0.12,0.00030444860458374025
3811,node_most_occured_on_shortest_paths,9,0.02,0.12,0.0002910256385803223
3812,node_most_occured_on_shortest_paths,9,0.03,0.12,0.00030460357666015623
3813,node_most_occured_on_shortest_paths,9,0.04,0.12,0.00028966665267944337
3814,node_most_occured_on_shortest_paths,9,0.05,0.12,0.00028568506240844727
3815,node_most_occured_on_shortest_paths,9,0.06,0.12,0.00028432607650756835
3816,node_most_occured_on_shortest_paths,9,0.07,0.12,0.00030262470245361327
3817,node_most_occured_on_shortest_paths,9,0.08,0.12,0.0002808928489685059
3818,node_most_occured_on_shortest_paths,9,0.09,0.12,0.0002667427062988281
3819,node_most_occured_on_shortest_paths,9,0.1,0.12,0.00026886463165283204
3820,node_most_occured_on_shortest_paths,9,0.01,0.13,0.00032571554183959963
3821,node_most_occured_on_shortest_paths,9,0.02,0.13,0.00029129981994628905
3822,node_most_occured_on_shortest_paths,9,0.03,0.13,0.0003304839134216309
3823,node_most_occured_on_shortest_paths,9,0.04,0.13,0.00028635263442993163
3824,node_most_occured_on_shortest_paths,9,0.05,0.13,0.00031262636184692383
3825,node_most_occured_on_shortest_paths,9,0.06,0.13,0.00029690265655517577
3826,node_most_occured_on_shortest_paths,9,0.07,0.13,0.0003036379814147949
3827,node_most_occured_on_shortest_paths,9,0.08,0.13,0.0002964138984680176
3828,node_most_occured_on_shortest_paths,9,0.09,0.13,0.00026595592498779297
3829,node_most_occured_on_shortest_paths,9,0.1,0.13,0.0002732276916503906
3830,node_most_occured_on_shortest_paths,9,0.01,0.14,0.000356590747833252
3831,node_most_occured_on_shortest_paths,9,0.02,0.14,0.00033169984817504883
3832,node_most_occured_on_shortest_paths,9,0.03,0.14,0.0002598285675048828
3833,node_most_occured_on_shortest_paths,9,0.04,0.14,0.00029331445693969727
3834,node_most_occured_on_shortest_paths,9,0.05,0.14,0.0002934694290161133
3835,node_most_occured_on_shortest_paths,9,0.06,0.14,0.00030897855758666993
3836,node_most_occured_on_shortest_paths,9,0.07,0.14,0.00029206275939941406
3837,node_most_occured_on_shortest_paths,9,0.08,0.14,0.0003596305847167969
3838,node_most_occured_on_shortest_paths,9,0.09,0.14,0.00024776458740234376
3839,node_most_occured_on_shortest_paths,9,0.1,0.14,0.0003259897232055664
3840,node_most_occured_on_shortest_paths,9,0.01,0.15,0.00028324127197265625
3841,node_most_occured_on_shortest_paths,9,0.02,0.15,0.00029882192611694334
3842,node_most_occured_on_shortest_paths,9,0.03,0.15,0.000299537181854248
3843,node_most_occured_on_shortest_paths,9,0.04,0.15,0.00029060840606689455
3844,node_most_occured_on_shortest_paths,9,0.05,0.15,0.0002852797508239746
3845,node_most_occured_on_shortest_paths,9,0.06,0.15,0.00026211738586425783
3846,node_most_occured_on_shortest_paths,9,0.07,0.15,0.00027637481689453126
3847,node_most_occured_on_shortest_paths,9,0.08,0.15,0.0002745389938354492
3848,node_most_occured_on_shortest_paths,9,0.09,0.15,0.0002974390983581543
3849,node_most_occured_on_shortest_paths,9,0.1,0.15,0.00030962228775024416
3850,node_most_occured_on_shortest_paths,10,0.01,0.05,0.00036786794662475587
3851,node_most_occured_on_shortest_paths,10,0.02,0.05,0.0003754138946533203
3852,node_most_occured_on_shortest_paths,10,0.03,0.05,0.0003977060317993164
3853,node_most_occured_on_shortest_paths,10,0.04,0.05,0.0003730177879333496
3854,node_most_occured_on_shortest_paths,10,0.05,0.05,0.00039981603622436525
3855,node_most_occured_on_shortest_paths,10,0.06,0.05,0.00040410757064819337
3856,node_most_occured_on_shortest_paths,10,0.07,0.05,0.00038787126541137693
3857,node_most_occured_on_shortest_paths,10,0.08,0.05,0.00030975341796875
3858,node_most_occured_on_shortest_paths,10,0.09,0.05,0.0004681825637817383
3859,node_most_occured_on_shortest_paths,10,0.1,0.05,0.0004130363464355469
3860,node_most_occured_on_shortest_paths,10,0.01,0.06,0.00034012794494628904
3861,node_most_occured_on_shortest_paths,10,0.02,0.06,0.00036864280700683595
3862,node_most_occured_on_shortest_paths,10,0.03,0.06,0.00047963857650756836
3863,node_most_occured_on_shortest_paths,10,0.04,0.06,0.0003334999084472656
3864,node_most_occured_on_shortest_paths,10,0.05,0.06,0.00039545297622680666
3865,node_most_occured_on_shortest_paths,10,0.06,0.06,0.0004295825958251953
3866,node_most_occured_on_shortest_paths,10,0.07,0.06,0.00035586357116699217
3867,node_most_occured_on_shortest_paths,10,0.08,0.06,0.00035964250564575196
3868,node_most_occured_on_shortest_paths,10,0.09,0.06,0.0003943085670471191
3869,node_most_occured_on_shortest_paths,10,0.1,0.06,0.0003415346145629883
3870,node_most_occured_on_shortest_paths,10,0.01,0.07,0.0003324270248413086
3871,node_most_occured_on_shortest_paths,10,0.02,0.07,0.0003692626953125
3872,node_most_occured_on_shortest_paths,10,0.03,0.07,0.0003608107566833496
3873,node_most_occured_on_shortest_paths,10,0.04,0.07,0.00037370920181274415
3874,node_most_occured_on_shortest_paths,10,0.05,0.07,0.0003509044647216797
3875,node_most_occured_on_shortest_paths,10,0.06,0.07,0.0004540920257568359
3876,node_most_occured_on_shortest_paths,10,0.07,0.07,0.00037386417388916013
3877,node_most_occured_on_shortest_paths,10,0.08,0.07,0.00046296119689941405
3878,node_most_occured_on_shortest_paths,10,0.09,0.07,0.00036498308181762693
3879,node_most_occured_on_shortest_paths,10,0.1,0.07,0.00036790370941162107
3880,node_most_occured_on_shortest_paths,10,0.01,0.08,0.0003561258316040039
3881,node_most_occured_on_shortest_paths,10,0.02,0.08,0.0003959536552429199
3882,node_most_occured_on_shortest_paths,10,0.03,0.08,0.00041977167129516604
3883,node_most_occured_on_shortest_paths,10,0.04,0.08,0.0003674149513244629
3884,node_most_occured_on_shortest_paths,10,0.05,0.08,0.00035213232040405275
3885,node_most_occured_on_shortest_paths,10,0.06,0.08,0.00036470890045166017
3886,node_most_occured_on_shortest_paths,10,0.07,0.08,0.00036405324935913087
3887,node_most_occured_on_shortest_paths,10,0.08,0.08,0.0003411412239074707
3888,node_most_occured_on_shortest_paths,10,0.09,0.08,0.00039970874786376953
3889,node_most_occured_on_shortest_paths,10,0.1,0.08,0.00041656494140625
3890,node_most_occured_on_shortest_paths,10,0.01,0.09,0.00033696889877319334
3891,node_most_occured_on_shortest_paths,10,0.02,0.09,0.00034683942794799805
3892,node_most_occured_on_shortest_paths,10,0.03,0.09,0.00034526586532592776
3893,node_most_occured_on_shortest_paths,10,0.04,0.09,0.0003435850143432617
3894,node_most_occured_on_shortest_paths,10,0.05,0.09,0.00041769742965698243
3895,node_most_occured_on_shortest_paths,10,0.06,0.09,0.00036095380783081056
3896,node_most_occured_on_shortest_paths,10,0.07,0.09,0.00037946701049804685
3897,node_most_occured_on_shortest_paths,10,0.08,0.09,0.0004289507865905762
3898,node_most_occured_on_shortest_paths,10,0.09,0.09,0.0003544211387634277
3899,node_most_occured_on_shortest_paths,10,0.1,0.09,0.00036118030548095705
3900,node_most_occured_on_shortest_paths,10,0.01,0.1,0.0003591299057006836
